word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	e1	e2	e3	e4	e5	length
f&l@	33.0	-4.07	4	7	259	22	5	2	2	684	67	6	1	1	4
imobili@	33.0	-9.78	0	0	67	10	1	1	1	684	16	2	2	1	8
var@n	33.0	-4.19	14	15	184	31	4	2	1	1218	861	70	4	1	5
oyx	33.0	-4.95	0	0	60	7	1	1	1	121	1	1	1	1	3
lit@r	32.0	-4.18	8	10	192	31	5	3	3	373	230	68	8	2	5
flis@n	32.0	-4.59	8	9	259	40	11	1	1	1218	861	63	23	3	6
tyxtix	32.0	-6.58	0	0	173	9	1	1	1	121	74	12	1	1	6
blum@	32.0	-5.43	2	2	263	29	4	1	1	684	14	4	1	1	5
tr)n@	32.0	-4.81	2	3	173	53	2	1	1	684	81	4	2	2	5
&ng@nem	32.0	-9.01	0	0	129	37	2	2	1	111	12	3	1	1	7
kyl	32.0	-3.98	12	12	456	11	1	1	1	286	5	2	2	2	3
kern	32.0	-4.14	8	9	456	24	7	1	1	1218	104	5	1	1	4
en@l	32.0	-4.66	4	6	93	16	1	1	1	286	162	6	3	3	4
p&k@n	32.0	-4.27	16	17	214	55	3	1	1	1218	861	83	7	1	5
dum	32.0	-4.09	8	10	118	12	1	1	1	111	33	1	1	1	3
dek@n	32.0	-4.38	14	15	118	20	2	1	1	1218	861	83	9	1	5
hektar	32.0	-6.39	0	0	207	36	3	1	1	373	27	5	1	1	6
ob@r@	32.0	-6.16	0	1	60	7	4	3	1	684	33	4	1	1	5
gas	32.0	-4.02	6	9	234	18	1	1	1	210	6	1	1	1	3
bilig@n	32.0	-5.54	0	0	263	25	3	2	1	1218	861	72	22	5	7
yb@rmit@ln	32.0	-10.01	0	0	9	7	7	5	1	1218	67	67	4	1	10
an@n	32.0	-4.43	4	6	90	3	1	1	1	1218	861	67	2	2	4
g@vis@n	32.0	-5.71	4	4	234	72	9	4	1	1218	861	63	23	5	7
g@m)s	32.0	-5.28	0	0	234	72	5	1	1	210	2	1	1	1	5
k&p&=it)t	31.0	-8.07	0	0	456	88	12	1	1	508	10	8	5	1	9
koz@n	31.0	-4.14	6	6	456	86	1	1	1	1218	861	27	4	1	5
gl&t	31.0	-5.19	8	8	234	18	2	1	1	508	8	3	1	1	4
&p&rat	31.0	-6.79	0	1	129	12	2	1	1	508	36	13	3	2	6
lox	31.0	-4.21	16	17	192	24	1	1	1	121	7	2	2	2	3
ryr@n	31.0	-4.88	10	10	165	11	1	1	1	1218	861	70	4	1	5
filozofi	31.0	-9.61	0	0	259	28	9	2	1	95	6	1	1	1	8
vest@	31.0	-5.12	4	5	184	39	3	2	1	684	89	15	2	1	5
spas	31.0	-4.36	6	6	467	66	10	1	1	210	6	1	1	1	4
lust	31.0	-4.71	10	10	192	18	1	1	1	508	79	7	1	1	4
z&nt	31.0	-4.2	16	18	142	22	3	1	1	508	89	25	1	1	4
=ins	30.0	-5.17	6	7	95	13	3	1	1	210	13	3	1	1	4
fl&x	30.0	-4.61	2	3	259	40	8	1	1	121	11	2	1	1	4
et&p@	30.0	-6.17	0	0	93	7	1	1	1	684	36	7	1	1	5
taux@n	30.0	-4.76	10	12	173	19	11	1	1	1218	861	43	10	5	6
bomb@	30.0	-6.58	0	0	263	23	1	1	1	684	33	1	1	1	5
blai	30.0	-4.59	4	6	263	29	6	3	3	95	16	1	1	1	4
snaid@n	30.0	-5.61	2	4	467	23	7	3	2	1218	861	42	8	5	7
fet	30.0	-3.55	12	15	259	56	2	2	2	508	28	2	2	2	3
said@n	30.0	-4.82	8	10	467	23	6	1	1	1218	861	42	8	5	6
aintr&xt	30.0	-7.28	0	0	90	41	28	2	2	508	47	15	5	2	8
vaig@rn	30.0	-5.73	0	0	184	31	18	1	1	1218	104	87	5	2	7
vail@	30.0	-4.45	10	12	184	31	18	3	2	684	67	12	5	2	5
&dres@	30.0	-7.21	0	0	129	1	1	1	1	684	43	5	2	1	6
hind@rn	29.0	-5.45	0	0	207	19	5	1	1	1218	104	87	15	5	7
ler@n	29.0	-4.7	16	18	192	37	5	1	1	1218	861	70	7	1	5
atm@n	29.0	-5.7	0	1	90	3	1	1	1	1218	861	34	2	1	5
blint	29.0	-4.75	4	5	263	29	6	4	2	508	89	12	3	1	5
tr&nsport	29.0	-8.82	0	0	173	53	6	1	1	508	42	13	3	2	9
sp&n@n	29.0	-5.24	2	3	467	66	7	2	2	1218	861	67	5	1	6
troy	29.0	-4.28	6	6	173	53	13	3	3	11	9	2	1	1	4
brot	29.0	-4.6	4	6	263	37	4	1	1	508	20	4	1	1	4
flyst@rn	29.0	-6.42	0	0	259	40	3	1	1	1218	104	87	24	4	8
nyxt@rn	29.0	-6.12	2	2	89	4	1	1	1	1218	104	87	24	2	7
oy@r	29.0	-4.04	8	12	60	7	1	1	1	373	230	8	8	8	4
ren@n	29.0	-4.15	26	31	165	29	5	1	1	1218	861	67	11	4	5
grau	29.0	-4.19	10	12	234	45	13	1	1	23	17	3	1	1	4
boyg@n	29.0	-4.93	4	4	263	23	4	1	1	1218	861	72	6	2	6
minus	28.0	-5.38	0	0	247	35	8	2	1	210	40	7	2	2	5
trep@	28.0	-5.5	4	4	173	53	6	1	1	684	36	2	1	1	5
klag@n	28.0	-4.3	8	8	456	49	10	1	1	1218	861	72	14	3	6
fers	28.0	-3.83	4	4	259	56	36	5	5	210	12	3	1	1	4
g&raz@	28.0	-6.27	0	0	234	25	9	1	1	684	57	12	2	1	6
t&n=	28.0	-4.56	4	5	173	19	4	1	1	53	10	6	2	2	4
her=ok	28.0	-6.74	0	0	207	36	11	2	1	111	12	1	1	1	6
lon@n	28.0	-4.44	8	8	192	24	2	1	1	1218	861	67	4	1	5
v&nd@rn	28.0	-5.13	2	2	184	37	9	2	2	1218	104	87	15	5	7
ku+@r	28.0	-4.92	2	2	456	32	1	1	1	373	230	3	1	1	5
fan@	28.0	-4.42	6	7	259	27	3	1	1	684	81	5	1	1	4
uf@r	28.0	-4.94	0	0	37	1	1	1	1	373	230	8	1	1	4
z&nft	28.0	-6.16	0	2	142	22	3	1	1	508	17	3	1	1	5
zaub@r	28.0	-5.08	2	3	142	24	8	1	1	373	230	16	2	2	6
nerv|s	28.0	-6.19	0	0	89	16	3	1	1	210	2	1	1	1	6
vai=@n	28.0	-4.73	12	13	184	31	18	1	1	1218	861	49	11	4	6
klima	28.0	-5.77	0	0	456	49	10	2	1	78	16	2	1	1	5
jeklix@r	28.0	-8.29	0	0	43	11	1	1	1	373	230	7	2	1	8
hyt@	28.0	-3.94	8	11	207	18	2	2	2	684	89	7	1	1	4
=it@rn	28.0	-5.3	0	0	95	13	2	1	1	1218	104	87	24	4	6
list@	28.0	-5.04	4	6	192	31	2	2	1	684	89	15	4	1	5
flyg@l	28.0	-5.01	2	3	259	40	3	2	2	286	162	24	5	1	6
k&t&strof@	28.0	-9.6	0	0	456	88	8	4	1	684	12	1	1	1	10
jag@n	28.0	-3.98	10	10	43	6	2	1	1	1218	861	72	14	1	5
g@b)r@n	27.0	-4.7	4	5	234	72	6	2	2	1218	861	70	4	1	7
lenst	27.0	-4.91	2	2	192	37	5	1	1	508	79	12	3	1	5
toys@n	27.0	-5.36	0	0	173	22	3	1	1	1218	861	63	4	1	6
erb@	27.0	-4.49	4	9	93	26	2	2	2	684	33	8	4	4	4
pilot	27.0	-5.81	0	0	214	20	4	1	1	508	20	4	1	1	5
kron@	27.0	-5.32	0	0	456	54	5	1	1	684	81	12	2	1	5
bit@r	27.0	-4.21	14	14	263	25	3	2	1	373	230	68	8	1	5
nerf	27.0	-5.42	2	2	89	16	3	1	1	48	4	1	1	1	4
z|r	27.0	-4.14	2	2	142	1	1	1	1	373	5	1	1	1	3
stirn	27.0	-4.99	2	3	467	130	12	2	1	1218	104	3	1	1	5
ainfur	27.0	-6.39	0	0	90	41	28	5	1	373	21	1	1	1	6
=oyg@	27.0	-5.55	0	1	95	8	3	2	2	684	28	2	1	1	5
vink@n	27.0	-4.31	12	12	184	39	6	2	2	1218	861	83	26	7	6
berg@n	27.0	-4.97	2	2	263	16	4	1	1	1218	861	72	4	1	6
blex	27.0	-5.47	2	2	263	29	1	1	1	121	3	1	1	1	4
g@v|n@n	27.0	-5.28	2	2	234	72	9	1	1	1218	861	67	7	2	7
zilb@r	26.0	-6.01	2	3	142	21	3	2	2	373	230	16	3	2	6
=el@	26.0	-4.15	14	16	95	12	2	1	1	684	67	15	2	2	4
raif	26.0	-4.16	10	11	165	36	17	2	2	48	18	7	4	4	4
=ug&n	26.0	-6.61	0	0	95	11	1	1	1	1218	16	1	1	1	5
em	26.0	-3.38	14	16	93	7	7	7	7	111	12	12	12	12	2
braun	26.0	-5.34	4	6	263	37	14	7	1	1218	15	2	1	1	5
m&nt@l	26.0	-5.23	4	5	247	53	12	1	1	286	162	14	2	2	6
n&kt	26.0	-4.36	6	7	89	14	1	1	1	508	20	7	1	1	4
k&rtof@l	26.0	-7.67	0	0	456	88	15	4	2	286	162	9	1	1	8
&nv&lt	26.0	-6.01	0	0	129	37	3	1	1	508	34	14	3	1	6
bot	26.0	-4.2	32	34	263	23	1	1	1	508	20	1	1	1	3
post@n	26.0	-5.14	6	7	214	19	2	2	1	1218	861	82	15	5	6
=in	26.0	-4.06	20	24	95	13	3	3	3	1218	57	3	3	3	3
&nvez@nt	26.0	-8.06	0	1	129	37	3	2	2	508	89	9	3	2	8
entl&n	26.0	-6.8	0	0	93	16	7	2	1	1218	16	2	1	1	6
svim@n	26.0	-4.83	6	6	467	38	6	1	1	1218	861	34	8	1	6
epox@	26.0	-6.35	0	0	93	2	2	1	1	684	22	3	1	1	5
at@m	25.0	-6.84	0	0	90	3	1	1	1	111	2	1	1	1	4
&ntik	25.0	-5.1	0	0	129	37	9	4	1	111	26	6	1	1	5
g@burt	25.0	-6.36	0	0	234	72	6	1	1	508	42	4	1	1	6
laix@	25.0	-4.92	6	9	192	43	21	4	1	684	22	4	3	1	5
m/nx	25.0	-4.48	2	2	247	4	1	1	1	121	2	1	1	1	4
in@n	25.0	-3.21	4	8	67	36	5	1	1	1218	861	67	21	21	4
g@haim	25.0	-6.41	0	0	234	72	6	3	1	111	10	6	2	1	6
b|s	25.0	-3.86	8	8	263	3	1	1	1	210	2	1	1	1	3
hemt	25.0	-4.92	6	6	207	36	2	1	1	508	5	2	1	1	4
murm@ln	25.0	-6.53	0	1	247	22	3	2	2	1218	67	67	9	1	7
prompt	25.0	-6.32	0	0	214	37	12	1	1	508	5	1	1	1	6
kino	25.0	-5.54	4	5	456	25	3	1	1	44	6	3	1	1	4
svain	25.0	-4.33	6	10	467	38	8	5	1	1218	57	25	3	1	5
f&nt&zi	25.0	-8.6	0	0	259	22	3	2	2	95	4	2	1	1	7
str&nt	25.0	-4.73	0	1	467	130	35	5	2	508	89	25	3	1	6
srait@n	24.0	-5.36	4	7	467	15	5	4	1	1218	861	82	13	8	7
ordn@n	24.0	-5.85	0	1	60	13	2	1	1	1218	861	67	1	1	6
dom	24.0	-4.53	10	10	118	16	1	1	1	111	7	1	1	1	3
b@kvem	24.0	-7.47	0	0	263	36	1	1	1	111	12	1	1	1	6
milt	24.0	-4.58	12	13	247	35	7	1	1	508	34	4	1	1	4
kerl	24.0	-5.44	2	2	456	24	7	1	1	286	1	1	1	1	4
k&pit@l	24.0	-6.36	2	2	456	88	12	4	3	286	162	14	5	1	7
form@l	24.0	-5.33	0	0	259	35	18	3	1	286	162	11	2	1	6
onk@l	24.0	-6.31	2	2	60	2	1	1	1	286	162	16	6	1	5
g@ryxt	24.0	-6.82	0	0	234	72	3	1	1	508	47	2	1	1	6
g@dextnis	24.0	-9.22	0	0	234	72	5	1	1	210	49	4	1	1	9
b|z@	24.0	-3.98	0	2	263	3	1	1	1	684	57	2	1	1	4
b@fel@n	24.0	-6.9	0	0	263	36	2	1	1	1218	861	46	13	2	7
kurv@	24.0	-5.98	2	2	456	32	9	1	1	684	10	1	1	1	5
vaix	24.0	-3.7	20	20	184	31	18	2	2	121	74	8	1	1	4
loyxt@n	24.0	-5.63	0	0	192	24	5	1	1	1218	861	82	10	1	7
gras	24.0	-4.56	14	16	234	45	13	1	1	210	6	1	1	1	4
k&m@ra	24.0	-7.22	0	2	456	88	8	3	3	78	8	1	1	1	6
=ebra	24.0	-7.1	0	0	95	12	1	1	1	78	8	2	1	1	5
vol@	24.0	-3.79	20	23	184	14	7	2	2	684	67	12	1	1	4
mit@l&lt@r	24.0	-10.78	0	0	247	35	6	4	2	373	230	68	7	2	10
bus	24.0	-3.6	24	25	263	20	2	2	2	210	40	1	1	1	3
glit	24.0	-4.62	4	5	234	18	3	1	1	508	35	3	1	1	4
neb@l	24.0	-4.46	6	7	89	16	3	2	1	286	162	24	3	2	5
tal	24.0	-3.31	22	25	173	19	2	2	2	286	36	9	9	9	3
=uk@n	23.0	-4.32	14	14	95	11	1	1	1	1218	861	83	8	1	5
f&x	23.0	-3.89	8	9	259	22	1	1	1	121	11	2	2	2	3
volk@	23.0	-5.5	0	1	184	14	7	1	1	684	27	3	1	1	5
kug@l	23.0	-4.86	4	4	456	32	1	1	1	286	162	24	1	1	5
rix@n	23.0	-4.53	14	17	165	20	2	1	1	1218	861	43	9	2	5
inst&n=	23.0	-6.77	0	0	67	36	5	5	1	53	10	6	2	1	7
m|b@l	23.0	-4.77	0	0	247	4	1	1	1	286	162	24	1	1	5
fli@n	23.0	-4.46	4	8	259	40	11	1	1	1218	861	18	2	1	5
grop	23.0	-4.65	6	7	234	45	8	1	1	52	9	1	1	1	4
pr)mi@	23.0	-6.49	0	0	214	37	3	1	1	684	16	2	1	1	6
klo+@n	23.0	-5.14	0	0	456	49	7	1	1	1218	861	21	4	1	6
hoz@	23.0	-4.14	10	10	207	34	1	1	1	684	57	9	1	1	4
furxt	23.0	-5.99	2	2	259	10	2	2	1	508	47	1	1	1	5
rum	23.0	-3.39	10	15	165	19	4	4	4	111	33	5	5	5	3
erob@rn	23.0	-6.88	0	0	93	26	2	1	1	1218	104	87	5	1	7
fenomen	23.0	-8.8	0	0	259	56	2	1	1	1218	11	2	1	1	7
slep@n	23.0	-5.56	0	0	467	44	6	2	1	1218	861	20	1	1	6
ket@	23.0	-4.11	4	5	456	24	1	1	1	684	89	7	1	1	4
vyrd@	23.0	-4.9	6	6	184	6	3	1	1	684	68	8	3	1	5
mal@n	23.0	-4.42	6	6	247	28	2	1	1	1218	861	46	3	1	5
=orn	22.0	-4.95	6	6	95	8	1	1	1	1218	104	6	1	1	4
vaix@n	22.0	-4.64	14	16	184	31	18	2	1	1218	861	43	9	7	6
raz@n	22.0	-4.4	10	11	165	36	1	1	1	1218	861	27	3	1	5
b@sait	22.0	-6.07	4	4	263	36	9	2	2	508	35	17	2	2	6
umstrit@n	22.0	-8.99	0	0	37	3	1	1	1	1218	861	82	13	1	9
komplet	22.0	-6.71	0	0	456	86	12	5	3	508	28	6	1	1	7
plenum	22.0	-7.13	0	0	214	26	1	1	1	111	33	1	1	1	6
korp	22.0	-4.59	4	5	456	86	10	2	2	52	5	1	1	1	4
sain	22.0	-4.05	26	30	467	23	6	2	2	1218	57	25	3	3	4
zort@	22.0	-5.35	8	8	142	25	2	1	1	684	89	9	5	1	5
ab@ntoy@r	22.0	-9.57	0	0	90	3	3	2	2	373	230	8	8	3	9
kist@	22.0	-4.83	8	8	456	25	4	1	1	684	89	15	4	1	5
kol@	22.0	-3.36	14	16	456	86	15	4	4	684	67	12	1	1	4
ny=@n	22.0	-4.12	4	5	89	4	2	2	1	1218	861	49	3	1	5
norm	22.0	-5.07	4	4	89	17	2	1	1	111	15	4	1	1	4
yb@l	22.0	-3.83	4	5	9	7	7	1	1	286	162	24	2	2	4
blont	22.0	-5.0	2	2	263	29	4	1	1	508	89	3	1	1	5
hori=ont	22.0	-8.55	0	0	207	34	10	1	1	508	89	3	1	1	8
must@r	22.0	-4.94	8	9	247	22	7	2	1	373	230	68	26	4	6
sr&nk	22.0	-5.71	6	8	467	15	2	2	2	111	12	7	3	1	5
volf	22.0	-4.55	6	7	184	14	7	2	2	48	6	3	2	2	4
mis@n	22.0	-3.92	20	20	247	35	6	1	1	1218	861	63	23	1	5
toyf@l	22.0	-5.93	0	0	173	22	3	1	1	286	162	9	1	1	6
rait@n	22.0	-4.47	18	22	165	36	17	1	1	1218	861	82	13	8	6
=ink	22.0	-5.34	4	5	95	13	3	1	1	111	12	3	1	1	4
biologi	22.0	-7.56	0	0	263	25	2	1	1	95	9	6	6	6	7
v)run	21.0	-6.08	2	2	184	5	3	1	1	1218	15	4	1	1	5
ent@	21.0	-4.34	2	3	93	16	7	1	1	684	89	7	3	3	4
lob@n	21.0	-4.65	8	9	192	24	1	1	1	1218	861	46	5	1	5
bais@n	21.0	-4.7	6	6	263	20	9	2	1	1218	861	63	23	6	6
min@	21.0	-3.78	14	15	247	35	8	1	1	684	81	21	1	1	4
st&l	21.0	-4.33	10	10	467	130	14	1	1	286	14	3	2	2	4
brax	21.0	-4.85	6	6	263	37	14	1	1	121	3	1	1	1	4
ainst	21.0	-4.7	2	3	90	41	28	6	2	508	79	12	2	1	5
aiz@n	21.0	-4.03	6	8	90	41	1	1	1	1218	861	27	5	4	5
perfekt	21.0	-7.45	0	0	214	26	11	3	1	508	20	6	2	1	7
strait@n	21.0	-5.45	0	1	467	130	35	12	6	1218	861	82	13	8	8
jud@	21.0	-3.93	6	6	43	16	2	1	1	684	68	2	1	1	4
vaiz@	21.0	-4.14	8	11	184	31	18	2	2	684	57	11	6	1	5
zyd@n	21.0	-4.37	0	0	142	6	1	1	1	1218	861	42	2	1	5
kump@l	21.0	-5.21	0	1	456	32	3	2	1	286	162	13	5	1	6
duld@n	21.0	-5.5	2	2	118	12	1	1	1	1218	861	42	3	2	6
=vaif@ln	21.0	-6.24	0	0	95	19	4	3	1	1218	67	67	4	1	8
+aif@n	21.0	-5.11	2	2	27	6	3	1	1	1218	861	36	9	7	6
kof@r	21.0	-5.37	4	4	456	86	1	1	1	373	230	8	1	1	5
k&m@rat	21.0	-7.09	0	1	456	88	8	3	3	508	36	13	2	1	7
viz@	21.0	-3.62	6	7	184	39	3	1	1	684	57	11	1	1	4
feri@n	21.0	-5.03	0	0	259	56	36	1	1	1218	861	18	1	1	6
grab@n	21.0	-4.67	2	2	234	45	13	1	1	1218	861	46	7	2	6
pr)g@n	21.0	-4.62	0	0	214	37	3	1	1	1218	861	72	2	1	6
m&teri@	21.0	-7.6	0	0	247	53	5	1	1	684	16	4	2	2	7
impuls	21.0	-6.76	0	0	67	10	1	1	1	210	6	2	2	1	6
fyrst	21.0	-5.44	4	4	259	9	4	1	1	508	79	9	1	1	5
stok	21.0	-4.56	10	11	467	130	15	2	2	111	12	1	1	1	4
streb@n	21.0	-5.72	2	2	467	130	35	4	1	1218	861	46	10	1	7
star	21.0	-4.11	10	10	467	130	14	1	1	373	27	5	1	1	4
vila	20.0	-5.95	6	7	184	39	3	1	1	78	5	3	1	1	4
lerm	20.0	-5.03	0	2	192	37	5	1	1	111	15	1	1	1	4
ro	20.0	-3.58	10	19	165	22	22	22	22	44	6	6	6	6	2
krem@l	20.0	-5.19	0	0	456	54	8	3	1	286	162	11	3	1	6
komis	20.0	-4.75	2	2	456	86	12	2	1	210	49	3	1	1	5
rai=@n	20.0	-4.89	20	22	165	36	17	1	1	1218	861	49	11	4	6
v&n@	20.0	-3.96	26	28	184	37	9	1	1	684	81	10	1	1	4
desto	20.0	-5.86	0	0	118	20	2	1	1	44	10	1	1	1	5
rok	20.0	-3.96	20	21	165	22	1	1	1	111	12	2	2	2	3
+&l=	20.0	-5.25	4	4	27	4	1	1	1	53	10	4	1	1	4
kyn	20.0	-4.15	10	10	456	11	2	2	2	1218	4	1	1	1	3
monopol	20.0	-7.41	0	0	247	43	13	2	1	286	13	2	1	1	7
braut	20.0	-4.82	10	10	263	37	14	7	1	508	22	5	3	1	5
=vaik	20.0	-5.3	0	1	95	19	4	3	1	111	26	4	1	1	5
forrat	20.0	-5.97	0	0	259	35	18	2	1	508	36	13	1	1	6
final@	20.0	-6.74	0	0	259	28	7	1	1	684	67	7	1	1	6
etos	20.0	-5.96	4	4	93	7	1	1	1	210	24	3	1	1	4
v&nd@ln	20.0	-5.38	4	4	184	37	9	2	2	1218	67	67	6	2	7
rai@n	20.0	-4.12	18	31	165	36	17	2	1	1218	861	18	13	4	5
kor	20.0	-3.2	20	25	456	86	10	10	10	373	38	1	1	1	3
ka	20.0	-3.06	14	17	456	30	30	30	30	78	6	6	6	6	2
v&s@n	20.0	-4.22	18	19	184	37	3	2	1	1218	861	63	5	1	5
r|m@r	20.0	-4.96	0	0	165	3	1	1	1	373	230	12	1	1	5
kver	20.0	-4.7	2	3	456	14	4	1	1	373	14	3	1	1	4
p&triot	20.0	-7.9	0	0	214	55	5	4	1	508	20	2	1	1	7
buxstab@	20.0	-8.59	0	0	263	20	4	1	1	684	33	5	1	1	8
imst&nd@	20.0	-7.5	0	0	67	10	1	1	1	684	68	18	3	1	8
rog@n	20.0	-5.48	10	10	165	22	1	1	1	1218	861	72	1	1	5
mind@r	20.0	-4.8	0	0	247	35	8	1	1	373	230	32	8	1	6
=art	20.0	-4.52	4	6	95	16	2	1	1	508	42	5	1	1	4
g@zinun	20.0	-7.68	0	0	234	72	8	3	3	1218	15	3	2	1	7
&lp	20.0	-3.9	10	14	129	24	1	1	1	52	7	6	6	6	3
kl&p@n	20.0	-4.98	6	9	456	49	10	2	2	1218	861	20	8	2	6
fed@r	19.0	-4.48	12	13	259	56	2	2	1	373	230	32	7	1	5
ne=	19.0	-5.21	2	3	89	16	1	1	1	53	1	1	1	1	3
b@troy@n	19.0	-6.74	0	0	263	36	4	3	1	1218	861	6	2	2	8
saib@	19.0	-5.31	0	0	467	23	6	1	1	684	33	1	1	1	5
k&tegori	19.0	-9.01	0	0	456	88	8	2	1	95	18	5	2	2	8
frist	19.0	-5.27	2	3	259	25	5	2	1	508	79	14	2	1	5
klinik	19.0	-6.35	0	0	456	49	10	4	1	111	26	2	1	1	6
klet@rn	19.0	-5.46	0	0	456	49	7	2	2	1218	104	87	24	2	7
zoyf=@n	19.0	-5.79	0	0	142	25	3	1	1	1218	861	49	1	1	7
&tom	19.0	-6.35	0	0	129	4	1	1	1	111	7	1	1	1	4
but@r	19.0	-4.93	6	6	263	20	1	1	1	373	230	68	4	1	5
n&s	19.0	-4.22	16	17	89	14	2	2	2	210	17	2	2	2	3
hut	19.0	-3.64	10	13	207	19	1	1	1	508	22	2	2	2	3
sau	19.0	-3.95	20	24	467	23	7	7	7	23	17	1	1	1	3
silt	19.0	-4.75	12	12	467	21	4	1	1	508	34	4	1	1	4
f)ix	19.0	-3.97	0	0	259	4	1	1	1	121	74	1	1	1	4
haf@r	19.0	-5.02	6	6	207	37	2	2	1	373	230	8	1	1	5
k&pit)n	19.0	-7.61	0	0	456	88	12	4	3	1218	2	1	1	1	7
t&ksi	19.0	-6.57	0	0	173	19	2	1	1	95	2	1	1	1	5
g@slext	19.0	-6.42	0	0	234	72	15	1	1	508	47	7	2	2	7
k&kau	19.0	-5.93	0	0	456	88	3	1	1	23	17	1	1	1	5
svin@n	19.0	-4.66	12	13	467	38	6	3	1	1218	861	67	21	3	6
=ail@	19.0	-4.87	6	6	95	16	6	1	1	684	67	12	5	1	5
vitv@	19.0	-6.26	0	0	184	39	3	1	1	684	10	1	1	1	5
m&rs	19.0	-4.39	6	7	247	53	16	2	2	210	12	4	2	2	4
boyt@	19.0	-4.71	4	5	263	23	4	2	2	684	89	7	3	1	5
vek@n	19.0	-4.15	20	21	184	39	3	1	1	1218	861	83	9	1	5
sper@n	19.0	-4.56	4	5	467	66	8	4	1	1218	861	70	7	1	6
bril@	18.0	-5.01	4	5	263	37	3	1	1	684	67	12	3	1	5
haid@	18.0	-4.32	6	6	207	37	14	1	1	684	68	9	7	1	5
teror	18.0	-6.75	2	2	173	20	8	1	1	373	38	4	1	1	5
myn=@	18.0	-5.34	0	1	247	15	2	1	1	684	29	8	1	1	5
vaip	18.0	-5.01	12	12	184	31	18	1	1	52	7	2	1	1	4
p&n=@r	18.0	-5.82	4	4	214	55	3	1	1	373	230	3	2	2	6
pl&net	18.0	-6.11	0	0	214	26	13	2	1	508	28	5	1	1	6
verb@n	18.0	-4.66	4	7	184	39	13	2	1	1218	861	46	4	3	6
=oyg@n	18.0	-5.09	2	3	95	8	3	2	2	1218	861	72	6	2	6
dop@ln	18.0	-5.81	0	0	118	16	1	1	1	1218	67	67	9	1	6
k&=@	18.0	-4.61	10	10	456	88	1	1	1	684	29	4	1	1	4
milit)r	18.0	-7.17	0	0	247	35	7	3	2	373	7	3	1	1	7
turm	18.0	-4.59	2	3	173	15	5	1	1	111	15	3	2	2	4
pl&kat	18.0	-6.1	0	0	214	26	13	1	1	508	36	3	1	1	6
m&sif	18.0	-5.78	2	2	247	53	4	1	1	48	18	3	2	1	5
fl&m@	18.0	-5.16	2	2	259	40	8	2	1	684	14	1	1	1	5
kompleks	18.0	-7.51	0	0	456	86	12	5	3	210	19	5	1	1	8
pl&t@	18.0	-4.71	2	4	214	26	13	3	1	684	89	7	3	2	5
tr&ktor	18.0	-6.48	0	0	173	53	6	2	2	373	38	16	7	3	7
e	18.0	-3.61	0	19	93	93	93	93	93	23	23	23	23	23	1
sl&nk	18.0	-5.28	6	6	467	44	5	1	1	111	12	7	2	1	5
vink@l	18.0	-5.06	2	2	184	39	6	2	2	286	162	16	6	1	6
stum	18.0	-4.24	10	12	467	130	14	2	2	111	33	3	1	1	4
p&rti	18.0	-5.08	2	4	214	55	18	6	3	95	7	2	1	1	5
jox	18.0	-4.21	10	10	43	6	1	1	1	121	7	1	1	1	3
straif@n	18.0	-5.47	0	1	467	130	35	12	6	1218	861	36	9	7	8
fornem	18.0	-6.9	0	1	259	35	18	2	1	111	12	3	1	1	6
vund@	18.0	-4.73	2	3	184	10	4	2	2	684	68	18	5	1	5
ruj@n	17.0	-4.77	6	6	165	19	2	1	1	1218	861	5	1	1	5
hert	17.0	-4.11	20	21	207	36	11	1	1	508	42	5	1	1	4
sr)k	17.0	-4.86	0	0	467	15	1	1	1	111	2	1	1	1	4
vail@n	17.0	-4.61	10	13	184	31	18	3	2	1218	861	46	5	3	6
rektor	17.0	-5.59	2	3	165	29	4	1	1	373	38	16	7	4	6
glen=@n	17.0	-5.97	2	2	234	18	2	1	1	1218	861	49	3	2	7
fres@n	17.0	-4.84	4	4	259	25	4	1	1	1218	861	63	8	3	6
grys@n	17.0	-4.9	2	2	234	45	3	1	1	1218	861	63	4	1	6
ainleg@n	17.0	-6.94	0	0	90	41	28	1	1	1218	861	72	15	5	8
burk	17.0	-4.97	2	2	263	20	3	1	1	111	13	1	1	1	4
forn@	17.0	-4.83	2	2	259	35	18	2	1	684	81	8	1	1	5
loygn@n	17.0	-6.49	0	0	192	24	5	1	1	1218	861	67	3	1	7
glait@n	17.0	-5.27	0	1	234	18	5	3	1	1218	861	82	13	8	7
klink@	17.0	-5.3	0	2	456	49	10	4	1	684	27	12	3	2	6
=)	17.0	-3.65	10	11	95	3	3	3	3	4	1	1	1	1	2
hyg@l	17.0	-4.41	4	4	207	18	2	1	1	286	162	24	5	1	5
z&k	17.0	-4.14	8	9	142	22	2	2	2	111	8	1	1	1	3
pionir	17.0	-6.25	0	0	214	20	1	1	1	373	25	3	1	1	6
vin=ix	17.0	-6.79	0	0	184	39	6	1	1	121	74	3	2	1	6
virt	17.0	-4.46	12	13	184	39	4	1	1	508	42	5	1	1	4
st&bil	17.0	-5.9	0	0	467	130	14	1	1	286	29	4	2	1	6
k&rier@	17.0	-7.58	0	0	456	88	15	2	1	684	33	4	1	1	7
dyst@r	17.0	-5.47	4	4	118	7	1	1	1	373	230	68	26	3	6
