word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	e1	e2	e3	e4	e5	length
der	110555.0	-4.55	18	21	118	20	3	3	3	373	14	1	1	1	3
unt	25287.0	-3.29	2	10	37	18	4	4	4	508	89	15	15	15	3
zain	19560.0	-4.09	24	27	142	24	10	2	2	1218	57	25	1	1	4
in	18536.0	-2.73	10	20	67	36	36	36	36	1218	57	57	57	57	2
ain	16732.0	-3.34	18	33	90	41	28	28	28	1218	57	25	25	25	3
verd@n	11596.0	-4.92	4	5	184	39	13	1	1	1218	861	42	4	1	6
=u	10360.0	-3.69	14	15	95	11	11	11	11	23	1	1	1	1	2
hab@n	10003.0	-3.56	12	12	207	37	2	1	1	1218	861	46	7	4	5
zi	9567.0	-3.42	12	17	142	21	21	21	21	95	4	4	4	4	2
fon	9387.0	-3.69	18	18	259	35	2	2	2	1218	47	2	2	2	3
mit	8608.0	-3.48	20	24	247	35	6	6	6	508	35	2	2	2	3
nixt	8022.0	-4.17	14	15	89	13	3	2	2	508	47	15	1	1	4
er	8005.0	-3.35	22	34	93	26	26	26	26	373	14	14	14	14	2
es	7668.0	-3.57	18	21	93	8	8	8	8	210	7	7	7	7	2
zix	7537.0	-3.46	10	12	142	21	1	1	1	121	74	4	4	4	3
auf	7410.0	-4.28	12	12	90	22	2	2	2	48	4	1	1	1	3
ix	7172.0	-3.82	4	8	67	1	1	1	1	121	74	74	74	74	2
fyr	6616.0	-4.06	12	13	259	9	4	4	4	373	4	1	1	1	3
diz@r	5979.0	-4.89	2	2	118	24	3	2	1	373	230	6	3	1	5
d&s	5912.0	-4.58	18	20	118	9	1	1	1	210	17	1	1	1	3
&n	5008.0	-3.13	12	19	129	37	37	37	37	1218	16	16	16	16	2
&ls	4846.0	-4.38	12	15	129	24	1	1	1	210	6	2	2	2	3
aux	4845.0	-3.83	10	13	90	22	1	1	1	121	10	7	7	7	3
k/n@n	4203.0	-4.45	4	4	456	2	1	1	1	1218	861	67	2	1	5
vir	4190.0	-3.55	26	29	184	39	4	4	4	373	25	3	3	3	3
aus	3880.0	-3.4	22	28	90	22	11	11	11	210	40	10	10	10	3
vi	3619.0	-3.89	12	17	184	39	39	39	39	95	1	1	1	1	2
ab@r	3490.0	-4.15	8	8	90	3	3	1	1	373	230	16	2	2	4
m&n	3484.0	-3.51	18	22	247	53	12	12	12	1218	16	2	2	2	3
nax	3476.0	-3.99	6	7	89	14	2	2	2	121	3	1	1	1	3
zo	3380.0	-3.47	12	15	142	25	25	25	25	44	2	2	2	2	2
nox	3199.0	-4.17	14	14	89	17	1	1	1	121	7	1	1	1	3
bai	2994.0	-4.01	10	15	263	20	9	9	9	95	16	1	1	1	3
nur	2899.0	-3.98	12	15	89	8	1	1	1	373	21	2	2	2	3
um	2859.0	-3.51	4	7	37	3	3	3	3	111	33	33	33	33	2
yb@r	2793.0	-3.82	10	10	9	7	7	5	5	373	230	16	1	1	4
&l	2684.0	-3.19	12	21	129	24	24	24	24	286	14	14	14	14	2
for	2488.0	-3.01	22	25	259	35	18	18	18	373	38	2	2	2	3
mys@n	2400.0	-4.13	6	7	247	15	2	1	1	1218	861	63	4	1	5
durx	2398.0	-5.12	2	2	118	12	3	2	2	121	4	2	1	1	4
ven	2364.0	-4.13	22	26	184	39	4	4	4	1218	11	1	1	1	3
ja	2352.0	-3.32	14	16	43	6	6	6	6	78	3	3	3	3	2
ir	2288.0	-3.52	14	25	67	5	5	5	5	373	25	25	25	25	2
od@r	2225.0	-4.04	12	14	60	3	3	1	1	373	230	32	2	2	4
jar	2163.0	-4.09	14	16	43	6	1	1	1	373	27	1	1	1	3
fil	2108.0	-3.41	14	17	259	28	9	9	9	286	29	2	2	2	3
ain@r	2072.0	-4.52	6	7	90	41	28	1	1	373	230	17	3	2	5
zag@n	2043.0	-4.23	14	15	142	24	1	1	1	1218	861	72	14	1	5
v&s	1882.0	-3.94	20	23	184	37	3	3	3	210	17	2	2	2	3
zol@n	1871.0	-4.03	10	11	142	25	5	2	1	1218	861	46	10	1	5
d&n	1802.0	-4.5	26	27	118	9	2	2	2	1218	16	1	1	1	3
gros	1771.0	-4.05	14	16	234	45	8	3	3	210	24	5	1	1	4
vol@n	1755.0	-3.94	20	21	184	14	7	2	1	1218	861	46	10	1	5
geb@n	1729.0	-3.73	12	14	234	22	1	1	1	1218	861	46	10	1	5
bis	1728.0	-3.57	26	27	263	25	3	3	3	210	49	3	3	3	3
kom@n	1684.0	-3.91	4	4	456	86	12	1	1	1218	861	34	3	3	5
&nd@r@r	1624.0	-7.39	0	0	129	37	2	1	1	373	230	2	1	1	7
zain@	1591.0	-4.47	12	14	142	24	10	2	1	684	81	21	4	1	5
ir@	1550.0	-3.88	4	6	67	5	1	1	1	684	33	4	4	4	3
da	1536.0	-3.34	14	16	118	9	9	9	9	78	4	4	4	4	2
son	1458.0	-4.17	20	21	467	14	1	1	1	1218	47	1	1	1	3
unt@r	1458.0	-4.51	4	5	37	18	4	3	2	373	230	68	5	2	5
geg@n	1416.0	-3.68	16	18	234	22	4	4	4	1218	861	72	15	2	5
noy	1368.0	-4.43	10	12	89	17	2	2	2	11	9	2	2	2	3
m&x@n	1359.0	-3.85	6	6	247	53	2	1	1	1218	861	43	7	1	5
gut	1317.0	-4.12	8	10	234	9	1	1	1	508	22	1	1	1	3
g&n=	1312.0	-4.57	4	4	234	25	3	1	1	53	10	6	1	1	4
vid@r	1283.0	-4.08	8	8	184	39	4	3	3	373	230	32	7	1	5
kain	1274.0	-4.33	24	28	456	30	5	2	2	1218	57	25	1	1	4
dox	1264.0	-3.64	18	19	118	16	2	2	2	121	7	2	2	2	3
je=t	1253.0	-4.33	2	2	43	11	2	1	1	508	4	2	1	1	4
ge@n	1227.0	-4.01	8	11	234	22	1	1	1	1218	861	11	1	1	4
hir	1218.0	-3.55	24	28	207	19	5	5	5	373	25	1	1	1	3
ze@n	1174.0	-3.71	8	11	142	30	1	1	1	1218	861	11	1	1	4
im@r	1162.0	-3.9	0	4	67	10	1	1	1	373	230	12	4	4	4
ste@n	1138.0	-3.92	2	7	467	130	18	1	1	1218	861	11	4	4	5
mix	1131.0	-4.09	10	12	247	35	1	1	1	121	74	1	1	1	3
&lzo	1089.0	-6.22	0	0	129	24	1	1	1	44	2	1	1	1	4
mens	1077.0	-4.43	4	5	247	37	7	1	1	210	13	3	2	2	4
vait	1053.0	-3.84	18	19	184	31	18	2	2	508	35	17	1	1	4
jed@r	1047.0	-4.45	10	10	43	11	2	1	1	373	230	32	7	1	5
=ait	1041.0	-4.26	10	11	95	16	6	2	2	508	35	17	1	1	4
unz@r	988.0	-5.43	2	3	37	18	2	2	2	373	230	6	1	1	5
velt	987.0	-4.09	20	21	184	39	5	1	1	508	34	5	1	1	4
zer	976.0	-4.24	16	18	142	30	2	2	2	373	14	1	1	1	3
=vis@n	940.0	-4.64	4	6	95	19	9	2	1	1218	861	63	23	5	6
l&s@n	937.0	-3.85	16	16	192	29	5	1	1	1218	861	63	5	1	5
her	914.0	-3.78	22	26	207	36	11	11	11	373	14	1	1	1	3
du	906.0	-3.71	12	15	118	12	12	12	12	23	1	1	1	1	2
den	906.0	-4.23	20	22	118	20	3	3	3	1218	11	1	1	1	3
mer	888.0	-4.06	22	24	247	37	6	6	6	373	14	1	1	1	3
zond@rn	870.0	-5.42	2	3	142	25	8	4	4	1218	104	87	15	5	7
tak	869.0	-4.01	8	9	173	19	1	1	1	111	5	4	4	4	3
=vai	868.0	-4.57	2	3	95	19	4	3	3	95	16	2	1	1	4
on@	864.0	-4.54	2	7	60	2	1	1	1	684	81	12	12	12	3
l&nt	851.0	-3.7	20	21	192	29	8	2	2	508	89	25	5	5	4
unz@r@	839.0	-7.61	0	1	37	18	2	2	2	684	33	4	1	1	6
nun	824.0	-4.35	14	16	89	8	1	1	1	1218	15	3	3	3	3
nem@n	818.0	-4.49	10	10	89	16	1	1	1	1218	861	34	6	1	5
blaib@n	799.0	-5.71	0	0	263	29	6	3	1	1218	861	46	9	5	7
baid@	789.0	-4.58	6	6	263	20	9	1	1	684	68	9	7	1	5
find@n	787.0	-4.91	6	6	259	28	7	1	1	1218	861	42	15	6	6
vail	782.0	-4.0	26	28	184	31	18	3	3	286	29	11	1	1	4
hox	780.0	-4.01	16	16	207	34	1	1	1	121	7	1	1	1	3
ur	739.0	-3.13	12	16	37	12	12	12	12	373	21	21	21	21	2
vis@n	737.0	-4.0	18	19	184	39	2	1	1	1218	861	63	23	5	5
lig@n	733.0	-3.82	10	11	192	31	2	1	1	1218	861	72	22	5	5
&p	730.0	-3.66	8	11	129	12	12	12	12	52	4	4	4	4	2
&lt	730.0	-3.17	20	25	129	24	2	2	2	508	34	14	14	14	3
etv&s	726.0	-7.07	0	0	93	7	2	1	1	210	17	2	1	1	5
stel@n	725.0	-4.29	12	13	467	130	18	3	1	1218	861	46	13	3	6
uns	724.0	-4.32	2	3	37	18	1	1	1	210	13	2	2	2	3
frau	715.0	-4.45	6	8	259	25	7	1	1	23	17	3	1	1	4
kain@r	712.0	-5.51	2	3	456	30	5	2	1	373	230	17	3	2	6
zelpst	696.0	-6.61	0	0	142	30	5	1	1	508	79	5	1	1	6
dyrf@n	670.0	-5.31	2	2	118	7	2	1	1	1218	861	36	5	3	6
h&lt@n	667.0	-4.2	8	9	207	39	11	2	1	1218	861	82	10	7	6
zolx	664.0	-4.49	6	7	142	25	5	1	1	121	6	3	1	1	4
zait@	644.0	-4.65	6	8	142	24	10	2	1	684	89	7	3	1	5
velx@r	643.0	-6.27	0	0	184	39	5	1	1	373	230	7	1	1	6
venix	634.0	-5.35	2	2	184	39	4	1	1	121	74	6	2	1	5
brin@n	633.0	-4.74	8	10	263	37	3	1	1	1218	861	67	21	4	6
drai	633.0	-4.75	6	6	118	19	3	2	2	95	16	3	1	1	4
nix=	625.0	-5.64	2	2	89	13	3	1	1	53	2	2	1	1	4
sprex@n	605.0	-5.11	0	0	467	66	14	2	1	1218	861	43	5	4	7
vo	602.0	-3.39	12	15	184	14	14	14	14	44	3	3	3	3	2
st&t	601.0	-4.51	8	9	467	130	14	2	2	508	8	1	1	1	4
op	599.0	-3.08	4	8	60	14	14	14	14	52	9	9	9	9	2
bit@n	590.0	-4.11	10	10	263	25	3	2	1	1218	861	82	13	2	5
zait	588.0	-4.21	12	16	142	24	10	2	2	508	35	17	1	1	4
etva	586.0	-6.17	0	1	93	7	2	1	1	78	3	1	1	1	4
main	582.0	-4.01	22	25	247	28	14	4	4	1218	57	25	3	3	4
folk	581.0	-4.67	0	2	259	35	7	2	2	111	6	1	1	1	4
klain	581.0	-4.3	4	5	456	49	10	4	3	1218	57	25	2	1	5
tun	575.0	-4.31	14	14	173	15	2	2	2	1218	15	2	2	2	3
erst	574.0	-4.43	0	2	93	26	2	2	2	508	79	9	1	1	4
&l@	549.0	-3.47	18	23	129	24	3	3	3	684	67	6	6	6	3
l&n	546.0	-3.9	20	24	192	29	8	8	8	1218	16	2	2	2	3
m|g@n	534.0	-3.95	2	2	247	4	1	1	1	1218	861	72	1	1	5
=aig@n	528.0	-4.78	6	8	95	16	6	1	1	1218	861	72	22	6	6
erst@	527.0	-5.06	0	2	93	26	2	2	1	684	89	15	4	2	5
vek	517.0	-3.87	18	22	184	39	3	3	3	111	12	2	2	2	3
hais@n	516.0	-4.43	4	5	207	37	14	2	1	1218	861	63	23	6	6
main@n	503.0	-4.49	8	10	247	28	14	4	2	1218	861	67	21	4	6
stat	498.0	-4.05	14	14	467	130	14	2	2	508	36	3	1	1	4
mal	494.0	-3.44	26	29	247	28	2	2	2	286	36	3	3	3	3
zux@n	486.0	-4.27	8	8	142	10	1	1	1	1218	861	43	10	2	5
far@n	485.0	-4.37	12	12	259	27	1	1	1	1218	861	70	4	1	5
st&rk	484.0	-5.04	2	2	467	130	14	3	1	111	13	7	1	1	5
aig@n	483.0	-3.98	12	15	90	41	1	1	1	1218	861	72	22	6	5
h&nt	475.0	-3.69	24	24	207	39	8	4	4	508	89	25	1	1	4
glaub@n	471.0	-5.32	2	2	234	18	5	1	1	1218	861	46	5	4	7
filaixt	466.0	-6.66	0	0	259	28	9	1	1	508	47	15	3	2	7
tail	465.0	-4.63	20	22	173	19	4	1	1	286	29	11	3	3	4
vort	461.0	-4.57	22	23	184	14	1	1	1	508	42	13	1	1	4
jedox	460.0	-5.76	0	0	43	11	2	1	1	121	7	2	1	1	5
p&rtai	451.0	-6.41	0	1	214	55	18	6	1	95	16	3	1	1	6
dort	445.0	-4.33	22	23	118	16	3	1	1	508	42	13	1	1	4
hoyt@	443.0	-4.46	4	5	207	34	5	1	1	684	89	7	3	1	5
grunt	441.0	-4.93	0	1	234	45	3	1	1	508	89	15	2	1	5
glaix	433.0	-4.65	4	5	234	18	5	3	1	121	74	8	3	1	5
fyr@n	423.0	-3.86	10	11	259	9	4	2	1	1218	861	70	4	1	5
kint	421.0	-4.27	10	12	456	25	3	1	1	508	89	12	1	1	4
ver	419.0	-3.69	26	33	184	39	13	13	13	373	14	3	3	3	3
frag@n	413.0	-4.64	6	7	259	25	7	1	1	1218	861	72	14	5	6
=var	405.0	-4.23	2	4	95	19	4	1	1	373	27	2	1	1	4
b@gin@n	401.0	-6.98	0	0	263	36	3	1	1	1218	861	67	21	1	7
main@	397.0	-4.39	10	13	247	28	14	4	2	684	81	21	4	1	5
je	384.0	-3.69	26	28	43	11	11	11	11	23	1	1	1	1	2
h|r@n	383.0	-3.94	6	6	207	2	1	1	1	1218	861	70	4	1	5
na@	383.0	-4.25	4	7	89	14	1	1	1	684	1	1	1	1	3
v)r@nt	382.0	-6.02	0	1	184	5	3	2	2	508	89	9	1	1	6
kur=	381.0	-4.6	2	3	456	32	9	1	1	53	9	1	1	1	4
fir	378.0	-3.56	26	28	259	28	7	7	7	373	25	2	2	2	3
vox@	378.0	-4.5	6	6	184	14	1	1	1	684	22	3	2	2	4
end@	377.0	-3.91	4	5	93	16	2	2	2	684	68	18	5	5	4
jun	376.0	-3.97	12	12	43	16	3	3	3	1218	15	1	1	1	3
eb@n	374.0	-3.64	10	19	93	4	4	2	2	1218	861	46	10	10	4
ze=@n	371.0	-4.38	12	14	142	30	1	1	1	1218	861	49	7	1	5
jen@r	370.0	-5.32	2	2	43	11	2	1	1	373	230	17	2	1	5
sver	364.0	-4.21	4	6	467	38	12	3	3	373	14	3	1	1	4
gar	364.0	-3.83	20	21	234	18	2	2	2	373	27	1	1	1	3
vol	362.0	-3.76	20	24	184	14	7	7	7	286	13	1	1	1	3
baispil	361.0	-7.61	0	0	263	20	9	2	1	286	29	2	2	1	7
b@ste@n	358.0	-6.17	2	3	263	36	9	4	2	1218	861	11	4	4	7
denk@n	357.0	-4.46	14	16	118	20	3	1	1	1218	861	83	26	10	6
kr&ft	357.0	-4.44	0	0	456	54	11	1	1	508	17	4	1	1	5
mai	347.0	-3.97	8	11	247	28	14	14	14	95	16	1	1	1	3
fest	345.0	-4.55	12	13	259	56	2	1	1	508	79	6	1	1	4
m&rk	345.0	-3.94	8	11	247	53	16	4	4	111	13	7	1	1	4
sain@n	344.0	-4.53	14	14	467	23	6	2	1	1218	861	67	21	4	6
le=t	343.0	-4.62	2	2	192	37	1	1	1	508	4	2	1	1	4
haus	336.0	-3.92	12	13	207	37	8	1	1	210	40	10	1	1	4
trag@n	333.0	-4.45	12	13	173	53	11	1	1	1218	861	72	14	5	6
monat	330.0	-5.68	0	1	247	43	13	1	1	508	36	6	1	1	5
nen@n	330.0	-4.62	20	20	89	16	1	1	1	1218	861	67	11	1	5
g@nau	327.0	-7.12	0	0	234	72	5	1	1	23	17	1	1	1	5
gelt@n	320.0	-5.17	4	4	234	22	4	2	1	1218	861	82	10	3	6
krik	318.0	-4.35	2	2	456	54	8	1	1	111	26	4	1	1	4
stund@	318.0	-5.56	0	0	467	130	14	1	1	684	68	18	5	1	6
=uryk	313.0	-6.89	0	0	95	11	1	1	1	111	4	1	1	1	5
g@rad@	312.0	-6.95	0	0	234	72	3	1	1	684	68	16	2	1	6
veg@n	308.0	-3.95	32	33	184	39	1	1	1	1218	861	72	15	3	5
sraib@n	306.0	-5.83	4	6	467	15	5	4	1	1218	861	46	9	5	7
&lain	306.0	-5.61	2	2	129	24	1	1	1	1218	57	25	2	1	5
aug@	304.0	-4.78	0	2	90	22	3	1	1	684	28	3	2	2	4
ni	302.0	-3.26	12	14	89	13	13	13	13	95	12	12	12	12	2
braux@n	302.0	-4.96	2	3	263	37	14	7	1	1218	861	43	10	5	7
g@bit	301.0	-5.55	0	0	234	72	6	1	1	508	35	3	1	1	5
laixt	299.0	-4.37	6	9	192	43	21	4	1	508	47	15	3	2	5
lag@	299.0	-4.19	8	10	192	43	2	2	2	684	28	3	1	1	4
bilt	297.0	-4.5	10	11	263	25	3	1	1	508	34	4	1	1	4
nain	296.0	-4.52	22	23	89	14	3	1	1	1218	57	25	1	1	4
hint@r	296.0	-5.34	4	4	207	19	5	2	2	373	230	68	5	2	6
g@vin@n	294.0	-5.61	6	6	234	72	9	4	1	1218	861	67	21	3	7
art	293.0	-4.09	6	10	90	5	1	1	1	508	42	5	5	5	3
mer=	287.0	-4.64	4	7	247	37	6	1	1	53	9	5	2	2	4
zin	286.0	-3.62	22	25	142	21	4	4	4	1218	57	1	1	1	3
=i@n	284.0	-4.07	0	4	95	13	1	1	1	1218	861	18	1	1	4
tret@n	283.0	-5.11	6	7	173	53	6	1	1	1218	861	82	5	2	6
fol	282.0	-3.65	28	29	259	35	7	7	7	286	13	1	1	1	3
f&l@n	280.0	-4.22	12	14	259	22	5	2	1	1218	861	46	5	1	5
leb@n	279.0	-4.13	22	25	192	37	2	2	1	1218	861	46	10	2	5
ford@rn	278.0	-5.26	2	2	259	35	18	1	1	1218	104	87	15	2	7
nam@	278.0	-4.86	4	5	89	14	1	1	1	684	14	3	1	1	4
snel	277.0	-5.65	0	0	467	23	1	1	1	286	19	1	1	1	4
krais	276.0	-4.47	6	7	456	54	12	4	2	210	49	10	4	1	5
fynf	274.0	-5.65	0	0	259	9	1	1	1	48	3	1	1	1	4
l&s	271.0	-3.57	22	27	192	29	5	5	5	210	17	5	5	5	3
stras@	269.0	-6.09	0	0	467	130	35	12	1	684	43	1	1	1	6
kaum	269.0	-4.41	16	16	456	30	8	1	1	111	33	7	1	1	4
punkt	268.0	-5.88	0	1	214	14	2	2	2	508	20	3	1	1	5
prais	266.0	-4.95	4	5	214	37	3	2	1	210	49	10	4	1	5
sp)t	265.0	-3.96	4	4	467	66	2	1	1	508	10	1	1	1	4
z&x@	262.0	-4.41	4	4	142	22	2	1	1	684	22	4	2	2	4
frai	262.0	-4.5	6	6	259	25	7	4	4	95	16	3	1	1	4
pl&=	260.0	-4.67	2	2	214	26	13	3	3	53	4	1	1	1	4
=il	259.0	-4.01	10	10	95	13	1	1	1	286	29	2	2	2	3
neb@n	258.0	-4.03	18	19	89	16	3	2	1	1218	861	46	10	1	5
g@nos@	257.0	-7.65	0	0	234	72	5	1	1	684	43	6	1	1	6
tref@n	256.0	-5.32	6	6	173	53	6	1	1	1218	861	36	2	1	6
=uz&m@n	255.0	-6.69	0	0	95	11	1	1	1	1218	861	34	3	2	7
vais	254.0	-3.8	16	18	184	31	18	1	1	210	49	10	1	1	4
klar	254.0	-4.59	2	2	456	49	10	1	1	373	27	2	1	1	4
leg@n	254.0	-3.39	28	30	192	37	7	2	1	1218	861	72	15	5	5
verk	253.0	-4.29	8	11	184	39	13	1	1	111	13	4	3	3	4
fry	253.0	-5.19	2	2	259	25	1	1	1	11	1	1	1	1	3
runt	252.0	-4.05	20	22	165	19	2	1	1	508	89	15	2	2	4
hin	250.0	-3.53	22	25	207	19	5	5	5	1218	57	2	2	2	3
s&f@n	248.0	-3.93	8	8	467	17	3	1	1	1218	861	36	4	1	5
zi=@n	248.0	-4.57	10	10	142	21	1	1	1	1218	861	49	11	1	5
ken@n	243.0	-4.64	18	18	456	24	2	1	1	1218	861	67	11	1	5
&rbait@n	243.0	-6.7	0	0	129	19	2	1	1	1218	861	82	13	8	8
s|n	241.0	-4.43	2	2	467	1	1	1	1	1218	2	1	1	1	3
minut@	240.0	-6.94	0	0	247	35	8	2	1	684	89	7	1	1	6
din	240.0	-3.77	30	32	118	24	4	4	4	1218	57	2	2	2	3
&pril	240.0	-6.16	0	0	129	12	2	1	1	286	29	3	1	1	5
fat@r	236.0	-4.68	12	12	259	27	2	1	1	373	230	68	3	1	5
&lg@main	233.0	-7.63	0	0	129	24	2	2	1	1218	57	25	3	2	8
ko+	231.0	-4.0	12	13	456	86	1	1	1	12	5	1	1	1	3
b&nk	230.0	-4.42	4	6	263	35	9	3	3	111	12	7	1	1	4
form	228.0	-4.19	4	6	259	35	18	3	3	111	15	4	3	3	4
zelb@r	228.0	-5.55	2	2	142	30	5	1	1	373	230	16	3	1	6
m)tx@n	227.0	-5.36	2	2	247	6	1	1	1	1218	861	43	1	1	6
raum	225.0	-4.31	18	22	165	36	9	1	1	111	33	7	2	2	4
slag@n	224.0	-4.39	8	8	467	44	10	2	2	1218	861	72	14	3	6
h&nd@ln	222.0	-5.5	2	2	207	39	8	1	1	1218	67	67	6	2	7
notvendix	220.0	-9.22	0	0	89	17	6	1	1	121	74	6	4	4	9
v&rum	219.0	-5.81	0	1	184	37	4	1	1	111	33	5	1	1	5
=en	218.0	-4.29	18	20	95	12	2	2	2	1218	11	1	1	1	3
lauf@n	217.0	-4.38	12	12	192	43	13	1	1	1218	861	36	9	7	6
stim@	213.0	-5.12	2	2	467	130	12	1	1	684	14	2	1	1	5
kirx@	213.0	-6.04	2	2	456	25	4	1	1	684	22	5	1	1	5
slis@n	212.0	-4.58	8	9	467	44	11	1	1	1218	861	63	23	3	6
met@r	211.0	-3.95	10	10	247	37	9	1	1	373	230	68	4	1	5
v)r@n	211.0	-3.85	14	15	184	5	3	2	2	1218	861	70	4	1	5
oft	211.0	-4.69	2	2	60	3	1	1	1	508	17	1	1	1	3
staig@n	209.0	-5.32	2	3	467	130	14	5	2	1218	861	72	22	6	7
froynt	208.0	-6.52	0	0	259	25	5	2	1	508	89	1	1	1	6
vag@n	208.0	-3.89	22	23	184	31	2	2	1	1218	861	72	14	1	5
helf@n	206.0	-5.41	0	0	207	36	6	1	1	1218	861	36	1	1	6
plan	205.0	-4.17	2	3	214	26	7	3	3	1218	32	4	2	2	4
spil	204.0	-3.88	12	12	467	66	13	1	1	286	29	2	2	2	4
b@stim@n	204.0	-7.01	0	0	263	36	9	4	1	1218	861	34	8	1	8
mit@l	204.0	-4.77	10	11	247	35	6	4	2	286	162	14	5	1	5
mut@r	202.0	-4.13	8	10	247	22	4	2	1	373	230	68	4	1	5
gelt	202.0	-4.36	12	13	234	22	4	2	2	508	34	5	1	1	4
grup@	201.0	-4.97	4	4	234	45	3	1	1	684	36	9	2	1	5
=al	199.0	-3.51	24	25	95	16	2	2	2	286	36	1	1	1	3
dinstak	199.0	-7.34	0	0	118	24	4	2	2	111	5	4	2	1	7
b@zond@r@	199.0	-9.78	0	0	263	36	3	1	1	684	33	4	1	1	9
zeks	199.0	-3.98	4	4	142	30	6	2	2	210	19	5	1	1	4
august	197.0	-6.96	0	0	90	22	3	2	1	508	79	7	1	1	6
g@lin@n	196.0	-6.8	2	2	234	72	5	1	1	1218	861	67	21	3	7
of@n	195.0	-4.07	2	3	60	3	1	1	1	1218	861	36	2	2	4
tif	194.0	-4.06	12	12	173	14	1	1	1	48	18	3	3	3	3
f&st	192.0	-4.23	12	14	259	22	4	2	2	508	79	13	1	1	4
faz@n	192.0	-3.71	10	12	259	27	4	4	1	1218	861	27	3	1	5
gren=@	191.0	-5.88	0	1	234	45	4	2	2	684	29	8	1	1	6
erd@	191.0	-4.35	6	8	93	26	1	1	1	684	68	8	2	2	4
folg@n	190.0	-5.24	0	1	259	35	7	1	1	1218	861	72	4	1	6
zonst	190.0	-5.41	0	0	142	25	8	1	1	508	79	12	1	1	5
g@se@n	190.0	-5.68	0	1	234	72	15	2	1	1218	861	11	1	1	6
dix	189.0	-3.25	16	19	118	24	3	3	3	121	74	6	6	6	3
frid@n	188.0	-5.47	2	3	259	25	5	2	2	1218	861	42	8	1	6
vert	188.0	-4.02	16	20	184	39	13	1	1	508	42	5	2	2	4
fyl@n	187.0	-4.34	12	12	259	9	1	1	1	1218	861	46	6	1	5
sul@	184.0	-4.22	14	16	467	9	3	1	1	684	67	7	1	1	4
bux	183.0	-3.69	10	13	263	20	4	4	4	121	10	1	1	1	3
nim&nt	183.0	-7.23	0	0	89	13	2	1	1	508	89	25	2	1	6
loyt@	183.0	-4.69	4	4	192	24	5	1	1	684	89	7	3	1	5
ar=t	182.0	-5.62	0	1	90	5	1	1	1	508	4	1	1	1	4
morg@n	181.0	-4.81	2	2	247	43	8	1	1	1218	861	72	4	2	6
g@z&mt	181.0	-6.13	0	0	234	72	8	1	1	508	5	3	2	1	6
g@far	180.0	-5.68	0	0	234	72	2	1	1	373	27	2	1	1	5
tro=	179.0	-4.49	6	7	173	53	13	1	1	53	3	2	1	1	4
en	179.0	-3.54	18	25	93	16	16	16	16	1218	11	11	11	11	2
minist@r	179.0	-6.97	0	0	247	35	8	2	1	373	230	68	26	6	8
rexn@n	179.0	-5.44	2	4	165	29	3	1	1	1218	861	67	1	1	6
=aitun	178.0	-6.9	0	0	95	16	6	2	1	1218	15	2	1	1	6
rixt@n	177.0	-5.25	2	3	165	20	2	1	1	1218	861	82	10	4	6
m&nx	176.0	-4.93	4	5	247	53	12	1	1	121	2	1	1	1	4
m&xt	175.0	-3.58	14	16	247	53	2	1	1	508	47	15	1	1	4
got	174.0	-4.12	18	20	234	7	2	2	2	508	20	1	1	1	3
h&lp	174.0	-4.12	10	12	207	39	11	1	1	52	7	6	3	3	4
mer@r@	173.0	-8.05	0	0	247	37	6	1	1	684	33	4	1	1	6
rext	173.0	-3.8	4	5	165	29	3	1	1	508	47	7	1	1	4
par	170.0	-3.73	20	21	214	15	2	2	2	373	27	1	1	1	3
v&s@r	170.0	-5.36	2	2	184	37	3	2	1	373	230	4	1	1	5
vuns	168.0	-5.09	2	3	184	10	4	1	1	210	13	2	1	1	4
b@rait	167.0	-6.63	2	3	263	36	2	1	1	508	35	17	3	1	6
z&=	164.0	-4.59	6	7	142	22	1	1	1	53	4	1	1	1	3
industri	164.0	-9.4	0	0	67	36	6	1	1	95	18	1	1	1	8
ferlir@n	163.0	-5.98	0	0	259	56	36	3	1	1218	861	70	32	4	8
g@d&nk@	163.0	-6.7	0	0	234	72	5	1	1	684	27	12	7	1	7
pl/=lix	163.0	-6.03	0	0	214	26	1	1	1	121	74	19	1	1	7
n&xt	161.0	-4.08	16	17	89	14	2	1	1	508	47	15	1	1	4
b&lt	161.0	-3.73	8	10	263	35	7	1	1	508	34	14	2	2	4
&rm	160.0	-3.8	6	9	129	19	3	3	3	111	15	6	6	6	3
lez@n	159.0	-4.18	12	14	192	37	3	3	1	1218	861	27	6	1	5
foto	158.0	-4.79	2	2	259	35	4	4	4	44	10	2	1	1	4
koleg@	158.0	-5.56	0	0	456	86	15	2	1	684	28	1	1	1	6
g@nuk	158.0	-7.1	0	0	234	72	5	1	1	111	9	1	1	1	5
bat	156.0	-4.02	22	23	263	20	1	1	1	508	36	1	1	1	3
in@rh&lp	156.0	-8.39	0	0	67	36	5	1	1	52	7	6	3	2	8
ruf@n	156.0	-4.74	10	11	165	19	1	1	1	1218	861	36	9	1	5
g@rin	156.0	-6.14	0	0	234	72	3	1	1	1218	57	4	1	1	5
rat	155.0	-3.23	20	23	165	36	3	3	3	508	36	13	13	13	3
varsainlix	154.0	-10.59	0	0	184	31	4	1	1	121	74	19	1	1	10
her=	153.0	-4.37	10	12	207	36	11	2	2	53	9	5	1	1	4
