word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	e1	e2	e3	e4	e5	length
grot	8.96	-4.82	6	7	155	51	5	2	2	338	35	4	1	1	4
buf	8.96	-4.2	20	22	322	37	2	2	2	59	3	1	1	1	3
titr	8.95	-5.2	14	15	270	22	4	1	1	768	62	7	1	1	4
dekon	8.95	-5.55	4	4	252	76	10	3	1	243	42	4	2	1	5
z@b)	8.94	-5.64	0	1	103	10	2	1	1	203	6	1	1	1	4
sel	8.9	-3.12	34	38	529	75	8	8	8	409	89	8	8	8	3
meteo	8.9	-5.84	2	2	354	60	10	1	1	245	5	1	1	1	5
r@dy	8.88	-5.52	4	4	225	15	3	1	1	89	7	2	1	1	4
bat	8.87	-3.61	36	44	322	75	9	9	9	338	20	2	2	2	3
kaset	8.86	-5.5	4	5	560	144	11	2	1	338	71	4	3	1	5
@basad	8.85	-7.56	0	0	96	11	4	1	1	138	33	3	2	1	6
5dis	8.85	-4.51	2	2	71	8	4	1	1	339	56	4	2	2	4
@sen	8.85	-5.37	4	5	96	11	3	1	1	243	48	3	1	1	4
neseser	8.84	-8.88	0	0	93	17	2	1	1	768	156	11	1	1	7
prijorite	8.84	-9.36	0	0	534	108	11	2	1	449	53	16	5	1	9
esek	8.84	-5.29	4	6	240	36	4	1	1	166	18	3	1	1	4
trij)f	8.83	-7.82	0	0	270	81	13	2	1	59	1	1	1	1	6
kur	8.83	-3.44	30	34	560	33	7	7	7	768	26	4	4	4	3
ger	8.83	-3.83	24	27	155	10	4	4	4	768	156	3	3	3	3
ne	8.83	-2.94	36	43	93	17	17	17	17	449	37	37	37	37	2
kopi	8.82	-4.85	6	6	560	108	3	1	1	304	11	2	1	1	4
west	8.81	-6.0	10	11	5	3	1	1	1	338	45	15	1	1	4
nov@br	8.79	-8.04	0	0	93	20	3	1	1	768	28	6	1	1	6
d5d	8.79	-5.6	2	4	252	4	2	2	2	138	1	1	1	1	3
s(vij	8.79	-5.51	2	2	529	27	6	1	1	107	25	1	1	1	5
vag	8.79	-4.6	12	12	155	24	2	2	2	53	6	1	1	1	3
van	8.78	-3.98	18	19	155	24	2	2	2	243	32	2	2	2	3
mizerikord	8.77	-10.33	0	0	354	40	4	3	2	138	15	6	3	1	10
pel	8.75	-3.31	30	33	534	77	3	3	3	409	89	4	4	4	3
syperj9r	8.74	-6.7	0	0	529	42	13	5	5	768	74	8	5	5	8
disponibl	8.74	-10.54	0	0	252	46	14	4	1	409	37	17	2	1	9
bl)	8.73	-4.26	8	12	322	18	1	1	1	203	18	1	1	1	3
porno	8.73	-5.97	2	2	534	45	10	1	1	245	22	2	1	1	5
fatig	8.7	-6.44	0	0	273	36	2	1	1	53	24	5	1	1	5
plym	8.69	-4.88	2	3	534	37	3	1	1	147	13	3	1	1	4
kole	8.69	-3.67	16	22	560	108	21	6	6	449	39	7	1	1	4
m8e	8.69	-4.45	6	7	354	1	1	1	1	449	6	1	1	1	3
bez	8.68	-4.12	20	26	322	31	2	2	2	197	30	2	2	2	3
frit	8.68	-4.45	12	12	273	45	12	2	2	338	42	6	1	1	4
korteks	8.68	-6.36	0	0	560	108	26	3	2	339	25	11	2	1	7
k@tite	8.67	-6.6	0	1	560	12	2	2	1	449	53	16	3	3	6
stabl	8.67	-5.56	0	1	529	35	8	1	1	409	37	8	3	1	5
magaz5	8.65	-6.55	0	0	354	131	5	2	2	167	6	2	1	1	6
ateri	8.64	-5.85	0	0	331	19	1	1	1	304	52	8	3	1	5
artij(ri	8.63	-8.09	0	0	331	55	6	5	1	304	52	7	2	1	8
bukl	8.62	-5.34	4	6	322	37	4	1	1	409	11	1	1	1	4
motel	8.62	-5.32	2	3	354	48	5	1	1	409	89	10	2	1	5
fenomen	8.62	-8.03	0	0	273	24	2	1	1	243	48	9	3	1	7
sit	8.61	-3.43	32	35	529	66	8	8	8	338	42	6	6	6	3
sar	8.6	-3.0	44	54	529	68	15	15	15	768	128	3	3	3	3
orbit	8.59	-6.02	0	0	140	40	1	1	1	338	42	2	1	1	5
n9f	8.59	-4.52	6	7	93	2	1	1	1	59	6	1	1	1	3
pilot	8.59	-5.79	2	2	534	33	3	1	1	338	35	7	1	1	5
b9f	8.58	-4.06	14	16	322	2	1	1	1	59	6	1	1	1	3
verdikt	8.57	-7.64	0	0	155	39	17	2	1	338	20	4	2	1	7
paj	8.57	-3.45	26	29	534	113	4	4	4	107	31	1	1	1	3
b@k	8.56	-3.94	14	16	322	11	3	3	3	166	5	1	1	1	3
piz)	8.56	-4.95	8	10	534	33	3	1	1	203	18	7	1	1	4
apsoly	8.55	-6.87	0	0	331	35	7	2	1	89	12	4	1	1	6
des@br	8.55	-6.33	0	0	252	76	9	2	1	768	28	6	2	1	6
aspirin	8.55	-8.01	0	0	331	26	4	2	2	243	78	10	1	1	7
sosis	8.53	-5.95	0	1	529	56	6	2	2	339	56	3	1	1	5
ytil	8.52	-5.8	2	3	32	4	1	1	1	409	50	7	2	2	4
k)sj@	8.51	-5.47	2	3	560	108	24	2	1	118	6	2	1	1	5
s@taz	8.5	-5.24	0	1	529	29	9	1	1	197	58	11	3	1	5
gys	8.5	-4.79	8	9	155	1	1	1	1	339	26	1	1	1	3
@fware	8.5	-6.58	0	0	96	5	1	1	1	449	53	8	1	1	6
kos)	8.5	-4.44	10	11	560	108	8	1	1	203	29	2	1	1	4
lar	8.49	-3.67	38	43	161	35	7	7	7	768	128	5	5	5	3
kupl	8.49	-4.98	4	8	560	33	6	2	2	409	11	2	1	1	4
s5pl	8.49	-4.94	4	4	529	17	4	1	1	409	11	1	1	1	4
profet	8.49	-5.84	2	2	534	108	52	6	2	338	71	2	1	1	6
pu	8.49	-3.47	38	44	534	22	22	22	22	55	3	3	3	3	2
k)twar	8.49	-5.17	0	0	560	108	24	1	1	768	128	49	11	1	6
servjet	8.48	-6.84	0	0	529	75	28	4	1	338	71	6	3	1	7
red8i	8.48	-5.25	0	0	225	66	1	1	1	304	23	4	1	1	5
literatyr	8.48	-8.79	0	0	161	27	2	1	1	768	81	34	11	2	9
mar5	8.48	-4.39	20	22	354	131	31	1	1	167	19	3	2	2	4
vylger	8.48	-6.96	0	0	155	2	1	1	1	768	156	3	1	1	6
ese	8.47	-3.76	16	24	240	36	4	4	4	449	43	5	5	5	3
briz	8.45	-4.28	12	12	322	55	11	1	1	197	30	7	1	1	4
pw5t	8.45	-4.68	2	4	534	13	3	2	2	338	9	1	1	1	4
majo	8.44	-4.79	4	4	354	131	3	2	2	245	19	4	1	1	4
vast	8.44	-4.92	6	7	155	24	3	1	1	338	45	6	1	1	4
asid	8.44	-4.75	4	5	331	26	3	1	1	138	36	5	1	1	4
navet	8.44	-6.17	0	1	93	17	5	2	1	338	71	3	1	1	5
move	8.43	-5.15	8	8	354	48	2	1	1	449	16	2	1	1	4
man(k5	8.43	-5.84	0	0	354	131	19	1	1	167	8	2	1	1	6
priz	8.42	-4.15	4	7	534	108	11	2	2	197	30	7	2	2	4
5besil	8.42	-8.24	0	0	71	1	1	1	1	409	50	9	1	1	6
atros	8.41	-5.93	4	4	331	19	4	1	1	339	36	13	2	2	5
lu	8.41	-3.42	36	41	161	7	7	7	7	55	6	6	6	6	2
k)pan)	8.4	-6.02	0	0	560	108	21	7	1	203	10	2	1	1	6
analiz	8.39	-6.51	0	0	331	23	6	2	2	197	30	6	4	1	6
sarb)	8.39	-5.64	0	0	529	68	15	1	1	203	6	2	1	1	5
arsitekt	8.39	-8.27	0	0	331	55	7	2	1	338	20	10	1	1	8
trip	8.39	-4.54	12	18	270	81	13	3	3	74	17	4	3	3	4
ot	8.39	-3.09	24	34	140	15	15	15	15	338	35	35	35	35	2
ru	8.38	-3.49	36	41	225	12	12	12	12	55	7	7	7	7	2
gres	8.38	-4.4	22	24	155	51	7	1	1	339	24	10	2	2	4
larz	8.38	-5.19	10	11	161	35	7	1	1	197	18	4	1	1	4
am@d	8.38	-5.12	0	0	331	19	1	1	1	138	13	3	1	1	4
pla	8.37	-3.72	20	25	534	37	14	14	14	203	19	1	1	1	3
5teroz	8.37	-6.4	0	0	71	17	13	10	1	197	16	3	1	1	6
toro	8.37	-5.2	6	8	270	32	14	1	1	245	30	1	1	1	4
kol	8.35	-2.85	36	42	560	108	21	21	21	409	53	6	6	6	3
fut	8.34	-3.6	24	28	273	21	6	6	6	338	14	1	1	1	3
z@vje	8.34	-6.28	0	0	103	10	1	1	1	449	53	3	1	1	5
yrl	8.34	-5.79	2	2	32	7	1	1	1	409	4	1	1	1	3
abi	8.34	-4.11	14	17	331	21	4	4	4	304	11	1	1	1	3
t)b	8.34	-5.12	6	7	270	5	2	2	2	38	5	1	1	1	3
sezi	8.34	-4.66	8	9	529	75	6	1	1	304	24	7	1	1	4
born	8.33	-4.81	4	5	322	25	3	1	1	243	23	3	1	1	4
d)	8.31	-3.31	36	37	252	4	4	4	4	203	9	9	9	9	2
asev	8.31	-5.51	0	1	331	26	1	1	1	56	12	2	1	1	4
sperm	8.31	-5.28	0	0	529	19	5	1	1	147	18	4	1	1	5
mo	8.31	-2.99	34	41	354	48	48	48	48	245	10	10	10	10	2
r(my	8.3	-5.77	0	0	225	29	3	1	1	89	2	1	1	1	4
mark	8.3	-4.29	18	22	354	131	31	3	3	166	9	6	1	1	4
k)fi	8.29	-4.01	4	5	560	108	14	4	4	304	8	1	1	1	4
rido	8.29	-5.78	0	1	225	21	3	1	1	245	15	2	1	1	4
grav	8.29	-4.48	10	13	155	51	16	1	1	56	10	2	1	1	4
galaksi	8.29	-7.69	0	0	155	34	6	2	1	304	34	4	3	1	7
kalite	8.28	-5.88	2	2	560	144	16	4	1	449	53	16	2	2	6
sever	8.28	-5.03	0	1	529	75	3	1	1	768	156	12	1	1	5
apersy	8.28	-7.15	0	0	331	35	5	2	1	89	8	1	1	1	6
b@di	8.26	-4.68	6	8	322	11	4	1	1	304	30	4	1	1	4
sevr	8.26	-4.35	2	5	529	75	3	1	1	768	15	4	1	1	4
tr)s	8.25	-5.4	12	13	270	81	4	1	1	339	7	1	1	1	4
sof	8.24	-3.98	18	22	529	56	5	5	5	59	7	1	1	1	3
bale	8.24	-4.21	10	13	322	75	12	3	3	449	39	4	1	1	4
ymid	8.24	-5.75	0	0	32	5	2	1	1	138	36	3	1	1	4
pl@k	8.21	-5.08	8	9	534	37	4	1	1	166	5	2	1	1	4
bravo	8.21	-6.05	0	0	322	55	8	2	1	245	7	2	1	1	5
mes	8.21	-3.72	24	26	354	60	6	6	6	339	24	2	2	2	3
mwan	8.21	-4.61	8	10	354	9	7	2	2	243	32	5	2	2	4
propr	8.21	-5.95	2	2	534	108	52	7	2	768	6	1	1	1	5
byt	8.21	-4.08	18	23	322	13	2	2	2	338	15	2	2	2	3
fles	8.21	-5.0	10	11	273	29	3	1	1	339	24	3	1	1	4
ezit	8.21	-5.25	6	7	240	3	1	1	1	338	42	6	1	1	4
5kjetyd	8.2	-8.49	0	0	71	5	1	1	1	138	10	8	2	1	7
k)klyzj)	8.19	-7.24	0	0	560	108	6	1	1	203	36	13	4	3	8
d5g	8.19	-4.62	8	9	252	4	1	1	1	53	6	1	1	1	3
av(ny	8.19	-5.37	0	1	331	27	2	2	1	89	11	6	4	1	5
razwar	8.18	-6.51	0	0	225	37	2	1	1	768	128	49	3	1	6
bazar	8.18	-6.09	8	9	322	75	4	1	1	768	128	5	2	1	5
rezist	8.18	-6.0	0	0	225	66	17	6	1	338	45	10	3	1	6
fan	8.17	-3.92	28	30	273	36	2	2	2	243	32	1	1	1	3
prive	8.16	-5.4	2	2	534	108	11	2	1	449	16	4	2	1	5
r(laks	8.16	-6.55	0	0	225	29	5	1	1	339	25	6	1	1	6
kar@t	8.16	-5.69	2	3	560	144	35	1	1	338	16	2	1	1	5
prome	8.16	-4.97	8	9	534	108	52	5	1	449	15	3	2	2	5
r(k5	8.15	-3.91	2	2	225	29	5	1	1	167	8	2	1	1	4
meme	8.15	-5.63	4	5	354	60	3	1	1	449	15	1	1	1	4
il	8.15	-3.55	10	18	55	4	4	4	4	409	50	50	50	50	2
stek	8.15	-5.31	4	5	529	35	6	1	1	166	18	5	2	2	4
desid	8.15	-5.22	2	2	252	76	9	2	1	138	36	5	1	1	5
z@darm	8.14	-7.49	0	0	103	10	2	1	1	147	18	6	1	1	6
ekri	8.14	-4.53	2	5	240	52	4	1	1	304	52	6	2	2	4
dinamit	8.12	-8.1	0	0	252	46	5	3	1	338	42	6	1	1	7
arete	8.11	-5.89	4	5	331	55	6	2	1	449	53	9	2	1	5
vej	8.1	-3.7	6	8	155	39	2	2	2	107	19	3	3	3	3
syperb	8.1	-6.21	0	1	529	42	13	5	5	38	12	6	1	1	6
aksid@	8.1	-6.48	0	0	331	25	8	1	1	118	10	4	2	1	6
sitr)	8.1	-5.69	0	0	529	66	8	2	1	203	19	3	1	1	5
ner	8.09	-3.86	26	30	93	17	1	1	1	768	156	12	12	12	3
teknik	8.09	-6.99	0	0	270	34	3	1	1	166	58	6	1	1	6
sovaz	8.09	-5.78	0	0	529	56	5	1	1	197	58	2	1	1	5
pwa	8.09	-3.35	28	33	534	13	10	10	10	203	47	1	1	1	3
lesiv	8.09	-6.6	0	0	161	20	3	1	1	56	15	3	1	1	5
la	8.09	-3.02	34	45	161	35	35	35	35	203	19	19	19	19	2
yzin	8.08	-5.08	6	6	32	4	1	1	1	243	78	10	1	1	4
@tr(t(nir	8.07	-9.97	0	0	96	25	9	3	1	768	84	8	5	2	9
pake	8.06	-4.74	14	16	534	113	6	1	1	449	20	3	1	1	4
ren	8.06	-3.3	28	33	225	66	1	1	1	243	48	10	10	10	3
siren	8.06	-6.08	0	0	529	66	9	1	1	243	48	10	1	1	5
alert	8.05	-6.3	0	0	331	29	4	2	1	338	19	4	1	1	5
dil	8.05	-3.71	22	24	252	46	2	2	2	409	50	3	3	3	3
radar	8.05	-5.73	0	0	225	37	7	1	1	768	128	3	1	1	5
awt	8.04	-4.35	8	9	331	2	1	1	1	338	1	1	1	1	3
tre	8.03	-3.45	22	33	270	81	13	13	13	449	53	6	6	6	3
peryk	8.03	-5.78	0	0	534	77	37	2	1	166	5	2	1	1	5
fevrije	8.03	-7.43	0	0	273	24	1	1	1	449	53	8	4	2	7
dwe	8.03	-4.29	16	18	252	4	1	1	1	449	11	1	1	1	3
r(fyz	8.02	-5.13	0	0	225	29	2	1	1	197	11	2	1	1	5
buk5	8.02	-4.47	8	9	322	37	4	1	1	167	8	2	1	1	4
aval	8.02	-4.05	4	5	331	27	5	2	2	409	76	8	3	3	4
da	8.02	-3.13	36	44	252	11	11	11	11	203	18	18	18	18	2
gardj5	8.02	-7.11	0	0	155	34	8	3	1	167	30	2	1	1	6
estim	8.02	-5.26	0	0	240	36	5	1	1	147	27	7	1	1	5
grip	8.02	-4.67	18	19	155	51	9	1	1	74	17	4	1	1	4
yltim	8.01	-6.62	0	0	32	4	3	2	2	147	27	7	1	1	5
kuron	7.99	-6.09	0	0	560	33	7	1	1	243	42	8	1	1	5
bar	7.99	-2.99	48	56	322	75	18	18	18	768	128	6	6	6	3
gr@	7.99	-4.32	20	22	155	51	2	2	2	118	15	1	1	1	3
pase	7.98	-4.33	18	19	534	113	13	1	1	449	43	5	1	1	4
pl2vwar	7.98	-5.95	0	0	534	37	2	1	1	768	128	49	11	1	7
moke	7.98	-4.67	10	14	354	48	3	2	2	449	20	5	1	1	4
kazern	7.97	-6.3	0	0	560	144	5	1	1	243	23	11	1	1	6
portaj	7.97	-6.46	0	0	534	45	10	5	1	107	31	7	1	1	6
bisk8i	7.96	-7.19	0	0	322	27	4	1	1	304	23	3	1	1	6
dzet	7.96	-5.22	0	1	252	8	1	1	1	338	71	4	2	2	4
bulo	7.96	-4.6	6	7	322	37	6	1	1	245	27	2	1	1	4
ridikyl	7.96	-8.08	0	0	225	21	3	1	1	409	39	15	8	1	7
triby	7.96	-5.74	0	2	270	81	13	3	2	89	7	4	4	4	5
repete	7.95	-6.66	2	2	225	66	7	2	1	449	53	9	1	1	6
ilyzj)	7.95	-7.02	2	2	55	4	2	1	1	203	36	13	4	3	6
rekolt	7.93	-6.65	2	2	225	66	8	1	1	338	12	3	1	1	6
farin	7.93	-5.36	8	8	273	36	9	2	1	243	78	10	3	1	5
oreje	7.93	-6.03	2	3	140	40	4	2	1	449	53	4	2	1	5
d(gre	7.93	-5.76	2	2	252	18	1	1	1	449	53	6	2	1	5
robo	7.92	-5.29	2	3	225	21	5	1	1	245	13	2	1	1	4
patetik	7.92	-7.42	0	0	534	113	13	1	1	166	58	27	5	3	7
buk	7.92	-4.32	20	24	322	37	4	4	4	166	2	1	1	1	3
fwe	7.92	-3.98	22	24	273	6	2	2	2	449	11	1	1	1	3
epidemi	7.91	-7.86	0	0	240	22	6	1	1	304	23	5	2	1	7
kr(vet	7.9	-6.79	0	1	560	62	3	3	2	338	71	3	1	1	6
sal	7.89	-2.92	32	40	529	68	14	14	14	409	76	5	5	5	3
satisfe	7.89	-8.32	0	0	529	68	6	1	1	449	12	1	1	1	7
tomat	7.88	-5.89	0	0	270	32	2	1	1	338	20	4	2	1	5
sarz	7.88	-4.52	14	16	529	68	15	1	1	197	18	4	1	1	4
klop	7.87	-4.62	14	15	560	42	10	1	1	74	13	5	2	2	4
furg)	7.87	-5.73	0	0	273	21	9	1	1	203	4	2	1	1	5
ryptyr	7.87	-6.47	0	0	225	11	1	1	1	768	81	34	2	1	6
sizo	7.86	-5.29	4	4	529	66	2	1	1	245	7	1	1	1	4
ekler	7.86	-5.68	0	1	240	52	3	1	1	768	156	11	2	1	5
k)vwa	7.86	-4.12	2	2	560	108	5	1	1	203	47	4	1	1	5
k)bl	7.86	-4.73	4	4	560	108	5	1	1	409	37	1	1	1	4
min	7.85	-2.98	24	28	354	40	10	10	10	243	78	8	8	8	3
5skrir	7.84	-6.87	0	1	71	18	2	2	2	768	84	13	1	1	6
sys	7.84	-3.55	20	22	529	42	5	5	5	339	26	2	2	2	3
s)	7.83	-3.18	34	36	529	4	4	4	4	203	29	29	29	29	2
karnaval	7.83	-7.78	0	0	560	144	35	4	2	409	76	8	3	1	8
ap8i	7.83	-4.88	0	1	331	35	1	1	1	304	23	3	1	1	4
@sj5	7.81	-5.21	0	1	96	11	1	1	1	167	30	3	1	1	4
stryktyr	7.81	-8.73	0	0	529	35	6	1	1	768	81	34	4	1	8
amur	7.81	-5.11	8	8	331	19	1	1	1	768	26	3	2	2	4
bluz	7.81	-5.58	0	1	322	18	1	1	1	197	6	2	1	1	4
oriz)	7.8	-5.64	2	2	140	40	4	2	1	203	18	7	2	1	5
akt8el	7.8	-5.19	0	0	331	25	4	1	1	409	89	14	8	2	6
t@bur	7.8	-5.67	0	0	270	19	1	1	1	768	26	3	1	1	5
klu	7.79	-4.29	10	12	560	42	1	1	1	55	6	1	1	1	3
pn2	7.79	-4.51	2	4	534	1	1	1	1	24	2	1	1	1	3
vis	7.78	-3.8	28	29	155	33	1	1	1	339	56	2	2	2	3
kan)	7.78	-4.44	2	3	560	144	17	1	1	203	10	2	1	1	4
futy	7.78	-5.18	2	3	273	21	6	1	1	89	14	1	1	1	4
bid)	7.78	-5.01	4	5	322	27	3	1	1	203	9	2	1	1	4
flas	7.78	-4.52	14	17	273	29	8	1	1	339	47	8	1	1	4
perver	7.77	-5.02	0	0	534	77	37	1	1	768	156	12	1	1	6
egzazer	7.75	-6.6	0	0	240	22	12	4	1	768	156	8	2	1	7
febl	7.75	-5.23	0	1	273	24	2	2	2	409	37	1	1	1	4
anonim	7.74	-7.87	0	0	331	23	4	1	1	147	27	4	1	1	6
mal9r	7.72	-5.17	4	4	354	131	10	1	1	768	74	8	2	1	5
sulev	7.72	-5.82	0	0	529	36	4	1	1	56	12	6	1	1	5
rym	7.72	-4.2	8	10	225	11	1	1	1	147	13	2	2	2	3
tal)	7.7	-4.63	12	12	270	32	4	1	1	203	18	6	2	2	4
vo	7.69	-3.2	30	32	155	20	20	20	20	245	7	7	7	7	2
tr@s	7.69	-3.98	16	16	270	81	11	5	5	339	57	4	1	1	4
av@taz	7.68	-6.57	0	1	331	27	3	2	1	197	58	11	3	2	6
ekse	7.67	-4.03	2	4	240	52	25	3	3	449	43	4	2	2	4
sj9r	7.66	-4.75	2	3	529	11	1	1	1	768	74	8	1	1	4
par@	7.66	-4.29	10	12	534	113	49	2	2	118	15	3	2	2	4
dyk	7.66	-4.03	12	13	252	7	1	1	1	166	5	2	2	2	3
des(vwar	7.65	-7.35	0	0	252	76	9	1	1	768	128	49	11	3	8
sed8ir	7.64	-5.52	2	2	529	75	3	1	1	768	84	8	3	2	6
n2	7.64	-3.68	28	29	93	3	3	3	3	24	2	2	2	2	2
k)sept	7.63	-5.64	0	0	560	108	24	7	1	338	9	4	3	1	6
otel	7.62	-4.79	2	4	140	15	1	1	1	409	89	10	2	2	4
z@ti	7.61	-5.11	0	1	103	10	2	1	1	304	25	5	1	1	4
kl@	7.61	-3.87	20	23	560	42	3	3	3	118	15	1	1	1	3
adverser	7.61	-7.76	0	0	331	19	2	2	2	768	156	11	2	2	8
mes@	7.61	-5.16	0	1	354	60	6	1	1	118	9	2	1	1	4
gratityd	7.61	-8.13	0	0	155	51	16	4	1	138	10	8	6	5	8
elev	7.6	-5.37	4	5	240	17	3	1	1	56	12	6	1	1	4
pert	7.6	-4.25	12	13	534	77	37	3	3	338	19	4	1	1	4
pratik	7.6	-6.65	0	0	534	108	1	1	1	166	58	27	3	1	6
pikyr	7.59	-5.55	0	0	534	33	4	1	1	768	81	6	1	1	5
ogm@t	7.58	-6.39	0	0	140	4	1	1	1	338	16	4	1	1	5
sikatris	7.58	-8.69	0	0	529	66	6	1	1	339	56	8	3	2	8
nyk	7.58	-4.82	6	7	93	4	1	1	1	166	5	1	1	1	3
adj2	7.57	-5.24	0	1	331	19	1	1	1	24	7	2	1	1	4
tir	7.57	-3.59	30	36	270	22	6	6	6	768	84	12	12	12	3
pron)se	7.56	-6.67	0	0	534	108	52	2	1	449	43	2	1	1	7
bijar	7.56	-6.0	2	2	322	27	3	1	1	768	128	7	2	2	5
pros	7.56	-3.54	12	18	534	108	52	8	8	339	36	13	3	3	4
alen	7.55	-4.97	8	10	331	29	4	1	1	243	48	6	2	2	4
atak	7.53	-5.43	4	5	331	19	2	1	1	166	24	2	1	1	4
barman	7.53	-6.06	0	0	322	75	18	1	1	243	32	4	1	1	6
k)tra	7.53	-4.98	0	1	560	108	24	6	2	203	22	4	1	1	5
k)ba	7.53	-5.29	4	4	560	108	5	1	1	203	8	1	1	1	4
)d	7.52	-3.87	8	11	7	1	1	1	1	138	6	6	6	6	2
dodo	7.52	-5.94	2	2	252	24	1	1	1	245	15	3	1	1	4
rever@	7.51	-7.16	0	0	225	66	8	4	1	118	15	3	1	1	6
festival	7.51	-7.92	0	0	273	24	4	2	1	409	76	8	2	1	8
bask	7.51	-4.74	10	12	322	75	8	3	3	166	14	3	1	1	4
femin5	7.51	-7.52	0	0	273	24	2	1	1	167	3	1	1	1	6
migren	7.51	-7.0	0	0	354	40	1	1	1	243	48	10	3	1	6
fabrik	7.5	-6.75	0	0	273	36	1	1	1	166	58	5	4	1	6
r@for	7.5	-6.63	0	0	225	15	1	1	1	768	56	6	1	1	5
patr)	7.5	-5.18	2	2	534	113	13	4	1	203	19	3	1	1	5
verse	7.5	-4.97	6	6	155	39	17	2	1	449	43	5	4	1	5
posibl	7.5	-6.63	0	0	534	45	6	1	1	409	37	17	3	1	6
kas	7.5	-3.21	36	44	560	144	11	11	11	339	47	6	6	6	3
k)fy	7.48	-4.91	4	4	560	108	14	1	1	89	4	1	1	1	4
likid	7.48	-6.66	0	0	161	27	3	1	1	138	36	1	1	1	5
ipotez	7.47	-7.3	2	2	55	5	4	2	2	197	30	8	2	1	6
dop	7.47	-4.52	16	18	252	24	2	2	2	74	13	1	1	1	3
@tr(po	7.47	-7.7	0	0	96	25	9	3	2	245	12	1	1	1	6
rezerv	7.46	-6.71	0	1	225	66	17	2	2	56	6	4	2	2	6
prof	7.46	-4.24	2	5	534	108	52	6	6	59	7	2	1	1	4
ariko	7.45	-6.23	2	2	331	55	3	1	1	245	13	6	3	1	5
desir	7.45	-5.07	8	8	252	76	9	2	1	768	84	5	2	1	5
litr	7.44	-4.96	16	17	161	27	2	1	1	768	62	7	1	1	4
eksper	7.44	-4.95	0	0	240	52	25	11	3	768	156	10	3	1	6
gu	7.43	-3.55	32	34	155	10	10	10	10	55	3	3	3	3	2
parkur	7.42	-6.28	0	0	534	113	49	4	1	768	26	4	1	1	6
vwar	7.42	-3.83	12	15	155	10	9	1	1	768	128	49	11	11	4
prefe	7.42	-5.2	0	1	534	108	29	2	2	449	12	3	1	1	5
kod	7.42	-4.23	20	23	560	108	2	2	2	138	10	1	1	1	3
etabli	7.41	-7.19	0	0	240	29	4	1	1	304	21	3	1	1	6
mele	7.4	-4.3	10	10	354	60	5	1	1	449	39	2	1	1	4
seryr	7.4	-5.44	2	2	529	75	28	2	1	768	81	3	1	1	5
buzi	7.4	-5.63	0	1	322	37	2	1	1	304	24	1	1	1	4
depyte	7.4	-6.09	2	2	252	76	7	1	1	449	53	4	3	2	6
saba	7.39	-5.56	10	10	529	68	4	1	1	203	8	2	1	1	4
k8i	7.39	-3.48	4	7	560	7	7	7	7	304	23	3	3	3	3
magazin	7.39	-6.78	0	0	354	131	5	2	2	243	78	10	2	1	7
sinistr	7.39	-7.05	2	2	529	66	10	3	1	768	62	13	4	3	7
mepri	7.39	-6.44	2	2	354	60	2	2	1	304	52	4	1	1	5
z(t)	7.39	-4.11	4	4	103	4	2	1	1	203	26	2	1	1	4
dzaz	7.38	-4.75	4	4	252	8	2	1	1	197	58	6	1	1	4
sapel	7.37	-5.38	0	2	529	68	7	2	1	409	89	4	2	1	5
morfin	7.37	-6.39	0	0	354	48	10	1	1	243	78	4	2	2	6
apartj5	7.37	-7.21	0	0	331	35	4	3	2	167	30	7	1	1	7
vivr	7.37	-5.08	4	5	155	33	1	1	1	768	15	4	1	1	4
ni	7.37	-3.48	20	23	93	10	10	10	10	304	20	20	20	20	2
rasin	7.36	-5.56	4	4	225	37	2	1	1	243	78	9	3	1	5
som	7.35	-3.45	30	36	529	56	5	5	5	147	34	4	4	4	3
s@tral	7.34	-6.22	0	0	529	29	9	2	1	409	76	11	2	1	6
aparej	7.34	-6.86	0	1	331	35	4	3	1	107	19	5	2	2	6
anyl	7.34	-4.95	2	3	331	23	2	1	1	409	39	2	1	1	4
sez	7.33	-3.82	32	38	529	75	6	6	6	197	30	1	1	1	3
kots	7.33	-5.21	4	7	560	108	5	1	1	339	7	2	2	2	4
mot9r	7.32	-4.93	0	1	354	48	5	1	1	768	74	18	2	1	5
akseler	7.32	-7.49	0	0	331	25	8	5	1	768	156	11	2	1	7
myzisj5	7.31	-7.56	0	0	354	14	4	1	1	167	30	3	1	1	7
lokal	7.31	-5.65	4	4	161	19	5	2	1	409	76	8	3	1	5
pus	7.3	-3.87	32	35	534	22	3	3	3	339	17	1	1	1	3
fr@z5	7.29	-5.62	0	0	273	45	5	1	1	167	6	2	1	1	5
pakt	7.29	-4.46	4	7	534	113	6	2	2	338	20	6	1	1	4
myl	7.29	-3.31	22	24	354	14	3	3	3	409	39	4	4	4	3
tr@spor	7.28	-7.71	2	2	270	81	11	5	3	768	56	5	3	1	7
buro	7.28	-5.37	8	9	322	37	8	1	1	245	30	1	1	1	4
v5ky	7.28	-5.96	4	4	155	3	2	1	1	89	6	1	1	1	4
ot@tik	7.28	-6.97	0	0	140	15	1	1	1	166	58	27	3	1	6
pri	7.27	-3.27	20	24	534	108	11	11	11	304	52	4	4	4	3
kutym	7.27	-6.17	2	2	560	33	3	2	1	147	13	4	1	1	5
sinal	7.26	-5.4	4	4	529	66	10	2	1	409	76	7	3	1	5
