word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	e1	e2	e3	e4	e5	length
straf@	23.0	-5.21	4	5	786	177	50	11	2	1727	22	6	2	1	6
bil	23.0	-3.46	44	50	372	26	4	4	4	415	43	2	2	2	3
tabel	23.0	-5.64	0	0	273	42	3	1	1	415	51	5	2	1	5
dimenzi	23.0	-9.42	0	0	224	26	2	1	1	121	7	1	1	1	7
bul	23.0	-3.77	34	35	372	18	3	3	3	415	9	1	1	1	3
blank	23.0	-4.93	8	9	372	61	12	1	1	249	31	12	5	1	5
koj	23.0	-3.72	30	32	602	85	3	3	3	29	11	1	1	1	3
knext	23.0	-4.55	0	1	602	52	13	2	2	581	46	7	1	1	5
storm	23.0	-5.12	2	4	786	177	25	4	2	162	16	5	1	1	5
kars	23.0	-3.82	22	25	602	135	24	1	1	333	23	11	1	1	4
bot@r	23.0	-4.2	4	7	372	55	7	4	2	414	228	67	3	1	5
bart	23.0	-3.6	32	37	372	71	16	1	1	581	47	16	1	1	4
lew	23.0	-4.07	28	29	217	51	2	2	2	44	7	1	1	1	3
pa	23.0	-3.13	26	37	370	74	74	74	74	134	5	5	5	5	2
sxop@	23.0	-4.3	10	12	786	166	22	2	1	1727	105	19	1	1	5
h|p	23.0	-4.08	8	8	214	5	1	1	1	148	1	1	1	1	3
sekt@	23.0	-5.38	0	0	786	41	3	1	1	1727	176	2	1	1	5
front	23.0	-4.92	4	6	139	23	4	3	1	581	95	17	4	1	5
stlt@	23.0	-4.85	12	14	786	177	5	2	1	1727	176	13	2	1	5
tuts@	23.0	-4.63	4	6	273	13	3	2	1	1727	107	30	3	1	5
entuzast	23.0	-10.52	0	0	102	11	4	1	1	581	74	10	1	1	8
stak@	23.0	-4.05	26	28	786	177	28	3	2	1727	162	25	1	1	5
plak@	23.0	-4.13	14	17	370	65	19	2	1	1727	162	25	5	1	5
horn	22.0	-4.36	14	16	214	45	13	1	1	282	11	5	1	1	4
nag@l	22.0	-4.93	4	5	92	18	2	2	2	415	204	17	2	1	5
sxyr	22.0	-3.66	12	14	786	166	4	2	2	414	18	2	1	1	4
klap@	22.0	-4.33	18	22	602	103	21	2	1	1727	105	18	4	1	5
l}st	22.0	-4.41	18	20	217	15	3	2	2	581	74	7	1	1	4
b}k@	22.0	-4.38	14	15	372	16	1	1	1	1727	162	5	1	1	4
xits	22.0	-4.36	14	16	221	24	3	1	1	333	49	11	1	1	4
sllp@	22.0	-4.8	10	10	786	69	8	1	1	1727	105	9	1	1	5
strep	22.0	-4.67	12	14	786	177	50	14	2	148	21	4	1	1	5
pl}k@	22.0	-4.78	2	4	370	65	4	2	1	1727	162	5	2	1	5
kl}p	22.0	-4.78	10	12	602	103	8	1	1	148	7	1	1	1	4
em@r	22.0	-4.39	8	8	102	7	1	1	1	414	228	12	2	2	4
waj@	22.0	-3.72	30	34	183	48	1	1	1	1727	86	13	3	3	4
of@r	22.0	-4.42	8	10	68	4	2	2	2	414	228	7	2	2	4
salon	22.0	-5.3	6	6	786	41	11	2	1	282	67	6	3	1	5
storm@	22.0	-5.36	2	5	786	177	25	4	2	1727	80	10	2	1	6
pers@	22.0	-4.7	2	3	370	51	9	2	1	1727	107	11	3	1	5
trost@	22.0	-5.03	0	2	273	56	11	3	2	1727	176	26	4	1	6
knil@	22.0	-5.17	12	12	602	52	9	1	1	1727	266	24	1	1	5
rim	22.0	-4.0	26	28	230	26	4	4	4	162	13	3	3	3	3
pleit@	22.0	-4.89	2	5	370	65	15	5	2	1727	176	26	11	3	6
monst@r	22.0	-6.11	0	2	254	52	8	2	2	414	228	67	26	2	7
plant@	22.0	-5.0	0	1	370	65	19	5	2	1727	176	14	4	1	6
sxer@	22.0	-3.83	22	24	786	166	34	8	1	1727	214	23	1	1	5
kam@ra	22.0	-6.74	0	2	602	135	15	4	3	134	15	3	1	1	6
korts	22.0	-4.76	6	8	602	85	16	3	1	333	49	6	3	1	5
smeit@	22.0	-5.55	8	8	786	31	7	1	1	1727	176	26	11	1	6
ritm@	22.0	-5.84	2	3	230	26	6	1	1	1727	80	2	2	2	5
sint	22.0	-4.07	26	28	786	34	7	2	2	581	95	18	2	2	4
bak	22.0	-3.47	46	53	372	71	4	4	4	249	38	2	2	2	3
ber	22.0	-3.82	44	50	372	43	7	7	7	414	22	1	1	1	3
knop@	22.0	-4.32	10	13	602	52	9	2	1	1727	105	19	2	1	5
herfst	22.0	-6.36	0	0	214	51	9	1	1	581	74	1	1	1	6
be	22.0	-3.34	34	43	372	43	43	43	43	45	3	3	3	3	2
el@gant	22.0	-7.99	0	0	102	12	2	1	1	581	95	31	2	1	7
plag@	21.0	-4.54	12	12	370	65	19	1	1	1727	64	13	3	1	5
start@	21.0	-5.08	2	5	786	177	28	4	2	1727	176	14	5	2	6
han	21.0	-3.69	54	58	214	51	5	5	5	282	50	1	1	1	3
bmw	21.0	-3.84	26	28	372	3	2	2	2	44	22	1	1	1	3
sxak@l@	21.0	-4.95	2	3	786	166	32	4	3	1727	266	163	25	6	7
kurs	21.0	-4.65	10	12	602	18	4	2	2	333	23	2	1	1	4
formyl@	21.0	-6.18	0	0	139	23	10	2	2	1727	266	4	1	1	7
pat@r	21.0	-4.14	12	13	370	74	7	1	1	414	228	67	8	1	5
hur	21.0	-4.08	36	37	214	14	1	1	1	414	16	1	1	1	3
spor@	21.0	-4.45	22	26	786	111	9	4	1	1727	214	15	2	1	5
verzi	21.0	-5.5	0	0	204	40	8	2	1	121	7	2	2	1	5
oma	21.0	-4.83	4	7	68	6	1	1	1	134	18	4	4	4	3
x@nad@	21.0	-6.29	0	0	221	6	2	1	1	1727	138	26	5	3	6
pus	21.0	-4.09	28	28	370	11	1	1	1	333	8	1	1	1	3
vreij@	21.0	-5.68	4	5	204	22	9	2	1	1727	86	15	8	4	6
mid@l@	21.0	-4.7	0	1	254	29	3	3	2	1727	266	163	10	1	6
mls	21.0	-3.99	30	31	254	4	1	1	1	333	27	1	1	1	3
karij)r@	21.0	-7.08	0	0	602	135	24	2	2	1727	214	4	2	1	8
weik	21.0	-4.12	26	31	183	55	14	2	2	249	43	9	1	1	4
materi	21.0	-6.96	0	0	254	80	9	1	1	121	19	4	2	1	6
weik@	21.0	-4.27	20	24	183	55	14	2	1	1727	162	32	9	1	5
serzant	21.0	-6.77	0	0	786	41	11	1	1	581	95	31	3	1	7
hlv@r@	21.0	-4.95	2	2	214	8	1	1	1	1727	214	109	7	2	6
pog@	20.0	-4.3	20	21	370	36	1	1	1	1727	64	7	1	1	4
hind@r@	20.0	-5.33	2	3	214	19	8	4	3	1727	214	109	16	7	7
raz@	20.0	-4.2	22	25	230	52	1	1	1	1727	71	15	4	4	4
dwal@	20.0	-4.75	2	4	224	10	5	1	1	1727	266	20	2	1	5
deij@	20.0	-5.38	6	6	224	24	5	1	1	1727	86	15	8	1	5
wal	20.0	-3.41	38	44	183	48	9	9	9	415	46	2	2	2	3
sxars	20.0	-4.36	10	11	786	166	32	5	1	333	23	11	1	1	5
pruv@	20.0	-4.78	2	2	370	63	3	1	1	1727	64	7	3	1	5
antik	20.0	-5.58	0	1	149	22	4	3	1	249	43	4	1	1	5
zold@r	20.0	-5.82	6	6	176	17	2	1	1	414	228	41	6	3	6
pop	20.0	-3.79	38	42	370	36	3	3	3	148	26	1	1	1	3
reip@	20.0	-4.56	20	23	230	50	17	2	1	1727	105	21	6	2	5
wik@l@	20.0	-4.67	4	6	183	32	4	3	2	1727	266	163	25	3	6
ap	20.0	-3.28	24	36	149	9	9	9	9	148	23	23	23	23	2
hyr@	20.0	-3.93	14	15	214	4	2	1	1	1727	214	13	1	1	4
sxrap@	20.0	-4.89	4	6	786	166	29	7	2	1727	105	18	4	2	6
trl	20.0	-4.64	14	16	273	56	1	1	1	415	3	1	1	1	3
kl|r@	20.0	-3.98	8	11	602	103	4	2	1	1727	214	13	4	1	5
kak	20.0	-3.46	50	59	602	135	7	7	7	249	38	1	1	1	3
sxef	20.0	-4.24	14	17	786	166	34	1	1	110	11	1	1	1	4
streid@	20.0	-5.06	6	6	786	177	50	14	4	1727	138	23	16	4	7
sxerm	20.0	-4.65	6	7	786	166	34	8	2	162	16	5	1	1	5
pet	20.0	-3.45	48	54	370	51	4	4	4	581	55	3	3	3	3
pen	20.0	-3.52	54	60	370	51	12	12	12	282	29	2	2	2	3
metal	20.0	-5.91	0	0	254	47	8	1	1	415	46	6	1	1	5
tram	20.0	-4.38	14	17	273	56	11	1	1	162	23	8	2	2	4
zwer@	20.0	-3.97	12	16	176	46	23	5	1	1727	214	23	2	1	5
seizun	20.0	-6.12	0	0	786	41	7	1	1	282	27	4	2	1	6
wret	20.0	-4.53	12	14	183	17	5	1	1	581	55	11	1	1	4
lik@	20.0	-3.59	38	43	217	42	3	1	1	1727	162	32	4	4	4
mits	20.0	-4.27	14	17	254	29	2	1	1	333	49	11	2	2	4
sup@l	20.0	-4.94	4	4	786	6	2	1	1	415	204	21	3	1	5
snik@	20.0	-4.54	12	13	786	43	4	2	1	1727	162	32	2	1	5
stat}s	20.0	-6.9	0	0	786	177	28	3	1	333	19	3	1	1	6
sxed@l	19.0	-4.88	0	1	786	166	34	2	2	415	204	19	2	1	6
h}l@	19.0	-3.89	24	24	214	12	4	1	1	1727	266	8	1	1	4
smelt@	19.0	-5.8	2	2	786	31	7	1	1	1727	176	13	1	1	6
von@s	19.0	-5.8	0	1	204	25	4	2	2	333	9	4	2	1	5
komite	19.0	-8.35	0	0	602	85	7	1	1	45	4	1	1	1	6
lent@	19.0	-4.85	6	9	217	51	5	1	1	1727	176	14	5	1	5
trost	19.0	-4.72	10	13	273	56	11	3	2	581	74	9	4	1	5
hek@l	19.0	-4.43	8	9	214	51	4	2	2	415	204	30	5	1	5
vis@	19.0	-4.23	22	23	204	23	3	1	1	1727	107	19	1	1	4
zwan@r	19.0	-5.68	2	2	176	46	16	2	1	414	228	8	1	1	6
r}k	19.0	-3.64	28	33	230	14	2	2	2	249	11	4	4	4	3
non	19.0	-4.11	36	36	92	19	2	2	2	282	67	2	2	2	3
wont	19.0	-4.17	24	24	183	17	4	1	1	581	95	17	1	1	4
tyr@	19.0	-3.91	20	21	273	4	1	1	1	1727	214	13	3	3	4
rlm@	19.0	-4.41	14	16	230	12	2	1	1	1727	80	8	2	2	4
bleik	19.0	-4.92	2	7	372	61	8	5	2	249	43	9	3	1	5
kilo	19.0	-6.32	0	1	602	30	2	1	1	83	6	1	1	1	4
wmt	19.0	-3.93	22	23	183	2	1	1	1	581	15	1	1	1	3
pont	19.0	-4.2	26	27	370	36	3	1	1	581	95	17	1	1	4
zink@	19.0	-4.49	4	7	176	18	5	2	1	1727	162	25	9	1	5
fors	19.0	-4.1	10	11	139	23	10	2	2	333	23	5	1	1	4
heks	19.0	-4.19	6	9	214	51	4	1	1	333	22	5	1	1	4
peron	19.0	-5.45	0	0	370	51	9	1	1	282	67	11	1	1	5
dus	19.0	-3.98	28	29	224	11	2	2	2	333	8	1	1	1	3
kwal	19.0	-4.14	8	11	602	27	10	1	1	415	46	2	1	1	4
weit@	19.0	-4.28	10	14	183	55	14	2	1	1727	176	26	11	2	5
twalet	19.0	-6.84	0	0	273	10	2	2	1	581	55	16	2	1	6
heil	19.0	-4.4	18	22	214	51	6	1	1	415	43	15	1	1	4
hers@ns	19.0	-7.32	2	2	214	51	9	3	3	333	38	5	2	1	7
snlv@	19.0	-4.19	10	10	786	43	3	1	1	1727	64	11	2	1	5
dlf	19.0	-3.83	24	25	224	12	1	1	1	110	16	1	1	1	3
fits@	19.0	-4.73	4	7	139	18	3	2	1	1727	107	30	7	1	5
strlk@l@	19.0	-6.33	0	0	786	177	50	3	2	1727	266	163	25	1	8
wond@	19.0	-4.49	14	16	183	17	4	2	2	1727	138	27	7	1	5
el	18.0	-3.05	32	54	102	12	12	12	12	415	51	51	51	51	2
lep@l	18.0	-4.55	4	5	217	51	4	2	2	415	204	21	3	1	5
l	18.0	-3.7	0	11	217	217	217	217	217	415	415	415	415	415	1
eiz@r	18.0	-5.74	2	3	102	16	1	1	1	414	228	3	2	2	5
m|b@l	18.0	-4.26	0	0	254	3	1	1	1	415	204	19	1	1	5
r|s	18.0	-4.2	24	25	230	6	1	1	1	333	8	1	1	1	3
paradeis	18.0	-8.11	0	0	370	74	19	3	2	333	34	12	2	2	8
b@led@g@	18.0	-9.45	0	0	372	7	2	2	1	1727	64	2	1	1	8
krab@	18.0	-5.06	10	10	602	79	19	1	1	1727	12	1	1	1	5
dans	18.0	-4.54	14	17	224	25	5	2	2	333	38	11	1	1	4
mod@r	18.0	-4.09	6	7	254	52	5	3	1	414	228	41	2	1	5
hel@	18.0	-3.62	38	40	214	51	8	1	1	1727	266	17	1	1	4
wak@	18.0	-3.86	40	44	183	48	3	2	2	1727	162	25	2	2	4
dremp@l	18.0	-5.95	0	0	224	50	9	1	1	415	204	21	8	5	7
splt@	18.0	-5.35	14	16	786	111	8	2	1	1727	176	13	1	1	5
k}s	18.0	-3.52	32	36	602	12	3	3	3	333	19	1	1	1	3
bend@	18.0	-4.38	10	13	372	43	5	1	1	1727	138	27	7	1	5
zun@	18.0	-4.5	16	17	176	10	2	1	1	1727	118	2	1	1	4
xev@l	18.0	-4.78	4	5	221	32	2	2	1	415	204	13	4	1	5
pars	18.0	-3.94	24	27	370	74	19	1	1	333	23	11	1	1	4
bagaz@	18.0	-5.89	0	0	372	71	3	1	1	1727	71	15	1	1	6
stam@	18.0	-4.39	18	21	786	177	28	4	2	1727	80	17	2	1	5
kank@r	18.0	-4.58	2	4	602	135	22	2	2	414	228	26	5	2	6
snor	18.0	-4.39	16	18	786	43	6	2	2	414	31	4	1	1	4
tim	18.0	-4.51	18	20	273	23	2	2	2	162	13	1	1	1	3
m}s	18.0	-3.57	34	36	254	15	3	3	3	333	19	1	1	1	3
wank@l@	18.0	-5.09	4	5	183	48	8	2	2	1727	266	163	25	10	7
xolv@	18.0	-5.34	2	2	221	20	4	1	1	1727	64	11	1	1	5
bor@l	18.0	-5.13	6	8	372	55	14	3	2	415	204	5	2	1	5
frons@	18.0	-5.65	0	1	139	23	4	3	2	1727	107	10	2	1	6
land@	18.0	-4.27	6	8	217	45	6	1	1	1727	138	27	7	2	5
mask@r	18.0	-6.38	0	2	254	80	6	2	2	414	228	26	1	1	6
sis@	18.0	-4.35	24	25	786	34	2	1	1	1727	107	19	1	1	4
mant@l	18.0	-5.18	0	1	254	80	12	2	1	415	204	22	1	1	6
som	18.0	-3.78	34	38	786	32	4	4	4	162	24	1	1	1	3
xaos	18.0	-4.9	4	5	221	31	1	1	1	333	22	1	1	1	4
int@res@	18.0	-8.65	0	0	34	14	4	2	1	1727	107	3	2	1	8
ted@r	18.0	-4.83	8	8	273	59	1	1	1	414	228	41	4	1	5
vlix	18.0	-5.05	12	13	204	41	5	1	1	81	8	1	1	1	4
flits@	17.0	-5.37	0	2	139	34	5	2	2	1727	107	30	7	2	6
h}rk@	17.0	-5.04	2	2	214	12	1	1	1	1727	162	8	3	1	5
erf	17.0	-4.14	8	14	102	13	1	1	1	110	11	6	6	6	3
ran	17.0	-3.45	48	57	230	52	8	8	8	282	50	9	9	9	3
p}t@	17.0	-4.18	12	13	370	16	2	1	1	1727	176	5	1	1	4
p}k	17.0	-3.79	30	32	370	16	2	2	2	249	11	1	1	1	3
balkon	17.0	-6.24	0	1	372	71	14	3	1	282	67	5	1	1	6
rem@	17.0	-4.14	24	26	230	50	2	1	1	1727	80	9	2	2	4
insekt	17.0	-7.64	0	0	34	14	3	1	1	581	11	3	1	1	6
dek	17.0	-4.12	46	50	224	24	2	2	2	249	26	1	1	1	3
n|k@	17.0	-4.74	12	12	92	4	1	1	1	1727	162	6	1	1	4
ap@l	17.0	-4.18	6	6	149	9	1	1	1	415	204	21	2	2	4
drlp@	17.0	-5.3	8	8	224	50	3	1	1	1727	105	9	2	1	5
hymor	17.0	-5.93	2	2	214	4	1	1	1	414	31	3	2	1	5
wolf	17.0	-4.93	6	7	183	17	3	1	1	110	16	3	1	1	4
kll	17.0	-3.61	34	38	602	103	7	7	7	415	8	1	1	1	3
m@kar	17.0	-7.81	0	0	254	5	1	1	1	414	41	3	1	1	5
tejat@r	17.0	-6.54	0	0	273	59	2	1	1	414	228	67	8	1	7
rup	17.0	-3.89	22	26	230	18	2	2	2	148	10	3	3	3	3
rek@	17.0	-3.62	34	40	230	50	4	2	2	1727	162	19	7	7	4
dum@	17.0	-4.09	14	15	224	11	2	1	1	1727	80	4	1	1	4
rink@l@	17.0	-5.41	6	6	230	26	3	1	1	1727	266	163	25	10	7
lin@	17.0	-3.64	36	40	217	42	9	1	1	1727	118	37	2	2	4
baron	17.0	-5.05	8	10	372	71	16	2	1	282	67	11	2	1	5
opini	17.0	-7.65	0	0	68	8	2	1	1	121	7	2	1	1	5
tapeit	17.0	-6.45	0	0	273	42	3	1	1	581	48	18	2	1	6
stup	17.0	-4.83	20	21	786	177	6	1	1	148	10	1	1	1	4
breij@	17.0	-5.74	2	3	372	59	8	3	1	1727	86	15	8	4	6
tenk	17.0	-4.32	6	9	273	59	10	2	2	249	31	4	1	1	4
mod@	17.0	-3.54	32	37	254	52	5	3	3	1727	138	12	1	1	4
wen	17.0	-3.64	48	54	183	55	8	8	8	282	29	1	1	1	3
snmw@	17.0	-3.86	8	9	786	43	1	1	1	1727	35	19	2	1	5
krls@	16.0	-4.48	10	13	602	79	8	2	1	1727	107	7	4	1	5
wenk@	16.0	-4.39	12	16	183	55	8	2	1	1727	162	25	7	2	5
lap	16.0	-3.84	38	45	217	45	3	3	3	148	23	4	4	4	3
zep	16.0	-3.66	34	38	176	41	3	3	3	148	21	1	1	1	3
nev@l	16.0	-4.65	6	7	92	21	1	1	1	415	204	13	4	2	5
dap@r	16.0	-5.38	0	0	224	25	1	1	1	414	228	13	1	1	5
zwerv@	16.0	-4.71	2	5	176	46	23	5	1	1727	64	9	7	2	6
dop	16.0	-3.94	42	47	224	34	2	2	2	148	26	1	1	1	3
berg@	16.0	-4.83	4	4	372	43	7	1	1	1727	64	6	3	1	5
spits	16.0	-4.3	2	5	786	111	21	4	2	333	49	11	1	1	5
de	16.0	-3.47	32	40	224	24	24	24	24	45	3	3	3	3	2
elit@	16.0	-5.76	2	2	102	12	1	1	1	1727	176	26	2	1	5
kwa	16.0	-4.42	0	4	602	27	10	10	10	134	2	1	1	1	3
pep@r	16.0	-4.82	2	2	370	51	2	1	1	414	228	13	1	1	5
puts@	16.0	-4.52	4	4	370	11	1	1	1	1727	107	30	3	1	5
blaf@	16.0	-5.11	8	8	372	61	12	1	1	1727	22	6	1	1	5
bloz@	16.0	-4.78	6	7	372	61	7	1	1	1727	71	6	3	1	5
trist	16.0	-5.24	8	8	273	56	7	1	1	581	74	9	2	1	5
lyks@	16.0	-5.39	0	0	217	6	1	1	1	1727	107	3	1	1	5
ak@r	16.0	-4.02	4	8	149	13	1	1	1	414	228	26	5	5	4
ad@r	16.0	-3.87	8	12	149	7	5	1	1	414	228	41	5	5	4
worst@l@	16.0	-6.38	0	1	183	17	8	2	2	1727	266	163	21	2	8
xram	16.0	-4.21	22	24	221	68	16	1	1	162	23	8	2	2	4
proj	16.0	-4.69	6	7	370	63	17	1	1	29	11	1	1	1	4
sxeld@	16.0	-4.53	6	9	786	166	34	4	1	1727	138	11	6	2	6
west	16.0	-4.64	26	28	183	55	3	1	1	581	74	13	1	1	4
pilot	16.0	-6.07	0	1	370	32	4	1	1	581	36	8	1	1	5
xlinst@r@	16.0	-7.97	0	0	221	20	5	1	1	1727	214	109	35	11	9
zll	16.0	-4.52	22	23	176	7	1	1	1	415	8	1	1	1	3
stank	16.0	-4.67	4	6	786	177	28	3	1	249	31	12	1	1	5
blink@	16.0	-4.87	4	5	372	61	9	2	1	1727	162	25	9	3	6
tep@l	16.0	-4.74	6	7	273	59	2	1	1	415	204	21	3	1	5
salar@s	16.0	-8.28	0	0	786	41	11	3	1	333	9	2	1	1	7
zwel@	16.0	-4.12	10	12	176	46	23	2	1	1727	266	17	3	1	5
vord@r@	16.0	-5.42	0	0	204	25	9	1	1	1727	214	109	16	1	7
spul@	16.0	-4.33	6	7	786	111	5	2	1	1727	266	8	1	1	5
kol	16.0	-3.15	54	60	602	85	14	14	14	415	28	1	1	1	3
test	16.0	-4.66	28	30	273	59	3	3	3	581	74	13	1	1	4
nalt	16.0	-4.89	6	8	92	18	1	1	1	581	50	5	1	1	4
sxand@	16.0	-4.78	2	3	786	166	32	2	1	1727	138	27	7	1	6
akt@	16.0	-4.85	2	3	149	13	2	1	1	1727	176	2	1	1	4
lis	16.0	-3.64	38	41	217	42	4	4	4	333	34	2	2	2	3
server@	16.0	-6.66	0	0	786	41	11	1	1	1727	214	23	2	1	7
xix@l@	16.0	-5.55	2	2	221	24	1	1	1	1727	266	163	4	1	6
dran	16.0	-4.1	22	25	224	50	12	2	2	282	50	9	1	1	4
at	16.0	-3.23	28	48	149	9	9	9	9	581	43	43	43	43	2
sprokj@	16.0	-6.3	0	0	786	111	21	3	2	1727	86	4	1	1	7
link@r	16.0	-4.96	0	0	217	42	9	3	1	414	228	26	5	1	6
prik@	16.0	-4.14	10	14	370	63	11	2	1	1727	162	32	6	1	5
b@lem@r@	16.0	-7.99	0	0	372	7	2	2	1	1727	214	109	8	2	8
pijano	16.0	-6.58	0	0	370	32	7	5	1	83	7	3	1	1	6
wrin@	16.0	-4.93	6	7	183	17	3	1	1	1727	118	37	6	1	5
bonz@	16.0	-4.59	4	5	372	55	6	1	1	1727	71	15	4	1	5
klof	16.0	-4.21	18	20	602	103	15	1	1	110	16	4	1	1	4
kmw@	16.0	-3.84	18	22	602	7	2	1	1	1727	35	19	1	1	4
oxst	16.0	-5.01	0	2	68	4	2	2	2	581	74	1	1	1	4
pik	16.0	-3.78	44	49	370	32	3	3	3	249	43	1	1	1	3
xap@	15.0	-4.22	20	21	221	31	1	1	1	1727	105	18	1	1	4
xaraz@	15.0	-6.21	0	1	221	31	8	1	1	1727	71	15	4	1	6
lur@	15.0	-4.19	18	20	217	9	2	1	1	1727	214	8	2	2	4
env@lop	15.0	-9.37	0	0	102	11	1	1	1	148	26	6	1	1	7
parf}m	15.0	-6.4	0	0	370	74	19	1	1	162	23	1	1	1	6
kod@	15.0	-4.0	28	29	602	85	1	1	1	1727	138	12	1	1	4
lit@r	15.0	-4.42	6	6	217	42	2	1	1	414	228	67	2	1	5
hok	15.0	-3.87	52	54	214	45	2	2	2	249	28	1	1	1	3
sms	15.0	-3.94	6	8	786	31	1	1	1	333	6	1	1	1	3
br|k	15.0	-4.71	8	10	372	59	1	1	1	249	8	3	1	1	4
bluj	15.0	-4.47	4	6	372	61	7	2	2	29	4	1	1	1	4
bram	15.0	-4.28	14	15	372	59	12	1	1	162	23	8	1	1	4
tint	15.0	-4.13	24	27	273	23	6	3	3	581	95	18	1	1	4
ham	15.0	-3.73	38	41	214	51	5	5	5	162	23	1	1	1	3
but@	15.0	-4.42	26	26	372	18	2	1	1	1727	176	7	1	1	4
ril@	15.0	-4.19	22	26	230	26	1	1	1	1727	266	24	4	4	4
sok	15.0	-3.6	42	48	786	32	4	4	4	249	28	2	2	2	3
kax@l	15.0	-5.85	2	2	602	135	1	1	1	415	204	3	1	1	5
knip@r@	15.0	-5.46	0	2	602	52	9	3	2	1727	214	109	9	2	7
pmz@	15.0	-3.96	6	6	370	4	1	1	1	1727	71	2	1	1	4
stok@	15.0	-4.65	28	31	786	177	25	2	1	1727	162	22	1	1	5
zwet@	15.0	-4.28	8	12	176	46	23	3	1	1727	176	13	2	1	5
veiv@r	15.0	-5.25	0	1	204	40	10	1	1	414	228	18	2	2	6
karwei	15.0	-6.55	0	0	602	135	24	2	1	121	32	2	1	1	6
saj	15.0	-4.3	16	18	786	41	1	1	1	29	14	1	1	1	3
tur	15.0	-3.66	24	27	273	13	3	3	3	414	16	2	2	2	3
xrut	15.0	-4.0	20	23	221	68	8	2	2	581	19	4	1	1	4
r@volv@r	15.0	-9.12	0	0	230	5	1	1	1	414	228	18	4	1	8
brok	15.0	-4.3	18	22	372	59	10	3	3	249	28	5	1	1	4
zet@l	15.0	-4.84	6	8	176	41	4	3	2	415	204	22	3	1	5
lysifer	15.0	-8.9	0	0	217	6	1	1	1	414	22	2	1	1	7
krux	15.0	-4.73	6	6	602	79	2	1	1	81	5	2	1	1	4
zaj@	15.0	-4.42	18	20	176	18	1	1	1	1727	86	13	1	1	4
klem	15.0	-4.29	14	16	602	103	16	2	2	162	16	5	1	1	4
inz@nj|r	15.0	-9.83	0	0	34	14	1	1	1	414	13	1	1	1	8
ord@r	15.0	-4.66	2	4	68	18	3	3	1	414	228	41	2	2	5
bek@r	15.0	-4.58	8	9	372	43	4	3	1	414	228	26	4	1	5
n}l	15.0	-4.42	22	23	92	6	1	1	1	415	13	2	2	2	3
d}ld@	15.0	-5.46	0	1	224	15	1	1	1	1727	138	11	1	1	5
blud@	15.0	-4.44	6	6	372	61	7	1	1	1727	138	8	1	1	5
jaluzi	15.0	-8.85	0	0	65	19	2	2	1	121	7	1	1	1	6
ord@n@	15.0	-6.8	0	0	68	18	3	3	1	1727	118	16	1	1	6
ego	15.0	-5.23	2	3	102	2	1	1	1	83	9	1	1	1	3
zeil	15.0	-4.11	24	28	176	41	9	2	2	415	43	15	1	1	4
xrav@	15.0	-4.71	12	12	221	68	16	1	1	1727	64	8	2	1	5
pip@	15.0	-4.28	22	23	370	32	1	1	1	1727	105	21	1	1	4
k}d@	15.0	-4.12	12	12	602	12	1	1	1	1727	138	2	1	1	4
at@lje	15.0	-8.33	0	0	149	9	2	1	1	45	4	1	1	1	6
dln	15.0	-3.8	32	32	224	12	1	1	1	282	10	1	1	1	3
end@	15.0	-3.93	2	7	102	11	1	1	1	1727	138	27	7	7	4
stemp@l	15.0	-5.32	0	2	786	177	32	4	2	415	204	21	8	5	7
pik@	15.0	-3.93	30	33	370	32	3	2	2	1727	162	32	1	1	4
xlut	15.0	-4.87	8	9	221	20	2	1	1	581	19	3	1	1	4
heid@	15.0	-4.56	16	17	214	51	6	1	1	1727	138	23	16	1	5
rll	15.0	-4.56	28	31	230	12	2	2	2	415	8	1	1	1	3
ban@	14.0	-4.14	38	39	372	71	8	1	1	1727	118	15	1	1	4
fotl	14.0	-6.62	2	2	139	23	2	1	1	415	1	1	1	1	4
mini	14.0	-5.54	2	3	254	29	9	2	2	121	7	2	1	1	4
kronk@l@	14.0	-5.72	0	1	602	79	13	4	2	1727	266	163	25	10	8
m}nt	14.0	-4.41	10	11	254	15	2	2	2	581	95	4	1	1	4
baj	14.0	-3.97	26	28	372	71	2	2	2	29	14	1	1	1	3
lad@r	14.0	-4.43	6	8	217	45	2	2	1	414	228	41	5	1	5
z}s	14.0	-3.71	16	16	176	7	2	2	2	333	19	2	2	2	3
regijo	14.0	-6.06	2	2	230	50	5	1	1	83	13	11	2	2	6
klev@	14.0	-4.4	12	13	602	103	16	1	1	1727	64	10	2	1	5
has	14.0	-3.55	52	57	214	51	4	4	4	333	38	1	1	1	3
kwets@	14.0	-5.22	4	5	602	27	12	2	1	1727	107	30	7	2	6
dorst	14.0	-5.06	12	13	224	34	6	3	2	581	74	10	6	1	5
merk	14.0	-4.24	20	22	254	47	8	2	2	249	19	9	1	1	4
matros	14.0	-5.91	2	2	254	80	9	4	1	333	22	7	3	2	6
krimp@	14.0	-4.87	0	2	602	79	12	3	2	1727	105	12	2	1	6
ad@l	14.0	-4.21	10	12	149	7	5	2	2	415	204	19	3	3	4
heis@	14.0	-4.81	6	7	214	51	6	1	1	1727	107	19	3	1	5
dov@	14.0	-4.23	18	19	224	34	1	1	1	1727	64	10	1	1	4
klets@	14.0	-4.77	8	10	602	103	16	4	2	1727	107	30	7	2	6
