word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	e1	e2	e3	e4	e5	length
di	1034556.0	-3.13	36	48	233	39	39	39	39	195	6	6	6	6	2
1	771310.0	-3.78	0	23	24	24	24	24	24	58	58	58	58	58	1
bi	639592.0	-3.02	36	51	361	34	34	34	34	195	11	11	11	11	2
qv	507073.0	-4.57	8	8	27	1	1	1	1	68	1	1	1	1	2
{nd	478558.0	-3.41	6	13	85	17	1	1	1	327	67	12	12	12	3
in	308353.0	-2.59	24	42	96	34	34	34	34	484	158	158	158	158	2
h{v	226081.0	-4.57	18	18	199	30	2	2	2	68	2	1	1	1	3
it	185925.0	-3.43	26	41	96	3	3	3	3	751	163	163	163	163	2
#i	178548.0	-3.56	42	60	40	14	14	14	14	195	35	35	35	35	2
tu	157574.0	-3.48	30	34	323	8	8	8	8	86	3	3	3	3	2
hi	153266.0	-3.81	38	50	199	22	22	22	22	195	1	1	1	1	2
f$r	139640.0	-4.0	46	48	267	18	1	1	1	332	32	1	1	1	3
wid	119130.0	-3.37	56	67	138	37	4	4	4	327	74	7	7	7	3
si	109339.0	-2.98	40	57	784	85	85	85	85	195	5	5	5	5	2
ju	107079.0	-3.37	26	39	109	12	12	12	12	86	31	31	31	31	2
qn	101673.0	-3.69	16	25	27	3	3	3	3	484	28	28	28	28	2
hiz	97967.0	-4.09	36	38	199	22	1	1	1	104	36	1	1	1	3
d1	94712.0	-3.47	32	39	233	14	14	14	14	58	2	2	2	2	2
{t	93837.0	-3.28	20	35	85	7	7	7	7	751	27	27	27	27	2
nqt	85681.0	-3.92	42	43	108	11	1	1	1	751	26	2	2	2	3
b#i	78581.0	-3.67	46	52	361	32	11	11	11	195	35	2	2	2	3
d{t	73054.0	-4.15	42	44	233	16	1	1	1	751	27	1	1	1	3
frqm	71093.0	-4.82	10	10	267	36	7	1	1	212	6	2	1	1	4
$r	70844.0	-3.0	10	27	32	6	6	6	6	332	32	32	32	32	2
s1	70370.0	-3.09	36	53	784	15	15	15	15	58	5	5	5	5	2
{z	70050.0	-4.06	12	13	85	2	2	2	2	104	3	3	3	3	2
du	69785.0	-3.59	30	34	233	6	6	6	6	86	2	2	2	2	2
h3r	67777.0	-3.79	24	25	199	11	1	1	1	332	16	1	1	1	3
wil	66002.0	-3.57	68	77	138	37	4	4	4	278	68	6	6	6	3
$l	56595.0	-3.57	14	25	32	3	3	3	3	278	22	22	22	22	2
wij	56545.0	-3.8	40	45	138	37	1	1	1	109	19	3	3	3	3
wi	55814.0	-3.9	36	51	138	37	37	37	37	195	2	2	2	2	2
{n	55694.0	-3.15	18	32	85	17	17	17	17	484	27	27	27	27	2
de@r	55162.0	-3.86	28	30	233	27	2	1	1	332	261	29	1	1	4
de@	49541.0	-5.0	16	17	233	27	2	2	2	181	2	1	1	1	3
if	48230.0	-3.78	20	27	96	2	2	2	2	75	20	20	20	20	2
g5	45095.0	-3.06	28	38	204	7	7	7	7	166	16	16	16	16	2
m#i	44566.0	-3.68	38	46	280	38	10	10	10	195	35	1	1	1	3
s5	44442.0	-3.18	34	41	784	11	11	11	11	166	5	5	5	5	2
him	44174.0	-4.27	44	45	199	22	1	1	1	212	42	1	1	1	3
n5	43985.0	-3.06	30	37	108	9	9	9	9	166	14	14	14	14	2
wqt	43490.0	-3.52	44	47	138	21	2	2	2	751	26	3	3	3	3
#ut	42379.0	-3.93	28	39	40	5	1	1	1	751	49	20	20	20	3
mi	40660.0	-3.19	40	49	280	42	42	42	42	195	5	5	5	5	2
hu	39955.0	-3.4	32	39	199	7	7	7	7	86	1	1	1	1	2
m1k	39040.0	-3.97	42	44	280	16	1	1	1	298	18	1	1	1	3
dem	38749.0	-3.85	30	31	233	27	2	2	2	212	8	2	2	2	3
get	35219.0	-3.79	32	34	204	4	2	2	2	751	30	2	2	2	3
@b#ut	33576.0	-6.1	0	1	75	8	1	1	1	751	49	20	2	1	5
vp	33568.0	-3.82	6	9	115	1	1	1	1	540	25	25	25	25	2
t#im	32847.0	-4.55	22	24	323	24	12	1	1	212	42	13	1	1	4
kvm	32309.0	-3.66	40	42	535	25	4	4	4	212	23	3	3	3	3
t1k	31971.0	-3.96	32	34	323	9	1	1	1	298	18	2	2	2	3
svm	30818.0	-3.56	40	42	784	28	5	5	5	212	23	1	1	1	3
den	30767.0	-3.8	46	49	233	27	5	5	5	484	20	1	1	1	3
m{n	28272.0	-3.41	46	49	280	45	12	12	12	484	27	1	1	1	3
d{n	27950.0	-3.8	44	46	233	16	4	4	4	484	27	2	2	2	3
#u@r	27541.0	-4.49	10	13	40	5	1	1	1	332	261	16	6	6	4
n#u	27172.0	-4.22	20	22	108	12	3	3	3	86	14	1	1	1	3
vd@r	26843.0	-5.07	6	8	115	1	1	1	1	332	261	32	3	3	4
j$r	26695.0	-4.03	34	35	109	4	1	1	1	332	32	1	1	1	3
tink	26281.0	-4.2	26	31	323	30	8	2	2	298	45	18	2	2	4
its	26278.0	-5.3	0	2	96	3	1	1	1	407	5	3	3	3	3
wvn	24424.0	-4.29	30	31	138	3	2	2	2	484	13	1	1	1	3
m1	24231.0	-3.57	36	45	280	16	16	16	16	58	1	1	1	1	2
gud	23643.0	-4.13	28	30	204	7	1	1	1	327	24	1	1	1	3
ji@r	23331.0	-4.4	34	35	109	22	1	1	1	332	261	53	1	1	4
ivh	22428.0	-4.88	6	7	96	5	1	1	1	59	9	1	1	1	3
luk	22425.0	-3.93	36	38	192	15	2	2	2	298	13	2	2	2	3
pipp	22423.0	-4.58	10	12	400	38	3	1	1	540	27	5	1	1	4
liv	22389.0	-4.04	32	38	192	45	2	2	2	68	25	4	4	4	3
w1	21915.0	-3.76	32	42	138	10	10	10	10	58	2	2	2	2	2
giv	21228.0	-4.33	12	14	204	13	1	1	1	68	25	1	1	1	3
b{k	21189.0	-3.89	52	54	361	33	1	1	1	298	24	1	1	1	3
hi@r	21080.0	-4.0	34	38	199	22	2	2	2	332	261	53	1	1	4
eni	20635.0	-4.71	2	5	42	7	2	2	2	195	16	2	2	2	3
diz	20562.0	-3.89	36	39	233	39	3	3	3	104	36	1	1	1	3
m$r	20499.0	-3.47	38	40	280	11	2	2	2	332	32	3	3	3	3
wud	18777.0	-4.05	34	36	138	9	1	1	1	327	24	1	1	1	3
nju	18339.0	-4.18	16	20	108	5	5	5	5	86	31	7	7	7	3
j#ild	18213.0	-5.47	4	6	109	17	6	1	1	327	26	9	3	1	5
tru	18159.0	-4.02	12	17	323	84	3	3	3	86	11	3	3	3	3
tel	18089.0	-3.61	32	33	323	30	2	2	2	278	27	4	4	4	3
wqnt	18014.0	-4.71	6	8	138	21	4	2	2	751	106	2	1	1	4
f#ind	17880.0	-5.11	14	16	267	21	11	4	1	327	67	11	9	1	5
d#un	17262.0	-3.97	14	17	233	26	5	1	1	484	37	9	1	1	4
stil	17191.0	-4.05	32	36	784	130	14	2	2	278	68	4	2	2	4
5v@r	16979.0	-4.63	6	6	27	3	2	1	1	332	261	10	1	1	4
fil	16950.0	-3.35	58	67	267	32	8	8	8	278	68	1	1	1	3
svj	16246.0	-3.96	22	22	784	28	1	1	1	109	6	1	1	1	3
sud	16215.0	-4.14	36	40	784	11	1	1	1	327	24	1	1	1	3
meni	16133.0	-4.45	6	7	280	23	4	1	1	195	16	2	1	1	4
juz	16006.0	-4.07	14	19	109	12	2	2	2	104	19	6	6	6	3
tin	15562.0	-3.28	58	67	323	30	8	8	8	484	158	15	15	15	3
mvst	15425.0	-3.93	22	23	280	34	9	4	4	751	90	10	1	1	4
$ls5	15344.0	-6.07	0	0	32	3	1	1	1	166	5	1	1	1	4
wel	15290.0	-3.38	38	46	138	17	5	5	5	278	27	4	4	4	3
nev@r	15233.0	-4.89	4	5	108	14	2	1	1	332	261	10	4	1	5
sim	15098.0	-3.34	46	51	784	85	9	9	9	212	42	2	2	2	3
5n	14861.0	-3.46	18	25	27	3	3	3	3	484	22	22	22	22	2
d5z	14683.0	-4.48	20	21	233	9	1	1	1	104	8	1	1	1	3
5ld	14607.0	-4.6	0	7	27	1	1	1	1	327	26	10	10	10	3
wum@n	14591.0	-5.15	0	0	138	9	2	1	1	484	106	15	3	1	5
vs	14551.0	-4.23	12	23	115	1	1	1	1	407	18	18	18	18	2
gr1t	14442.0	-4.01	20	23	204	58	10	1	1	751	26	7	1	1	4
l#if	14096.0	-4.35	18	21	192	31	15	1	1	75	20	5	1	1	4
tri	13971.0	-3.43	12	21	323	84	15	15	15	195	37	2	2	2	3
#sk	13719.0	-4.75	2	8	40	4	1	1	1	298	22	6	6	6	3
#ft@r	13152.0	-5.38	0	0	40	2	2	1	1	332	261	43	2	1	5
qf	13084.0	-3.7	12	16	27	4	4	4	4	75	4	4	4	4	2
put	13006.0	-3.53	48	49	400	8	1	1	1	751	49	1	1	1	3
@gen	12889.0	-5.54	0	0	75	4	1	1	1	484	20	1	1	1	4
w3ld	12629.0	-4.75	4	6	138	7	2	1	1	327	26	1	1	1	4
f3st	12611.0	-5.01	6	7	267	7	1	1	1	751	90	2	1	1	4
h{nd	12584.0	-3.98	10	13	199	30	6	3	3	327	67	12	1	1	4
bitwin	12481.0	-6.57	0	0	361	34	5	1	1	484	158	8	2	1	6
tr#i	12074.0	-4.02	8	16	323	84	13	9	9	195	35	7	1	1	4
b5t	11674.0	-4.35	40	45	361	13	1	1	1	751	20	1	1	1	3
sit	11535.0	-2.89	60	72	784	85	5	5	5	751	163	8	8	8	3
k$l	11497.0	-3.88	46	49	535	22	1	1	1	278	22	1	1	1	3
k$s	11443.0	-3.75	34	36	535	22	3	3	3	407	5	1	1	1	3
kip	11201.0	-4.26	52	57	535	22	1	1	1	540	44	2	2	2	3
l#st	11141.0	-4.6	20	22	192	31	1	1	1	751	90	8	2	2	4
s1m	11086.0	-4.03	40	42	784	15	1	1	1	212	13	1	1	1	3
l1t	10859.0	-3.81	42	46	192	12	2	2	2	751	26	3	3	3	3
ij	10853.0	-3.86	20	30	96	1	1	1	1	109	19	19	19	19	2
w#il	10792.0	-4.29	26	30	138	13	12	3	3	278	68	15	1	1	4
pl1s	10741.0	-4.57	10	13	400	48	6	1	1	407	18	2	1	1	4
min	10618.0	-2.9	48	57	280	42	13	13	13	484	158	8	8	8	3
f#r	10600.0	-3.97	26	28	267	21	1	1	1	332	23	1	1	1	3
p#t	10400.0	-3.75	48	53	400	37	3	3	3	751	14	2	2	2	3
sm$l	10305.0	-4.89	4	6	784	18	1	1	1	278	22	2	1	1	4
h#us	10256.0	-4.39	10	12	199	34	4	1	1	407	23	5	1	1	4
d5	10101.0	-2.99	30	36	233	9	9	9	9	166	13	13	13	13	2
t3n	10064.0	-3.52	32	34	323	16	2	2	2	484	10	2	2	2	3
litp	9495.0	-4.39	8	10	192	45	2	1	1	540	35	6	1	1	4
nid	9389.0	-4.19	36	39	108	19	2	2	2	327	74	1	1	1	3
evri	9185.0	-5.48	8	8	42	2	1	1	1	195	37	5	1	1	4
vnd@r	9182.0	-5.53	0	2	115	2	1	1	1	332	261	32	11	3	5
w3k	9017.0	-3.99	34	36	138	7	1	1	1	298	12	2	2	2	3
hed	8984.0	-4.15	34	34	199	20	1	1	1	327	15	1	1	1	3
rum	8966.0	-3.97	32	35	197	16	1	1	1	212	18	4	4	4	3
lqn	8860.0	-4.09	46	48	192	13	1	1	1	484	28	3	3	3	3
brin	8671.0	-3.76	24	28	361	66	14	2	2	484	158	19	1	1	4
f{kt	8571.0	-4.45	4	6	267	12	1	1	1	751	35	13	2	2	4
jvn	8266.0	-4.26	42	43	109	10	2	2	2	484	13	1	1	1	3
st{nd	8137.0	-4.54	2	4	784	130	15	4	2	327	67	12	1	1	5
n#it	8131.0	-4.04	26	28	108	12	7	1	1	751	163	27	3	3	4
k1s	8113.0	-4.31	40	43	535	15	1	1	1	407	18	1	1	1	3
f1s	8097.0	-3.86	40	43	267	13	1	1	1	407	18	2	2	2	3
h5ld	8095.0	-4.31	10	12	199	8	2	1	1	327	26	10	1	1	4
k#ind	7993.0	-5.41	12	12	535	36	4	1	1	327	67	11	9	1	5
grup	7989.0	-4.53	16	16	204	58	4	1	1	540	16	4	1	1	4
skul	7956.0	-4.56	14	16	784	97	3	1	1	278	26	2	1	1	4
r#d@r	7929.0	-5.35	2	2	197	27	1	1	1	332	261	32	2	1	5
w3d	7924.0	-4.46	32	33	138	7	1	1	1	327	6	1	1	1	3
kw#it	7901.0	-4.61	0	4	535	31	5	3	1	751	163	27	2	1	5
qfh	7894.0	-4.56	4	5	27	4	1	1	1	59	4	1	1	1	3
t$k	7865.0	-3.82	32	34	323	13	1	1	1	298	9	2	2	2	3
wik	7856.0	-4.02	56	60	138	37	1	1	1	298	59	4	4	4	3
prqbl@m	7845.0	-7.87	0	0	400	68	14	1	1	212	48	7	2	1	7
j1n_	7705.0	-4.52	2	3	109	5	2	1	1	83	22	4	1	1	4
s#id	7691.0	-3.79	30	36	784	35	17	2	2	327	74	20	4	4	4
r#it	7650.0	-3.73	40	45	197	27	16	1	1	751	163	27	5	5	4
p#ti	7614.0	-4.82	2	4	400	37	3	1	1	195	16	2	1	1	4
rvn	7604.0	-3.96	42	44	197	21	3	3	3	484	13	1	1	1	3
ev@r	7581.0	-4.67	2	5	42	2	1	1	1	332	261	10	4	4	4
g3l	7572.0	-4.01	26	27	204	4	1	1	1	278	9	1	1	1	3
l#_	7363.0	-4.59	22	23	192	31	1	1	1	83	4	1	1	1	3
s$t	7357.0	-4.36	36	42	784	8	1	1	1	751	18	1	1	1	3
st#t	7303.0	-4.47	18	20	784	130	13	1	1	751	14	2	1	1	4
mit	7268.0	-3.15	48	54	280	42	3	3	3	751	163	6	6	6	3
w1t	7267.0	-4.27	44	47	138	10	1	1	1	751	26	1	1	1	3
let	7243.0	-3.73	38	40	192	19	2	2	2	751	30	2	2	2	3
muv	7240.0	-3.94	12	14	280	8	2	2	2	68	3	1	1	1	3
h#u	7212.0	-3.89	34	37	199	34	4	4	4	86	14	1	1	1	3
end	7188.0	-3.97	4	13	42	7	2	2	2	327	67	15	15	15	3
set	7128.0	-3.5	46	52	784	35	3	3	3	751	30	2	2	2	3
we@r	7121.0	-3.77	26	29	138	17	1	1	1	332	261	29	3	3	4
d$r	6795.0	-3.39	30	33	233	5	2	2	2	332	32	5	5	5	3
buk	6792.0	-4.19	42	44	361	16	1	1	1	298	13	1	1	1	3
w#i	6750.0	-3.84	26	35	138	13	12	12	12	195	35	1	1	1	3
jes	6720.0	-4.05	22	24	109	13	2	2	2	407	20	1	1	1	3
pl1	6713.0	-3.68	12	20	400	48	6	6	6	58	11	2	2	2	3
h#i	6703.0	-3.57	42	48	199	34	17	17	17	195	35	1	1	1	3
h5l	6692.0	-3.81	42	44	199	8	2	2	2	278	27	1	1	1	3
pqint	6669.0	-5.35	8	8	400	24	3	1	1	751	106	18	2	1	5
help	6565.0	-4.8	10	12	199	20	4	1	1	540	7	3	1	1	4
mvni	6497.0	-5.02	14	15	280	34	7	1	1	195	16	2	1	1	4
big	6466.0	-4.15	46	48	361	34	3	3	3	80	16	1	1	1	3
#idi@	6433.0	-6.98	0	0	40	14	3	1	1	181	13	1	1	1	5
mvj	6416.0	-4.05	24	26	280	34	1	1	1	109	6	1	1	1	3
rij	6416.0	-4.01	38	41	197	39	1	1	1	109	19	5	5	5	3
st1t	6405.0	-4.09	22	25	784	130	12	2	2	751	26	1	1	1	4
nekst	6349.0	-5.47	2	3	108	14	4	2	1	751	90	2	2	1	5
p3r	6345.0	-3.59	28	30	400	13	1	1	1	332	16	2	2	2	3
svn	6291.0	-3.95	42	44	784	28	4	4	4	484	13	1	1	1	3
rid	6132.0	-3.7	50	56	197	39	3	3	3	327	74	7	7	7	3
t@ged@r	6130.0	-8.11	0	0	323	6	1	1	1	332	261	32	4	1	7
spik	6123.0	-4.09	26	29	784	80	11	1	1	298	59	2	1	1	4
w#it	6105.0	-3.95	34	37	138	13	12	1	1	751	163	27	2	2	4
frend	6101.0	-5.17	2	4	267	36	5	1	1	327	67	15	2	1	5
w$r	6092.0	-4.27	46	47	138	13	1	1	1	332	32	1	1	1	3
bqi	6091.0	-4.11	24	26	361	19	2	2	2	195	13	1	1	1	3
sist@m	6005.0	-5.78	2	2	784	85	4	2	2	212	48	10	2	1	6
gr5	5931.0	-3.53	14	20	204	58	5	5	5	166	27	1	1	1	3
k#r	5870.0	-3.46	36	38	535	36	1	1	1	332	23	2	2	2	3
luz	5820.0	-4.33	22	24	192	15	1	1	1	104	19	1	1	1	3
h5m	5786.0	-4.12	30	31	199	8	1	1	1	212	10	1	1	1	3
fut	5655.0	-3.89	38	40	267	3	1	1	1	751	49	1	1	1	3
l#i	5641.0	-3.53	38	52	192	31	15	15	15	195	35	8	8	8	3
stqp	5628.0	-4.86	12	14	784	130	2	1	1	540	17	2	1	1	4
m#ind	5601.0	-5.11	16	17	280	38	10	3	1	327	67	11	9	1	5
p1	5587.0	-3.5	34	44	400	17	17	17	17	58	3	3	3	3	2
strit	5565.0	-4.5	14	16	784	130	32	6	1	751	163	14	2	1	5
e@ri@	5542.0	-6.45	0	0	42	2	2	1	1	181	13	2	1	1	5
hjum@n	5528.0	-5.49	4	4	199	6	6	4	2	484	106	15	3	2	6
b{d	5503.0	-3.84	46	49	361	33	2	2	2	327	16	1	1	1	3
sun	5474.0	-4.21	28	31	784	11	1	1	1	484	37	1	1	1	3
lid	5450.0	-3.72	50	55	192	45	1	1	1	327	74	5	5	5	3
pe@r@nt	5425.0	-6.37	0	0	400	28	2	2	1	751	106	29	3	1	7
w$k	5395.0	-3.95	36	36	138	13	1	1	1	298	9	2	2	2	3
_qb	5369.0	-4.06	30	30	79	10	1	1	1	76	15	1	1	1	3
1bp	5368.0	-4.09	0	8	24	1	1	1	1	540	64	9	9	9	3
mvnt	5359.0	-3.95	20	20	280	34	7	1	1	751	106	12	1	1	4
l#ik	5348.0	-4.24	18	21	192	31	15	2	2	298	59	6	1	1	4
sent	5348.0	-3.51	22	26	784	35	9	4	4	751	106	16	3	3	4
m$nin	5314.0	-6.0	0	0	280	11	2	1	1	484	158	3	1	1	5
m5m@nt	5307.0	-6.25	0	0	280	17	1	1	1	751	106	29	7	1	6
ful	5265.0	-3.76	36	37	267	3	1	1	1	278	26	1	1	1	3
bit	5239.0	-2.98	58	66	361	34	5	5	5	751	163	9	9	9	3
m#it	5223.0	-3.79	30	35	280	38	10	1	1	751	163	27	3	3	4
f$m	5185.0	-3.41	26	26	267	18	4	4	4	212	6	2	2	2	3
wed@r	5184.0	-5.02	6	7	138	17	2	1	1	332	261	32	4	1	5
fud	5180.0	-3.99	24	25	267	3	1	1	1	327	24	1	1	1	3
bl{k	5165.0	-4.48	14	17	361	45	5	1	1	298	24	5	1	1	4
fql5	5123.0	-4.93	6	7	267	13	1	1	1	166	29	4	1	1	4
s$r	5119.0	-3.63	38	44	784	8	1	1	1	332	32	2	2	2	3
f$l	5112.0	-3.49	44	47	267	18	4	4	4	278	22	1	1	1	3
l#it	5071.0	-3.65	36	41	192	31	15	1	1	751	163	27	5	5	4
l3n	5052.0	-4.5	26	27	192	3	1	1	1	484	10	1	1	1	3
@pi@r	5032.0	-5.28	2	3	75	9	2	1	1	332	261	53	3	1	5
p$r	5000.0	-3.8	44	47	400	14	1	1	1	332	32	2	2	2	3
@mvn	4987.0	-6.56	0	0	75	5	1	1	1	484	13	1	1	1	4
ri@l	4977.0	-4.83	2	4	197	39	2	1	1	278	50	6	3	3	4
1_	4882.0	-3.83	20	27	24	1	1	1	1	83	9	9	9	9	2
wvns	4864.0	-5.27	6	7	138	3	2	1	1	407	42	2	1	1	4
l#in	4854.0	-3.75	34	38	192	31	15	2	2	484	158	24	1	1	4
jet	4820.0	-3.76	42	43	109	13	1	1	1	751	30	1	1	1	3
m5st	4819.0	-4.64	22	23	280	17	1	1	1	751	90	8	1	1	4
lqt	4816.0	-3.66	48	53	192	13	1	1	1	751	26	5	5	5	3
intr@st	4797.0	-8.18	0	0	96	34	9	3	1	751	90	3	1	1	7
minit	4783.0	-4.81	2	4	280	42	13	3	1	751	163	15	3	1	5
vqis	4718.0	-4.76	6	6	115	5	2	1	1	407	61	2	1	1	4
bed	4716.0	-3.74	40	42	361	20	3	3	3	327	15	1	1	1	3
s3th	4697.0	-4.22	4	5	784	18	2	1	1	59	13	3	1	1	4
f#iv	4683.0	-4.24	16	16	267	21	11	1	1	68	25	12	1	1	4
spend	4627.0	-4.8	4	5	784	80	8	2	1	327	67	15	3	1	5
e@r	4564.0	-3.55	2	16	42	2	2	2	2	332	261	29	29	29	3
l{nd	4549.0	-3.96	12	17	192	24	6	2	2	327	67	12	3	3	4
b1bi	4528.0	-5.05	2	3	361	17	3	1	1	195	11	1	1	1	4
{nimp	4524.0	-5.8	0	0	85	17	2	1	1	540	38	8	1	1	5
p#und	4507.0	-4.84	14	14	400	37	4	2	1	327	67	11	10	1	5
k@ntinju	4506.0	-7.57	0	0	535	64	27	3	1	86	31	7	2	1	8
siti	4505.0	-5.16	2	3	784	85	5	2	2	195	16	2	1	1	4
p#s	4495.0	-3.59	30	36	400	37	7	7	7	407	12	2	2	2	3
@l#u	4472.0	-5.6	8	8	75	6	3	1	1	86	14	3	1	1	4
send	4454.0	-3.7	20	23	784	35	9	1	1	327	67	15	1	1	4
kl#s	4448.0	-4.63	10	11	535	51	9	2	2	407	12	2	1	1	4
pis	4429.0	-3.62	46	48	400	38	3	3	3	407	61	2	2	2	3
els	4405.0	-4.73	8	11	42	7	1	1	1	407	8	2	2	2	3
d#i	4402.0	-3.58	34	43	233	26	15	15	15	195	35	1	1	1	3
sens	4348.0	-3.94	18	18	784	35	9	2	2	407	42	9	1	1	4
wqj	4342.0	-3.8	18	18	138	21	1	1	1	109	6	1	1	1	3
sel	4329.0	-3.63	38	43	784	35	4	4	4	278	27	2	2	2	3
sek@nd	4298.0	-6.39	0	0	784	35	6	1	1	327	67	7	1	1	6
p3sh	4244.0	-4.79	2	3	400	13	2	1	1	59	13	1	1	1	4
w#if	4243.0	-4.66	18	20	138	13	12	1	1	75	20	5	1	1	4
st1	4208.0	-4.18	8	17	784	130	12	12	12	58	2	1	1	1	3
lvv	4173.0	-4.55	18	19	192	10	1	1	1	68	5	2	2	2	3
dis#id	4159.0	-6.09	0	0	233	39	7	1	1	327	74	20	4	2	6
r5d	4142.0	-4.2	42	44	197	20	4	4	4	327	10	1	1	1	3
vju	4098.0	-5.01	16	17	115	1	1	1	1	86	31	2	2	2	3
t1bp	4096.0	-4.01	12	15	323	9	2	1	1	540	64	9	2	2	4
les	4070.0	-3.95	26	31	192	19	3	3	3	407	20	3	3	3	3
bild	4068.0	-4.53	18	20	361	34	6	1	1	327	26	9	1	1	4
br1k	4023.0	-4.4	18	21	361	66	7	1	1	298	18	3	1	1	4
{d	3994.0	-3.28	16	26	85	5	5	5	5	327	16	16	16	16	2
pul	3939.0	-3.7	40	41	400	8	2	2	2	278	26	2	2	2	3
levp	3897.0	-4.41	2	2	192	19	1	1	1	540	25	2	1	1	4
kli@r	3874.0	-4.65	2	3	535	51	10	1	1	332	261	53	2	1	5
hit	3869.0	-3.95	54	59	199	22	1	1	1	751	163	1	1	1	3
s@_est	3865.0	-6.23	0	0	784	15	1	1	1	751	90	19	2	1	6
#m	3807.0	-3.59	16	23	40	3	3	3	3	212	11	11	11	11	2
s{l	3801.0	-4.18	24	27	784	31	6	6	6	278	5	1	1	1	3
h#f	3792.0	-3.85	26	26	199	34	1	1	1	75	9	1	1	1	3
t#un	3762.0	-4.05	12	13	323	24	5	1	1	484	37	9	1	1	4
dr#iv	3760.0	-4.78	4	7	233	37	7	2	1	68	25	12	6	1	5
h5p	3742.0	-4.04	32	33	199	8	1	1	1	540	11	1	1	1	3
pik	3741.0	-3.43	52	58	400	38	6	6	6	298	59	2	2	2	3
win	3729.0	-3.21	60	71	138	37	8	8	8	484	158	8	8	8	3
kil	3703.0	-4.01	60	69	535	22	4	4	4	278	68	2	2	2	3
ten	3692.0	-3.6	38	42	323	30	10	10	10	484	20	1	1	1	3
5p@n	3684.0	-5.33	2	2	27	5	2	1	1	484	106	4	1	1	4
w$l	3680.0	-3.66	44	46	138	13	3	3	3	278	22	2	2	2	3
he@r	3628.0	-4.07	26	27	199	20	1	1	1	332	261	29	1	1	4
strqn	3596.0	-4.85	4	5	784	130	32	1	1	484	28	5	2	1	5
dr$	3595.0	-4.45	0	2	233	37	2	2	2	21	3	1	1	1	3
@g5	3589.0	-4.14	4	5	75	4	1	1	1	166	16	1	1	1	3
r5l	3579.0	-3.72	48	51	197	20	1	1	1	278	27	10	10	10	3
k@nsid@r	3553.0	-7.57	0	0	535	64	27	6	2	332	261	32	9	2	8
r1t	3530.0	-3.72	54	59	197	18	1	1	1	751	26	7	7	7	3
h#d	3529.0	-3.82	38	39	199	34	1	1	1	327	11	2	2	2	3
l$	3525.0	-3.84	28	34	192	5	5	5	5	21	3	3	3	3	2
qf@r	3524.0	-4.72	0	0	27	4	1	1	1	332	261	6	1	1	4
wind5	3509.0	-5.96	0	3	138	37	8	2	1	166	13	1	1	1	5
g1m	3499.0	-3.86	28	30	204	10	1	1	1	212	13	1	1	1	3
pi@ri@d	3487.0	-7.26	0	0	400	38	4	2	1	327	21	4	2	1	7
frvnt	3442.0	-5.21	4	5	267	36	1	1	1	751	106	12	5	2	5
sent@r	3423.0	-4.9	6	6	784	35	9	4	2	332	261	43	3	1	6
siks	3416.0	-4.08	10	12	784	85	10	1	1	407	46	9	1	1	4
r#iz	3405.0	-4.45	24	26	197	27	16	1	1	104	36	8	3	3	4
sin	3400.0	-2.89	58	69	784	85	17	17	17	484	158	4	4	4	3
k{j	3376.0	-4.08	32	32	535	67	1	1	1	109	10	1	1	1	3
s@p5z	3360.0	-6.2	0	0	784	15	3	1	1	104	8	2	1	1	5
slip	3328.0	-4.36	32	34	784	55	7	1	1	540	44	8	1	1	4
t$t	3315.0	-3.79	34	38	323	13	2	2	2	751	18	1	1	1	3
m1n	3304.0	-3.42	50	51	280	16	1	1	1	484	38	3	3	3	3
difik@lt	3297.0	-10.43	0	0	233	39	1	1	1	751	36	1	1	1	8
kvt	3276.0	-3.48	44	46	535	25	1	1	1	751	11	1	1	1	3
sik	3262.0	-3.3	64	74	784	85	10	10	10	298	59	1	1	1	3
pr#ivit	3253.0	-5.88	0	1	400	68	12	7	1	751	163	6	3	1	7
s1k	3234.0	-4.08	52	57	784	15	1	1	1	298	18	1	1	1	3
fild	3230.0	-4.31	20	22	267	32	8	1	1	327	26	9	1	1	4
t3d	3200.0	-4.29	24	24	323	16	1	1	1	327	6	1	1	1	3
dvs	3197.0	-3.82	44	48	233	22	3	3	3	407	18	1	1	1	3
hvndr@d	3183.0	-8.1	0	0	199	25	5	1	1	327	21	1	1	1	7
kqm@n	3180.0	-4.56	0	1	535	61	12	3	1	484	106	15	1	1	5
f$s	3178.0	-3.95	32	33	267	18	2	2	2	407	5	1	1	1	3
wis	3172.0	-3.85	48	53	138	37	3	3	3	407	61	2	2	2	3
m1_@r	3157.0	-5.89	0	0	280	16	1	1	1	332	261	2	1	1	5
fri	3134.0	-3.68	8	13	267	36	8	8	8	195	37	2	2	2	3
j3j	3131.0	-4.11	12	12	109	3	1	1	1	109	5	1	1	1	3
kvv@r	3123.0	-5.31	0	0	535	25	3	1	1	332	261	10	1	1	5
l5	3112.0	-2.94	34	46	192	10	10	10	10	166	29	29	29	29	2
leg	3100.0	-4.09	20	21	192	19	2	2	2	80	5	1	1	1	3
gr#und	3097.0	-5.07	2	3	204	58	10	2	1	327	67	11	10	2	6
fl$r	3078.0	-4.0	0	4	267	59	4	2	2	332	32	2	1	1	4
s#in	3062.0	-3.73	34	41	784	35	17	2	2	484	158	24	1	1	4
