lang,length,lex,cor.mp.f,cor.prob.f,cor.prob.mp,cor.mp.f.p,cor.prob.f.p,cor.prob.mp.p,cor.mp.f.lower,cor.prob.f.lower,cor.mp.f.upper,cor.prob.f.upper,mu.mp.f,mu.prob.f,var.mp.f,var.prob.f,z.mp.f,z.prob.f,p.mp.f,p.prob.f,sig.mp.f,sig.prob.f
arz,6,-1,0.254195238364013,0.252657479923759,0.525476319646061,2.86007682311407e-60,1.53166348149337e-59,4.5022565243811e-284,0.225038512283092,0.22347785743471,0.282897126868179,0.281384640016659,-0.00816782891632013,-0.00412383765086956,0.0167196301430852,0.0162471751548615,15.6919181246865,15.8046746666478,1.71785260417118e-55,2.88877730279646e-56,*,*
arz,6,-1,0.254195238364013,0.252657479923759,0.525476319646061,2.86007682311407e-60,1.53166348149337e-59,4.5022565243811e-284,0.225038512283092,0.22347785743471,0.282897126868179,0.281384640016659,-0.00816782891632013,-0.00412383765086956,0.0167196301430852,0.0162471751548615,15.6919181246865,15.8046746666478,1.71785260417118e-55,2.88877730279646e-56,*,*
arz,7,-1,0.303236357473171,0.238488515424414,0.47836798603744,2.14983003109749e-61,5.74397094755692e-38,3.82315556379314e-162,0.269436744545494,0.203467713869909,0.336289811751065,0.2728998411163,0.00535205577276273,0.00393616256159865,0.0187599767354324,0.0183707445106487,15.8787138119306,12.7677107874891,8.89843798980606e-57,2.48351587024632e-37,*,*
arz,7,-1,0.303236357473171,0.238488515424414,0.47836798603744,2.14983003109749e-61,5.74397094755692e-38,3.82315556379314e-162,0.269436744545494,0.203467713869909,0.336289811751065,0.2728998411163,0.00535205577276273,0.00393616256159865,0.0187599767354324,0.0183707445106487,15.8787138119306,12.7677107874891,8.89843798980606e-57,2.48351587024632e-37,*,*
ast,3,-1,0.26514081991558,0.33179494902614,0.525583210972815,4.44369820536383e-11,7.81665540774002e-17,8.93725234875272e-44,0.188980041388727,0.258493363227401,0.338130872894705,0.401297554003768,0.00499101500624211,0.000288722307634527,0.040359295474044,0.0416241139826187,6.44584604001936,7.96428308016203,1.14957314584947e-10,1.66184425457961e-15,*,*
ast,3,-1,0.26514081991558,0.33179494902614,0.525583210972815,4.44369820536383e-11,7.81665540774002e-17,8.93725234875272e-44,0.188980041388727,0.258493363227401,0.338130872894705,0.401297554003768,0.00499101500624211,0.000288722307634527,0.040359295474044,0.0416241139826187,6.44584604001936,7.96428308016203,1.14957314584947e-10,1.66184425457961e-15,*,*
ast,4,-1,0.161843999743017,0.258523767766938,0.488364243295624,2.10670905705321e-09,4.0884052273574e-22,4.52489011480764e-82,0.109514998881693,0.208116800946654,0.213278357771777,0.307561147547373,0.0021945816324738,0.00247221689048948,0.0265570943770745,0.0265892631773042,6.01155442096711,9.62988515962364,1.83752804417242e-09,5.97962691073152e-22,*,*
ast,4,-1,0.161843999743017,0.258523767766938,0.488364243295624,2.10670905705321e-09,4.0884052273574e-22,4.52489011480764e-82,0.109514998881693,0.208116800946654,0.213278357771777,0.307561147547373,0.0021945816324738,0.00247221689048948,0.0265570943770745,0.0265892631773042,6.01155442096711,9.62988515962364,1.83752804417242e-09,5.97962691073152e-22,*,*
ast,5,-1,0.172586967462926,0.214737679175282,0.580145175907758,1.00858507144166e-17,8.96188700501656e-27,6.89159602934031e-219,0.133765455694687,0.176504942893898,0.210879597924127,0.252323422557653,0.00496161058063325,0.00120891460920387,0.0199508193493481,0.0195445403430048,8.40192845953316,10.9252384972309,4.39205395260351e-17,8.73107271110358e-28,*,*
ast,5,-1,0.172586967462926,0.214737679175282,0.580145175907758,1.00858507144166e-17,8.96188700501656e-27,6.89159602934031e-219,0.133765455694687,0.176504942893898,0.210879597924127,0.252323422557653,0.00496161058063325,0.00120891460920387,0.0199508193493481,0.0195445403430048,8.40192845953316,10.9252384972309,4.39205395260351e-17,8.73107271110358e-28,*,*
ast,6,-1,0.19098391538905,0.197709239334097,0.439703476514385,9.60520847014991e-26,1.66095936830947e-27,2.14627244071144e-140,0.156053743507234,0.162865339312734,0.225437005699438,0.232060596046757,0.00251338915316088,0.00131324864679073,0.0185471385401082,0.0183646889785726,10.1617036950644,10.6942181768749,2.93895323304189e-24,1.083293735287e-26,*,*
ast,6,-1,0.19098391538905,0.197709239334097,0.439703476514385,9.60520847014991e-26,1.66095936830947e-27,2.14627244071144e-140,0.156053743507234,0.162865339312734,0.225437005699438,0.232060596046757,0.00251338915316088,0.00131324864679073,0.0185471385401082,0.0183646889785726,10.1617036950644,10.6942181768749,2.93895323304189e-24,1.083293735287e-26,*,*
ast,7,-1,0.192943796074225,0.191625124127895,0.312918981803011,3.74306198449636e-28,8.73052065464229e-28,1.77037263380191e-73,0.159322174210065,0.157987341809348,0.226118362922759,0.22481867322632,0.00163042269067035,0.00262296850014229,0.0176498345879594,0.0175444921773986,10.8393861953849,10.7727344694098,2.23968665900175e-27,4.63040886566867e-27,*,*
ast,7,-1,0.192943796074225,0.191625124127895,0.312918981803011,3.74306198449636e-28,8.73052065464229e-28,1.77037263380191e-73,0.159322174210065,0.157987341809348,0.226118362922759,0.22481867322632,0.00163042269067035,0.00262296850014229,0.0176498345879594,0.0175444921773986,10.8393861953849,10.7727344694098,2.23968665900175e-27,4.63040886566867e-27,*,*
az,3,-1,0.102394511790346,0.232276259946546,0.565328835830904,0.00296766012279707,9.39974676223131e-12,4.12973161867043e-72,0.0349940756199122,0.167261427371835,0.168867705342739,0.295279692601035,0.0145324075449865,0.00297711777742327,0.0341047400646757,0.035547667517601,2.57624318727365,6.45046941703245,0.00998803707366974,1.11504233250692e-10,*,*
az,3,-1,0.102394511790346,0.232276259946546,0.565328835830904,0.00296766012279707,9.39974676223131e-12,4.12973161867043e-72,0.0349940756199122,0.167261427371835,0.168867705342739,0.295279692601035,0.0145324075449865,0.00297711777742327,0.0341047400646757,0.035547667517601,2.57624318727365,6.45046941703245,0.00998803707366974,1.11504233250692e-10,*,*
az,4,-1,0.15369440064564,0.239500026235829,0.533162392224544,2.5044913692653e-09,7.20773214248968e-21,3.96017372347691e-110,0.103703976219985,0.191024031421164,0.202910252923519,0.286810621202001,0.0159436612770793,-0.0129646817933756,0.0255041623211065,0.0254631361582597,5.40110816557039,9.91491018467143,6.62304733967978e-08,3.58578815231362e-23,*,*
az,4,-1,0.15369440064564,0.239500026235829,0.533162392224544,2.5044913692653e-09,7.20773214248968e-21,3.96017372347691e-110,0.103703976219985,0.191024031421164,0.202910252923519,0.286810621202001,0.0159436612770793,-0.0129646817933756,0.0255041623211065,0.0254631361582597,5.40110816557039,9.91491018467143,6.62304733967978e-08,3.58578815231362e-23,*,*
az,5,-1,0.118561360276973,0.212076974801554,0.48955840769729,1.77584103895402e-09,2.02218354237487e-27,2.04738916534549e-154,0.0801891706999743,0.174772390845761,0.156582664802729,0.248773567320515,0.0118404973229188,-0.0105576514088331,0.0200303465776562,0.0201498051993208,5.32795888180493,11.0489716405741,9.93226010604361e-08,2.21740303419656e-28,*,*
az,5,-1,0.118561360276973,0.212076974801554,0.48955840769729,1.77584103895402e-09,2.02218354237487e-27,2.04738916534549e-154,0.0801891706999743,0.174772390845761,0.156582664802729,0.248773567320515,0.0118404973229188,-0.0105576514088331,0.0200303465776562,0.0201498051993208,5.32795888180493,11.0489716405741,9.93226010604361e-08,2.21740303419656e-28,*,*
az,6,-1,0.132236913664936,0.172009376634932,0.427688625819687,1.90629954653195e-11,1.96871314186692e-18,3.06179845402435e-114,0.0939552898847866,0.134140545382594,0.170128081036939,0.209376561265077,-0.00602961377239797,-0.0212909638437475,0.0193407147999194,0.0198488465860194,7.14898745303404,9.73861829406404,8.74203195330585e-13,2.06340758888805e-22,*,*
