lang,length,cor.mp.f,cor.prob.f,cor.prob.mp,cor.mp.f.p,cor.prob.f.p,cor.prob.mp.p,cor.mp.f.lower,cor.prob.f.lower,cor.mp.f.upper,cor.prob.f.upper
an,4,0.128264032927136,0.239088534502058,0.553216555480099,2.04524038436775e-06,3.70015748626565e-19,4.95737781832117e-110,0.0756630229586637,0.188364176620134,0.18015315827431,0.288540696116547
an,5,0.179033002428172,0.236249603911624,0.563276587242871,1.30708223335496e-19,2.49777520441436e-33,3.93914195191082e-211,0.14098687670202,0.199053778480251,0.216551093288764,0.272765721519487
an,6,0.179398205753065,0.186291571940529,0.424899860800945,5.98297582174364e-24,9.93762168300228e-26,7.7471089439775e-137,0.145198898646677,0.152173031579344,0.213169340988204,0.219966644667252
an,7,0.176656986297867,0.211752666090297,0.311765849249394,1.9826414734043e-24,1.320575825481e-34,5.97236049761551e-75,0.143319079097843,0.178844099769864,0.209594434174655,0.244187962147952
ar,3,0.0874147720745366,0.266017469782497,0.439018227275615,0.000491791231950304,4.25494119232626e-27,1.03344631737826e-75,0.038358124403251,0.219672127946608,0.136051075997263,0.311164821858724
ar,4,0.120696481801245,0.210641759315704,0.426279405704173,3.47655951825433e-14,1.57370892464084e-40,9.7049117966279e-173,0.0897174965250811,0.180514479648427,0.151442148728968,0.240374150534897
ar,5,0.193742579210746,0.245499089591967,0.564345381433025,1.18078466654701e-40,6.12623213357596e-65,0,0.165955953473403,0.218328190854378,0.221221799976036,0.272289656556941
ar,6,0.217809380092881,0.266162386927618,0.507896019207041,1.05161065737598e-43,3.74546601768203e-65,1.476247080979e-258,0.187925389832457,0.236968269855892,0.247290470796753,0.294876246429889
ar,7,0.229472451221602,0.253296875910137,0.464302538059172,1.44114268593072e-37,1.17091538536794e-45,3.36154680386411e-162,0.195494645271748,0.219702889152183,0.262900015295115,0.286290858603371
arz,3,0.173797895529565,0.32240280804493,0.500234877969694,8.28516573377955e-12,3.18475185018995e-38,2.32293433110606e-97,0.124688942981122,0.276683790362091,0.222057396968899,0.36666559855092
arz,4,0.187223683889499,0.207655171085458,0.488064093910671,2.90827278185139e-31,3.21705856179966e-38,2.79356756308279e-226,0.156329203174702,0.176998946572659,0.217752171102807,0.237908852422013
arz,5,0.240550238609345,0.25584527130039,0.581359003025259,2.88283355891094e-66,5.20809514846088e-75,0,0.214161117207101,0.229657592717959,0.26658847973504,0.28166276465401
arz,6,0.254195238364013,0.252657479923759,0.525476319646061,2.86007682311407e-60,1.53166348149337e-59,4.5022565243811e-284,0.225038512283092,0.22347785743471,0.282897126868179,0.281384640016659
arz,7,0.303236357473171,0.238488515424414,0.47836798603744,2.14983003109749e-61,5.74397094755692e-38,3.82315556379314e-162,0.269436744545494,0.203467713869909,0.336289811751065,0.2728998411163
ast,3,0.26514081991558,0.33179494902614,0.525583210972815,4.44369820536383e-11,7.81665540774002e-17,8.93725234875272e-44,0.188980041388727,0.258493363227401,0.338130872894705,0.401297554003768
ast,4,0.161843999743017,0.258523767766938,0.488364243295624,2.10670905705321e-09,4.0884052273574e-22,4.52489011480764e-82,0.109514998881693,0.208116800946654,0.213278357771777,0.307561147547373
ast,5,0.172586967462926,0.214737679175282,0.580145175907758,1.00858507144166e-17,8.96188700501656e-27,6.89159602934031e-219,0.133765455694687,0.176504942893898,0.210879597924127,0.252323422557653
ast,6,0.19098391538905,0.197709239334097,0.439703476514385,9.60520847014991e-26,1.66095936830947e-27,2.14627244071144e-140,0.156053743507234,0.162865339312734,0.225437005699438,0.232060596046757
ast,7,0.192943796074225,0.191625124127895,0.312918981803011,3.74306198449636e-28,8.73052065464229e-28,1.77037263380191e-73,0.159322174210065,0.157987341809348,0.226118362922759,0.22481867322632
az,3,0.102394511790346,0.232276259946546,0.565328835830904,0.00296766012279707,9.39974676223131e-12,4.12973161867043e-72,0.0349940756199122,0.167261427371835,0.168867705342739,0.295279692601035
az,4,0.15369440064564,0.239500026235829,0.533162392224544,2.5044913692653e-09,7.20773214248968e-21,3.96017372347691e-110,0.103703976219985,0.191024031421164,0.202910252923519,0.286810621202001
az,5,0.118561360276973,0.212076974801554,0.48955840769729,1.77584103895402e-09,2.02218354237487e-27,2.04738916534549e-154,0.0801891706999742,0.174772390845761,0.156582664802729,0.248773567320515
az,6,0.132236913664936,0.172009376634932,0.427688625819687,1.90629954653195e-11,1.96871314186692e-18,3.06179845402435e-114,0.0939552898847866,0.134140545382594,0.170128081036939,0.209376561265077
az,7,0.133535905593451,0.150556519364136,0.406251346384435,4.23764453510612e-13,2.80087711985745e-16,1.55391765158339e-116,0.0977481494448982,0.114922854525865,0.168978752156729,0.185803224154271
ba,3,0.0513627135662679,0.199616884213041,0.602216397251487,0.102467625564216,1.4846797071241e-10,6.68394815291031e-101,-0.0102941481001347,0.139711227735954,0.112630495358667,0.258066621811585
ba,4,0.100886224724032,0.230917781804126,0.548090871363313,1.50075700190133e-05,1.26974617657477e-23,2.57860225223197e-144,0.0553698614882577,0.187123550649329,0.145984152082473,0.273795922400362
ba,5,0.060075100394862,0.199018141419922,0.502854350967231,0.000422027213288574,4.48614998246884e-32,5.54752793517775e-220,0.0267143432317167,0.166712407528186,0.0933021909502385,0.230897043097381
ba,6,0.135363559469117,0.224177716941387,0.400636513173123,3.43563022092167e-14,1.00765920172058e-36,2.96910114770649e-120,0.100694807657766,0.190531149484952,0.16970398387146,0.257298202714188
ba,7,0.117272584373962,0.174322985441177,0.309582551632128,3.62013488320285e-11,5.05605241436804e-23,2.74627823271837e-71,0.0827751876387499,0.1403396628654,0.151489266539906,0.207896062466743
be,3,0.0909724941662748,0.130175105818723,0.355814605328621,0.0290265718367546,0.00174362327309835,1.2405825359947e-18,0.00934576818616146,0.0490000270544732,0.171394854212466,0.209641790037427
be,4,0.0958634578590968,0.198831083238561,0.485823819380395,0.00102674641079617,6.76997707800374e-12,2.50465193437707e-70,0.0387656327578126,0.143151515031268,0.152337318772839,0.253255992294463
be,5,0.19103323615417,0.201145153752723,0.38182458404405,1.7003760118305e-18,2.25424063953743e-20,5.77540469173882e-73,0.149218448025146,0.159484187630756,0.232165996410576,0.242090940859893
be,6,0.222068858846018,0.132089484622742,0.41776595626958,5.54624526859573e-32,3.81041838014188e-12,2.77508866540705e-116,0.18618400794021,0.0951273124904095,0.25736203543576,0.168687940440671
be,7,0.25929520700462,0.171200664448695,0.245954934024037,8.71902034285345e-46,1.60668227483189e-20,3.13077431349012e-41,0.225026528219272,0.135653739142052,0.292923192766512,0.20630739269663
bg,3,0.130676538937933,0.189130442139874,0.389924577540376,0.000481525568177301,3.84364254687558e-07,3.36595828099166e-27,0.0576520470754471,0.117182333072455,0.202310139589328,0.259103575995013
bg,4,0.115767220540748,0.191448059124385,0.497589496898056,1.74308159473138e-05,8.94125516971409e-13,1.34527571345777e-86,0.0631935345434257,0.139905467677021,0.167700159334785,0.241955929641555
bg,5,0.186193676957209,0.195771840122757,0.435606049079488,5.24355510108491e-19,6.98179587615053e-21,6.70668874485388e-105,0.146002284908249,0.155716796779483,0.225771444631037,0.235184134269419
bg,6,0.124539369089299,0.203587045804213,0.352193203910854,3.3987957936005e-11,1.06232231063962e-27,6.18326793722286e-83,0.0879873075346287,0.167893237579045,0.160756502745784,0.238747746612788
bg,7,0.159664911011281,0.221796940890163,0.264181887431228,1.12927589005189e-18,6.28393025013002e-35,2.44707741495926e-49,0.124684008920593,0.187590519461904,0.194249383005051,0.255466042632209
bn,3,0.384332902845615,0.380045653143373,0.430360252427986,2.60783710188563e-189,8.16585495600064e-185,5.18404296343996e-242,0.361345157605546,0.356972187214777,0.406853739381856,0.402655644580976
bn,4,0.206558159205779,0.277162339884133,0.562051702024485,1.01921117400358e-32,1.60582613985384e-58,1.12334738190354e-270,0.173443230185624,0.24515059852968,0.239206542198496,0.308570372623022
bn,5,0.153966331136587,0.235755619127865,0.421414023202517,3.78234860727958e-12,7.98695345942891e-27,1.76182811563388e-87,0.11102400964456,0.194065342618642,0.19633479623813,0.276595834810913
bn,6,0.0881576936811311,0.212352320760478,0.303818574523129,0.000264480968008513,7.24776746269532e-19,8.380738309938e-38,0.040897963016863,0.166599575548486,0.135023847809263,0.257192610399679
bn,7,0.0279388131773326,0.197555747277039,0.23483523413347,0.265387950272768,1.83113586696665e-15,2.2525191980937e-21,-0.0212346077769096,0.149866495775321,0.0769773858780212,0.244327898334523
bpy,3,0.305197799732224,0.228573491059271,0.40238667732363,1.56615082879905e-53,3.69300825983235e-30,3.2646942762862e-95,0.268687543295909,0.190533941759299,0.340832346787437,0.265927655436692
bpy,4,0.135849805855169,0.121161054447729,0.49269506635391,2.49977759865605e-08,6.83760044294737e-07,7.65075225289741e-103,0.0884587594892926,0.0736214502762369,0.182627215495151,0.168151271147608
bpy,5,0.00477174891232647,0.069295063748704,0.494496908056665,0.823872987886936,0.0012123083006229,1.09743327426459e-134,-0.0372370287415575,0.0273734190218706,0.0467636911648298,0.110973392110354
bpy,6,0.0220990298297446,0.0308447874452994,0.393998479852603,0.271190841186894,0.124548465523122,6.27487505057487e-93,-0.0172685580974008,-0.00851812229910662,0.0613982049213329,0.0701122539354899
bpy,7,-0.00267220432619003,0.0106743818014852,0.339401766409987,0.89057761046172,0.582617816664489,1.60553878522548e-72,-0.0407233826352733,-0.0273920648557993,0.0353867137395702,0.0487099145402222
br,3,0.264002153028086,0.339093517112374,0.663291566174331,2.78232845285897e-18,8.44986226025766e-30,1.01737006478152e-134,0.206944737484655,0.284562521678575,0.319269802793775,0.391437222137428
br,4,0.225384815900911,0.290724011366714,0.605990773294515,3.70593085290219e-27,8.01783199048917e-45,2.19128894733363e-224,0.185675547657837,0.252320514829556,0.264359119582959,0.328213104254821
br,5,0.214795410020919,0.241949761852657,0.564154093241048,1.03757982150394e-32,2.67710319374758e-41,3.14291830265151e-252,0.180430189963607,0.207998161264728,0.248636864242587,0.275319044327594
br,6,0.254835934387806,0.258031877424019,0.526346930591041,1.57191516158983e-54,6.58833105330155e-56,4.63095242002252e-256,0.224050194434818,0.227296868825412,0.285113603986199,0.288253344752726
br,7,0.241772057578448,0.226351286358079,0.357527466052543,2.34731459118118e-43,4.44706365277206e-38,3.99971415798357e-96,0.208699448239494,0.193043151693156,0.274292313744838,0.259138337980559
bs,3,0.0768825862203521,0.220201430071974,0.456874710658481,0.066859694584684,1.11847840989711e-07,1.08809098584787e-30,-0.00534877176070523,0.140547791735761,0.158081138961477,0.297022866518969
bs,4,0.131008093588443,0.267362657553871,0.502705725537165,5.46046555118592e-07,3.45141841019401e-25,7.89500649349914e-94,0.0801044777193856,0.218930359129234,0.181230171592541,0.314480749621354
bs,5,0.206142816181408,0.245569050003049,0.502919553593114,3.70028599919775e-25,2.5776297793992e-35,8.23937703448662e-159,0.168107952250604,0.208183071641808,0.243564813563157,0.282238506343234
bs,6,0.289664069840075,0.19409069402753,0.427901726346384,3.28314498420596e-62,3.1254359265552e-28,4.56131230427085e-141,0.257415808634085,0.160328494495317,0.321267821747379,0.227399267506273
bs,7,0.270943625790166,0.195218803601798,0.384360972084519,6.78394153451852e-60,2.22810960876304e-31,1.68036254802677e-123,0.239952826800699,0.163128630097712,0.301382745844043,0.226896357266669
bug,3,0.162280004162314,0.311335701415223,0.641952383524385,0.00239298700722647,2.93583267637078e-09,8.16498889103039e-42,0.0581409229670773,0.213182377530297,0.262925328302641,0.403267347536353
bug,4,0.173807971409336,0.225661731044981,0.603455329412918,2.19200817830194e-07,1.33758671430346e-11,3.28030356614491e-88,0.108898163632318,0.161917112087666,0.237241890849339,0.287530904683782
bug,5,0.0548668165674052,0.126413935707476,0.534532408752285,0.018364941279435,5.0070009452929e-08,5.38590854960952e-137,0.00927939458549027,0.0812718911157536,0.100226642077957,0.171038402662831
bug,6,0.102606944721709,0.125751044910863,0.461444125061723,3.56799673488296e-07,4.1769733402841e-10,1.62378348634274e-129,0.0632712670660789,0.0865894422327375,0.141624314090462,0.164524621932239
bug,7,0.11111442278291,0.109542359024681,0.435619534657124,1.16599281942385e-08,1.87210553458731e-08,6.81996024963498e-122,0.0731458825288338,0.0715627786514314,0.148761338563212,0.147204754113702
ca,3,0.206329665675877,0.305197677284942,0.549830147958556,2.95606822587245e-08,9.46779146334993e-17,2.94738396180132e-57,0.13474603409532,0.23689033863825,0.275770820225158,0.370502493620938
ca,4,0.176855757487632,0.260138318303684,0.602315809257432,1.09149133036205e-11,6.21166448803838e-24,2.26197290632917e-144,0.12661612893324,0.211576398169506,0.226190386614081,0.307418956363877
ca,5,0.162056241861298,0.221329627835833,0.528187081448906,5.63216080208912e-16,9.62726440362204e-29,2.96988478694355e-177,0.123373328511302,0.183460304752211,0.2002474147861,0.258543002627624
ca,6,0.141974956352412,0.211648398653768,0.406702327928218,7.87789867557905e-15,2.13978059067271e-31,1.38785722737985e-118,0.106534242985549,0.177011554687417,0.177055379498953,0.245761630613762
ca,7,0.149321676339271,0.214492948086979,0.331148875976253,6.1943411103487e-17,1.27803078108716e-33,2.64071179745464e-80,0.114737074649463,0.180669082079497,0.183544745300453,0.247810070051325
ceb,3,0.137717682453096,0.056766902006881,0.386709752944418,0.0615693679580022,0.44278474896555,5.41249880579522e-08,-0.00668371184056164,-0.0882242263587076,0.276492829717779,0.199402459430175
ceb,4,-0.0031938618572122,-0.0389710311814037,0.421412949180351,0.938032460809905,0.342637324187712,5.1414596964523e-27,-0.0835526495244219,-0.118978568312865,0.0772061963634584,0.0415393283810869
ceb,5,-0.0166198912808989,-0.0576995276568887,0.374270374422704,0.555748319691588,0.0406591616857132,3.83997085337272e-43,-0.0718012335359822,-0.112587896964015,0.0386628795235318,-0.00246009940944831
ceb,6,0.0348311633529366,0.0195922374083839,0.210177160095391,0.129186771767219,0.393492518651584,2.11149107930972e-20,-0.0101664539384751,-0.0254118466987207,0.0796879998712542,0.0645170678890571
ceb,7,-0.00518901197550423,0.0304874631243173,0.199916468205699,0.796632152239241,0.129904787771292,1.12471510089273e-23,-0.044627980062853,-0.00897142985522013,0.0342661054692535,0.0698515578567344
ckb,3,0.313757402288244,0.395399211202861,0.561769512017005,1.86528530506043e-30,7.3663869496887e-49,1.0655113860364e-106,0.263334582539799,0.347998043290947,0.362470581790491,0.440783885384743
ckb,4,0.28087941432036,0.35747131291684,0.664740185119272,2.00098126289258e-46,4.95977281129626e-76,8.5215158024019e-318,0.244315679035498,0.322742799764675,0.316645590267209,0.391238589610603
ckb,5,0.265048027098408,0.300903247633428,0.573073121246943,4.29801174211115e-53,1.26161016626066e-68,1.44281564753019e-281,0.232696496328301,0.269218276548586,0.296813634794929,0.331937535380292
ckb,6,0.263327973982004,0.265298869612135,0.486341908210515,3.68347995772027e-54,5.62557538526716e-55,3.97565619837731e-198,0.231498643122343,0.233503028319434,0.294594135788514,0.296527961281479
ckb,7,0.280002577391733,0.232511636969528,0.340475558815674,5.0360401401842e-54,2.45440226358429e-37,1.366138096009e-80,0.246323074110369,0.198002536627864,0.313006645929047,0.266445067746127
cs,3,0.0723123270285612,0.226067897868594,0.33106657860429,0.0645797552144795,5.03174026783129e-09,3.41545856261619e-18,-0.00437825093179761,0.152036660114077,0.148157260478138,0.297576666722876
cs,4,0.13447042426877,0.249647304802362,0.40644838050343,1.45032601556208e-07,5.32218772384675e-23,1.82161493071766e-61,0.0847312890362108,0.201870481938562,0.18354105922993,0.296238828035783
cs,5,0.228659558827237,0.204450302440906,0.362233541494802,1.80645904429472e-33,5.92153607476784e-27,8.80417198143856e-85,0.192658734126724,0.168084617286426,0.264045650232792,0.240260266084876
cs,6,0.198993972142244,0.180150286676514,0.279149690907183,1.04797212545495e-30,2.23715963826651e-25,6.68593060982924e-60,0.165934590693393,0.146866564152694,0.231606569962443,0.213026528126514
cs,7,0.193948094821001,0.185718627306485,0.217466197323139,7.98340251660884e-32,2.82523713691066e-29,9.22365044304099e-40,0.162295131466045,0.15397149309192,0.225202317867991,0.21708270194406
cv,3,0.155446272488996,0.244689508193309,0.590483673821073,3.94230948471334e-06,2.28267068071011e-13,3.71333292430872e-83,0.0900234069893703,0.181281324863714,0.219533362760766,0.306071659914688
cv,4,0.188934646892835,0.238183190395097,0.579355532710613,1.27855193856698e-14,1.50793832926406e-22,2.18589787091647e-147,0.141783807593809,0.191949546639823,0.235230112955747,0.283361965885469
cv,5,0.232773852530805,0.287797441493718,0.491395616016923,3.1768947954833e-37,8.40965555144632e-57,2.28041418730924e-177,0.19817364980582,0.254177419707573,0.266794652514778,0.320722768673858
cv,6,0.239518279430977,0.243103514061161,0.436421472590405,4.72878917992292e-39,3.26710355646839e-40,6.23064906569406e-135,0.204876153199403,0.208520420976643,0.273561088285942,0.277079434065515
cv,7,0.267685774032688,0.244969971906257,0.440924507361454,4.30583785261034e-57,8.05067027623367e-48,2.3123467925355e-162,0.236256449597711,0.213170845148968,0.298555579089073,0.276250643728102
cy,3,0.209840774074456,0.264056025999132,0.591304816984819,5.16188837521582e-10,3.47560867496422e-15,3.19828178221397e-82,0.145023948377141,0.200748494840992,0.27286424136137,0.325167258374393
cy,4,0.144117048210342,0.261819079106092,0.572063585208649,2.99375717615585e-10,4.82129037971947e-31,5.45989621234604e-165,0.0997115295272246,0.219353576766684,0.187949645976097,0.303294438707211
cy,5,0.167039080421625,0.234300182550523,0.503127106989218,8.90421856940743e-19,7.6581973629385e-36,1.28143327351429e-177,0.130602155231665,0.198785549733452,0.203025378871389,0.269200265577189
cy,6,0.148588122973138,0.211672630932079,0.396172964715122,1.80515430964042e-17,3.60596384311292e-34,2.4590770597726e-122,0.11475556446316,0.178554059057077,0.182076381130588,0.244312112207203
cy,7,0.192418607185599,0.208233414723132,0.353021706984896,2.02539944904921e-27,6.31188687789243e-32,2.68803070157954e-92,0.158407664490338,0.174427376435698,0.225973474935175,0.241549137175489
da,3,0.269679648983498,0.370594248005535,0.580061576768001,6.24934597203676e-15,1.04662210730125e-27,7.82598872874334e-74,0.204513580464878,0.309535969381711,0.332465831221172,0.428609033639074
da,4,0.187406389588357,0.323995297492484,0.572535692141718,4.58421535011702e-14,2.81612482827719e-40,1.70936597623924e-139,0.139592837333081,0.279340933404391,0.23434807276923,0.367251227168232
da,5,0.165391623213131,0.289822219605465,0.597148333305315,4.39161070848944e-16,2.33655731747455e-47,2.23408856920717e-230,0.126083459840138,0.252616089566767,0.204181240782456,0.3261725201584
da,6,0.150990148562841,0.249783596874141,0.532112570868759,5.72225391936318e-16,1.04144368465039e-41,1.04147253193492e-207,0.114872620229599,0.21500246140143,0.186709010248438,0.283931904651003
da,7,0.128024690590795,0.211177980157746,0.417636568452094,9.41449265431515e-12,1.00552445088144e-29,3.63684474784528e-119,0.0915005851958779,0.175591352459796,0.16420480233371,0.246213436987729
de,3,0.191739585112505,0.28166495663568,0.556485883556648,1.87633867679074e-06,1.43662424975518e-12,8.23401298716208e-51,0.114026349932318,0.206843489189312,0.26712061821251,0.353210959939209
de,4,0.129876729811333,0.273340042135599,0.514347367961806,6.84665682715315e-06,7.19397083359159e-22,1.77749269917052e-81,0.0736405073610494,0.219974791393942,0.18528961756737,0.325074145843444
de,5,0.206839475155416,0.279102431720594,0.506855122119673,1.1368020876092e-19,4.34114033302081e-35,1.2138093018633e-123,0.163226876878618,0.236950984277495,0.24964527070433,0.320205068942114
de,6,0.174368020533016,0.264082502838864,0.514633287100419,6.80529495804156e-18,1.04329308568622e-39,5.64111876158753e-163,0.135366134429228,0.226527350054231,0.212830361927247,0.300853610037273
de,7,0.186621503679459,0.248738887059161,0.397990749931633,4.29671140024394e-20,6.84679643443422e-35,3.67894989128159e-91,0.147548817900595,0.210665247543336,0.225112594988252,0.286059034172686
el,3,0.217475736042022,0.226773998734921,0.394953937068833,1.32111849052469e-07,3.64182757297723e-08,5.57862762451428e-23,0.138305563963182,0.147886138110576,0.293884151154805,0.30279442986352
el,4,0.14822250279719,0.173632019079847,0.303850124940014,7.90521164309526e-07,6.78119408666676e-09,6.29338009087051e-25,0.0899032327184277,0.115712650930085,0.205528780443673,0.230374628311899
el,5,0.182441061422948,0.18695390700063,0.361998688582257,2.65573766430374e-15,5.26835574069337e-16,2.36205987407692e-58,0.13800283319263,0.14258310428751,0.226146222977998,0.230574802752899
el,6,0.256497337175834,0.191225710479495,0.248889312513159,1.97970393343137e-39,2.46169989202056e-22,3.73471419103853e-37,0.219789951962953,0.153466896743088,0.292479437358981,0.228426914640326
el,7,0.227006698237012,0.210306261848481,0.256540946610019,6.94553517296459e-35,4.51704110289121e-30,2.1579592769687e-44,0.192025663846695,0.175077568020709,0.261411630657667,0.244997131947957
en,3,0.140116870546529,0.264399810253498,0.541532597256687,2.56412545822025e-05,8.48982362280817e-16,2.04696408766938e-69,0.0753142046746682,0.202411063330944,0.203740991094967,0.324278238090899
en,4,0.186135542000209,0.237599385306217,0.562659725861784,2.43637804331787e-15,2.8951781741929e-24,3.63180314298763e-149,0.140892671868648,0.19327162135383,0.230602591432433,0.280959150649334
en,5,0.118644081776243,0.227022891473017,0.521998705225546,1.34125032433006e-09,1.10006818775898e-31,2.27401241497417e-181,0.0805334134653069,0.190206107808417,0.15640836385771,0.263202022261361
en,6,0.062307838299405,0.198034459116442,0.444090529715478,0.000535876821020171,1.20924946747884e-28,3.13128508291155e-149,0.0270716743789095,0.163884271723708,0.0973893596534374,0.231710556726934
en,7,0.0861641009904951,0.209699614609647,0.38730407766343,1.39785569171548e-06,2.06004379343549e-32,1.90179956501844e-112,0.0512667923571772,0.175940706499931,0.120851248097582,0.242965859585827
eo,3,0.12365898126554,0.203618785647795,0.534904709669318,0.00329379804889427,1.10597036957144e-06,5.47567211583277e-43,0.041447786323354,0.123054569547853,0.204207016689417,0.281516720226868
eo,4,0.211145192445883,0.211522890554756,0.588954729659023,4.42596989733881e-15,3.94735411165312e-15,6.08785114494189e-127,0.159610173313752,0.159995432652831,0.261532477421725,0.261900752821011
eo,5,0.227241043059839,0.259781013656261,0.604706685691957,1.59403280328791e-31,5.32146596232968e-41,9.87030545632317e-257,0.190291057650979,0.223402362852073,0.263548121074578,0.295436960091199
eo,6,0.255804448215711,0.205743937036307,0.498011933794365,1.68611738929646e-49,2.92313806058735e-32,2.19162488178958e-202,0.223311060090994,0.172505063909217,0.287729949603661,0.238514778429918
eo,7,0.287073250463095,0.193491493610011,0.386533248720186,4.45670272493064e-68,3.52725431176797e-31,2.10020290473737e-126,0.256542729163654,0.161564048830818,0.317031470409421,0.225014313295864
es,3,0.167671435702847,0.28921707229285,0.514848932988904,8.25602497021551e-05,5.56604458905397e-12,2.74840719634551e-38,0.0849543995651488,0.210411196395473,0.248093158606498,0.364288518656894
es,4,0.10185381346775,0.204773465092931,0.497132659530888,0.000265206256945009,1.448847718393e-13,9.88048896715363e-81,0.0472829849298919,0.151641294100108,0.155818455687479,0.256725671490532
es,5,0.143577353213959,0.208660731109412,0.551156309635641,6.04436244544498e-12,8.66977768640483e-24,7.02681501531734e-181,0.103080700647815,0.169005280682337,0.183598808169056,0.24764171672901
es,6,0.142485812954862,0.203617592427348,0.426349064110466,7.00361657353436e-14,5.39774936316998e-27,2.82577049943777e-121,0.105575978355812,0.167421512310967,0.179003584554972,0.239265483325117
es,7,0.141533067879141,0.202491242654142,0.357866477123057,2.00273116143679e-15,3.2197641740638e-30,6.95357932611344e-95,0.106967340061423,0.168592326092096,0.175757089701553,0.235911730258364
et,3,0.132647897930192,0.297946196580621,0.485077263947681,0.00208772246853423,1.88932598374713e-12,5.51682143556726e-33,0.048500669219698,0.218774590008992,0.214925472366208,0.373220561693466
et,4,0.100016045839352,0.293182347803897,0.453455520719317,0.000130608268323782,2.71721454362515e-30,7.62869797885039e-75,0.0489297901740419,0.245540549698718,0.150580369218999,0.339411274572242
et,5,0.145189910187791,0.272241064766846,0.483415482942902,3.22873729551223e-12,4.75741248310459e-40,6.55625099030571e-134,0.104772358472664,0.2338116323621,0.185128629625273,0.309821220451457
et,6,0.213919393703292,0.225368331619531,0.430066687646645,7.53415106347988e-30,5.00095625609847e-33,2.6361043163461e-124,0.177977522975775,0.189600470755221,0.249291255293,0.260538837396617
et,7,0.172341796830608,0.143988516885748,0.349437795616632,6.75542718606519e-21,5.41781988958151e-15,1.36369965703893e-84,0.136918179477073,0.108274427904304,0.207325193722694,0.179331414110953
eu,3,0.195657028539141,0.328861093924245,0.530403832608624,2.92239615677801e-05,8.25714418290607e-13,5.15077185514528e-34,0.105119784019705,0.243835071758454,0.282977496580191,0.408870146375798
eu,4,0.142419255035076,0.309677915894404,0.515363605840103,2.27651330253418e-06,1.01000958837402e-25,3.43642775543481e-75,0.0838312450249592,0.255065641144242,0.200026013497176,0.362320703699868
eu,5,0.152802485525281,0.298502081567997,0.510087213989373,9.84201968004235e-11,7.75887139389851e-38,4.07701118938392e-118,0.107023726451802,0.255511866044886,0.197934739614067,0.340314202550275
eu,6,0.208613631956294,0.277792961498258,0.433184820913344,1.45740879379802e-25,8.88322745930129e-45,6.02271249087389e-113,0.170475633092208,0.240894889659855,0.246127541353116,0.313889180969215
eu,7,0.171054259118112,0.246429968356154,0.338893201824248,3.61727942705142e-20,1.01941517843906e-40,1.39082715861433e-77,0.135199643305309,0.211640785683802,0.206461473265418,0.280595467871116
fa,3,0.169483967843628,0.298771081841489,0.654177752302255,1.07918248294046e-15,9.17515471018325e-47,7.32909422592596e-270,0.128678781989486,0.260300315140645,0.209716217835839,0.336294713652809
fa,4,0.0785307060972318,0.219835310384561,0.626073762675055,1.1443243998985e-07,6.95046402890351e-51,0,0.049576447845675,0.19199474002193,0.10735307847391,0.247322334840894
fa,5,0.118761900679838,0.168231332639283,0.513466825356436,1.1129867111905e-16,4.46978629467999e-32,0,0.0909009078764362,0.140733110024258,0.146437128439688,0.195470197579441
fa,6,0.137193654900037,0.17298842953307,0.41234649095636,1.57565234827017e-16,1.75649568107128e-25,3.23268196939303e-147,0.104928574563077,0.141050864232492,0.169170212052603,0.20456630640203
fa,7,0.125531029622392,0.177678659838672,0.270920580678196,3.69720760896215e-09,5.26036168330931e-17,3.50324582848305e-38,0.0841061131850194,0.136829571641003,0.166522796882492,0.217924494050593
fi,3,0.116552549696322,0.254807497478602,0.552063567693904,0.00923261405117014,8.04839942200812e-09,4.54197920350272e-41,0.0289827136673483,0.170764098379379,0.202346948358539,0.335169999492397
fi,4,0.103360775013742,0.254483613564279,0.401885953691488,0.00128800956024355,9.28108576370839e-16,7.76803000845274e-39,0.0405827450019672,0.194562562471245,0.165325963399373,0.3125123634366
fi,5,0.150622706629777,0.302168727458547,0.46353168743445,1.38755499675553e-10,2.96552141822625e-39,2.09946137765147e-96,0.105113836834656,0.259554390010517,0.195502027934622,0.343608610705321
fi,6,0.211683675399437,0.288581839690789,0.475528043894458,2.22493410699893e-26,1.65888412723768e-48,2.34108728136181e-139,0.173662635155978,0.251980031114673,0.249074603532573,0.324359182426493
fi,7,0.191058884168423,0.24603711874399,0.377608803759233,2.55488220867209e-21,1.10442339120452e-34,7.78882135914341e-83,0.152365275833225,0.208225090469076,0.22916768676644,0.283114815109241
fr,3,0.191259926434519,0.334193335075623,0.538758850777016,8.66313943080672e-07,1.77998715533483e-18,2.34075652368875e-50,0.116182261689372,0.264188711872455,0.264164373349515,0.400695113775684
