lang,length,cor.mp.f,cor.prob.f,cor.prob.mp,cor.mp.f.p,cor.prob.f.p,cor.prob.mp.p,cor.mp.f.lower,cor.prob.f.lower,cor.mp.f.upper,cor.prob.f.upper
ky,6,0.132058514664676,0.222328188797268,0.456246549557183,1.46868420492194e-11,2.10628717317117e-30,1.65759941883332e-133,0.0940434097665073,0.185421890163105,0.169689086144789,0.258608151021027
ky,7,0.123157155276476,0.165225048899531,0.425903804714869,1.31084666445233e-11,8.45925572851266e-20,1.88942770008722e-132,0.0877515062094366,0.130202576121309,0.158252031097197,0.199835724330243
la,3,0.186791408558892,0.212134399570341,0.54393799534494,8.08824490031148e-05,7.17957548399407e-06,3.01479699939691e-35,0.0949656722133743,0.121050954440688,0.275465258723954,0.299675509323589
la,4,0.109632004155414,0.189543209919728,0.518618067259371,0.000389537270857352,6.82604306562314e-10,7.1952982500878e-73,0.0492586260662068,0.130341671643921,0.169207149713983,0.247397957419626
la,5,0.207116372239372,0.256431040758766,0.585568592157522,7.40936286853804e-21,1.86005477157468e-31,8.67950637035473e-185,0.164824009552195,0.215058644554422,0.248648527251517,0.296884662809339
la,6,0.23505769802524,0.228739834436383,0.460241485095634,4.59981024555199e-35,3.02435737491247e-33,4.89825976100133e-141,0.199019626289441,0.192598697788719,0.270460888518247,0.264261240520941
la,7,0.284276680430432,0.166715425596266,0.320729599162133,7.35417756940211e-59,8.27338922779281e-21,2.72118143553133e-75,0.251632589236799,0.132331959084677,0.316274678882268,0.200698158778806
lb,3,0.20087050708203,0.237605298388053,0.562735419675237,4.89824255886841e-08,9.19063917634355e-11,8.69540616627828e-62,0.129958061133138,0.167693311688182,0.269738520172202,0.30513935771718
lb,4,0.191013720753817,0.23930987630122,0.619395407656837,3.28575735925492e-14,1.22082981327893e-21,5.43729550404959e-165,0.142595332987948,0.191820617180668,0.238520100000687,0.28568112182593
lb,5,0.158241918203565,0.246834539280394,0.53885549715719,1.10582567351209e-13,1.3626530013418e-31,2.67330024581735e-164,0.117018350675485,0.206979054162926,0.198921129673685,0.285872110486768
lb,6,0.142589610190441,0.210949695590374,0.522485123545685,3.9419995361729e-14,2.1057482444341e-29,4.52272540362554e-195,0.10602186705938,0.175192823196895,0.178772197346569,0.246150799503831
lb,7,0.16880791087268,0.234206654727331,0.347927508941484,3.55127985464409e-18,6.2898629444454e-34,2.56706629816317e-75,0.131334010730844,0.197657210925922,0.205800066495845,0.27010582667216
lmo,3,0.274824893184357,0.298942567762397,0.570104614115491,6.56166030032773e-20,1.99534659911499e-23,7.9458261278885e-93,0.218359074406522,0.24323990216627,0.329456611455857,0.352679943376608
lmo,4,0.195708658301857,0.19912880795191,0.609502242259662,2.24286972418797e-21,4.35712625605354e-22,4.84030742731855e-235,0.156171777593432,0.159641892225638,0.234619396570727,0.237979532105413
lmo,5,0.231010694066311,0.177163760886272,0.510971629147777,1.6817944964991e-41,7.78965296934657e-25,1.68580935089628e-220,0.198567877576837,0.144028835483127,0.262947809119141,0.209901865766348
lmo,6,0.296520582027524,0.136753838451731,0.34883741642273,1.29940531260431e-70,8.52667179493222e-16,8.88867884784202e-99,0.265698413474302,0.10377047145033,0.326737182710145,0.169436747209544
lmo,7,0.30337798138514,0.129285060638311,0.283744156297943,4.24277345987526e-70,1.4119752637529e-13,3.51811847820395e-61,0.271816321598064,0.0953106790316376,0.334287710361161,0.162958599816939
lt,3,0.170871639793054,0.257911892203791,0.388198411791312,0.000982576205921785,5.09386569642134e-07,1.0156927474047e-14,0.0700007475925438,0.160033668978524,0.268283561180783,0.350767939324059
lt,4,0.175497747644895,0.225726248390573,0.482535660188283,7.53578184838007e-08,3.56905680339837e-12,3.11365635768816e-55,0.112378763797287,0.163716876513582,0.237206169005393,0.28595892267324
lt,5,0.284207957226222,0.208108314925797,0.416878988160275,2.24831614215652e-36,6.72987345709665e-20,3.49454479212609e-80,0.242178169169244,0.164517185033368,0.325173074327431,0.250888138446263
lt,6,0.226433556569381,0.214688929169324,0.326280652254973,1.09013120330579e-33,2.23364964599459e-30,4.89279504709666e-70,0.190883796518196,0.178960762102662,0.261390125542992,0.249851605477909
lt,7,0.184132585878555,0.196940794332531,0.27614525767035,4.07415422614599e-26,1.04188170388363e-29,7.89541931112486e-58,0.15066283138105,0.16362535124684,0.217180702162518,0.229807545937883
lv,3,0.152019026269798,0.250873725713141,0.360739202439631,0.00300739284186336,7.52903783968404e-07,4.32337481497836e-13,0.0520819860964386,0.154031763175197,0.248941444160689,0.342941621627329
lv,4,0.233569937713355,0.236248116273962,0.502731516261898,2.14782139367551e-17,9.03366054568988e-18,2.59704711816862e-83,0.181219700959793,0.183959796431197,0.284600225026781,0.287203123564
lv,5,0.354729248662947,0.243680950772617,0.398396537524368,1.5810795135639e-66,3.08382935792742e-31,5.79477850365977e-85,0.317732710646907,0.204058228640959,0.390647320310658,0.282506595424492
lv,6,0.280921045952203,0.244627869092841,0.338987474961515,8.91460576044194e-55,1.46580538378308e-41,1.90920396202654e-80,0.247385954545822,0.210443501673148,0.313783903850616,0.278214743829485
lv,7,0.2406318828687,0.224758142129914,0.211412375447348,1.83551823106226e-44,7.21208303673469e-39,1.73333052677855e-34,0.208136116152339,0.192025480970046,0.272597020278604,0.256991295812315
mg,3,0.121484643120504,0.180531810432395,0.619385755210959,0.00830771878319416,8.14794681716619e-05,3.08377091023872e-51,0.0314778661193801,0.0916748705135382,0.209536969359403,0.266536501382037
mg,4,0.143150831604679,0.12393369590767,0.594998505950812,6.44363205604869e-08,2.95084947917088e-06,3.67288123441046e-136,0.0917048207906655,0.0722702544975669,0.193834697786774,0.174933857756117
mg,5,0.0832182218347193,0.113826217366196,0.568242971138935,2.38217783241034e-05,7.09332556971998e-09,6.77404933575362e-220,0.0447120198016427,0.0755083947305954,0.121477516447795,0.151808367063692
mg,6,0.0873864207174018,0.091160006582876,0.493006800535497,2.51743087819251e-07,7.44943056815757e-08,4.73079311195126e-212,0.0542745638644273,0.0580664639858546,0.12030630246372,0.124053419880153
mg,7,0.119127950083327,0.0796177554561593,0.394103017888035,6.58943628917753e-12,4.65145052040998e-06,4.24209455059854e-123,0.0853591685472097,0.045625992947965,0.152623361027742,0.113425360314985
min,3,0.106913788799235,0.111759901379343,0.546790255934875,0.131853131614607,0.115127984921328,5.46540762717631e-17,-0.0323064383978101,-0.0274060635444703,0.242064186631878,0.246676036371334
min,4,0.0432913604834765,0.0626571740192377,0.55937870035895,0.259945530313251,0.102828673288321,3.6954671389931e-57,-0.0320538098883947,-0.0126431930147596,0.118147284590772,0.137250884381445
min,5,0.07103892469849,0.0238895350869399,0.415013240823903,0.00826906762562086,0.375024513344961,1.28551769284719e-58,0.0183579943879557,-0.0288966023609066,0.123326508219205,0.0765428013455793
min,6,0.113817003575879,0.0696701170320187,0.275181966226034,7.01492656308844e-07,0.00244127523851525,3.44975854961058e-34,0.0690828413032051,0.0246588931713189,0.158094371218811,0.114399435874014
min,7,0.0381738423077235,0.0489858779149568,0.234421610085156,0.054066094227693,0.0134178911904389,3.89354819719204e-33,-0.000666412166013619,0.0101659529869704,0.07689909474557,0.0876583676684338
mk,3,0.128968892980601,0.151130067773621,0.386685786967976,0.00049036589215373,4.28737563837406e-05,2.41588085154638e-27,0.0567885077149798,0.0792884460374554,0.199808082685097,0.221409901174428
mk,4,0.142049730912683,0.184098251200806,0.468615136902859,8.13894953013349e-08,3.03123360991431e-12,4.27536579976353e-78,0.0905902023058847,0.133246675491481,0.192752735399742,0.233983049071517
mk,5,0.134568400906452,0.198675506411473,0.44338296974779,2.90392396790049e-10,8.12771323334738e-21,1.60589645820003e-105,0.0930836732462721,0.15798315855431,0.175586710189016,0.238694195629814
mk,6,0.141326132656342,0.213120079590916,0.388891537731991,7.04034917889969e-14,6.26956630340807e-30,4.34788256695572e-101,0.10470707156121,0.177355917141947,0.177562486963263,0.248322085100032
mk,7,0.0846994415182272,0.154251915332818,0.304270228647007,2.54008394116193e-06,7.6629034833409e-18,6.3593113292012e-67,0.049511795941269,0.119567803265267,0.119677087630872,0.188559977306948
ml,3,0.424338546940274,0.479165562158371,0.444727775532408,6.63285140825284e-307,0,0,0.405028932561198,0.4609990807461,0.443269792881793,0.496930589547873
ml,4,0.307151582461892,0.342127735714605,0.585737845261565,6.66150921577376e-102,1.63033255013854e-127,0,0.280853522353784,0.316463031561911,0.33298876305528,0.367291941866445
ml,5,0.200878233224357,0.254936746553206,0.549665005294129,1.7268804234785e-21,5.04944225625172e-34,3.65417901314857e-174,0.160462102660269,0.21546851500757,0.24062189283719,0.293573415780697
ml,6,0.236336244768375,0.206560955144524,0.423594829390817,8.51436398111515e-17,4.16193191480197e-13,8.78014379440133e-54,0.182365280184214,0.151929135738601,0.288887291890099,0.259934466903117
ml,7,0.0795006982020439,0.137159457752833,0.29813222541369,0.0263992284403047,0.000121694749880268,1.78134148746115e-17,0.00935523806520028,0.0676127826592847,0.148867572959277,0.20537967541546
mn,3,0.24733652981317,0.337136436786173,0.617886353009223,1.34855735056098e-14,1.80247909574157e-26,2.88185409105918e-100,0.186407534241256,0.27927651293004,0.306370310767923,0.392556953742366
mn,4,0.24543157658718,0.325945863664244,0.558345819086965,1.29085556904414e-22,1.5254825894299e-39,2.90144916719759e-127,0.197968613666272,0.28062204124047,0.291746342908971,0.369819301764712
mn,5,0.233944115738077,0.313935901712306,0.539426705297945,1.9971571166802e-32,2.65055434959875e-58,8.75586737494065e-189,0.19654394956873,0.278156493915813,0.270664504110805,0.348845332016219
mn,6,0.199194649136014,0.267154850742062,0.500014939492271,3.15560839481879e-33,2.55874426382434e-59,6.80585797438454e-225,0.167461662358186,0.236400072773893,0.230515317259529,0.297374869253029
mn,7,0.230673635083077,0.248184426719012,0.418095954550576,7.31628640776733e-39,6.68682300041907e-45,6.02170130514491e-132,0.197134894192832,0.21492208709911,0.263673079201171,0.280871663583186
mr,3,0.256667883799832,0.328752498143745,0.395885742050059,3.90057699402699e-65,4.90767243733975e-108,4.91782337259844e-160,0.228414346717878,0.301716394351473,0.28448945192047,0.355260290578491
mr,4,0.150394308683162,0.216320865802302,0.506679571281111,8.8556254194555e-15,3.12019404816007e-29,1.29857953438961e-171,0.112828634917715,0.179591338760199,0.187530656016198,0.252448121396142
mr,5,0.149616965222062,0.246168103188887,0.455856127270536,5.59093725962468e-11,1.26987658526075e-27,3.93368369677018e-98,0.105355979532904,0.203450481634368,0.19328633332576,0.287950299757395
mr,6,0.089917644027515,0.221090005666898,0.400284332395957,7.9318262329826e-05,1.06640312603968e-22,7.76031237391628e-75,0.0453768083872393,0.178127998946075,0.134101680130245,0.263210724784659
mr,7,0.0255046105826672,0.208890400947609,0.361722999599351,0.259919778593911,1.0725030209848e-20,1.93634525663376e-61,-0.0188720603469882,0.166073819846082,0.0697809913995381,0.250920840387101
ms,3,0.195436587896485,0.258867259995377,0.675599436695718,1.72561798469015e-10,1.59681505416363e-17,9.24702847317808e-141,0.136524301713281,0.201497158511817,0.25297139323204,0.31446728595297
ms,4,0.203916145930191,0.189936784752327,0.632963201313646,3.40036328470499e-21,1.50493478764701e-18,4.73824942762018e-236,0.162609255620472,0.148417614465857,0.244509519442681,0.23078754178736
ms,5,0.152332831287612,0.204381923270846,0.581211822645423,4.70007587752886e-18,1.70878098196979e-31,2.55713832833319e-288,0.118291277619513,0.170926738090211,0.186016740030745,0.237366373660802
ms,6,0.154946716214859,0.219223925872112,0.474530758783346,3.66838082651427e-18,3.8257404930045e-35,2.25400616303534e-174,0.120449309584714,0.185499994745573,0.189070349740921,0.252432046163568
ms,7,0.151988512411596,0.216980207997993,0.482698354065129,6.64479385948566e-17,3.59777173156015e-33,3.03129148682722e-174,0.11676659762804,0.182542186462196,0.186828585894614,0.25088647399771
my,3,0.389525065367148,0.288937360689416,0.424508474520847,1.57369406998331e-139,7.92360342890373e-75,4.60634226032973e-168,0.362376959265302,0.259699260787353,0.416012759592863,0.317646212867338
my,4,0.227177146617755,0.239421838175416,0.578795625524619,4.88736543942783e-29,3.70447722630124e-32,1.95000287085217e-211,0.18858130974589,0.201039386618352,0.265072284684706,0.277070265644102
my,5,0.0884332850787268,0.237606024606229,0.468917493244636,5.91315108016759e-05,8.58986235159656e-28,5.85358383876445e-113,0.0453875051231369,0.196403672361684,0.131151274157208,0.277970751897739
my,6,0.0866014539642865,0.194023287009139,0.389152405855331,4.90953169511499e-05,4.90945001772436e-20,3.53241054261073e-80,0.044897295224597,0.153402455456034,0.128004288497646,0.23398949695257
my,7,0.0910095255083074,0.214744401015827,0.337724662625868,1.80451175081553e-05,1.68452008864032e-24,3.59832135458102e-60,0.0495295639487816,0.174639274058719,0.132176077815861,0.254138177846339
mzn,3,0.259158595347823,0.337980627163415,0.715673099358509,4.44596426888104e-30,3.41105164036028e-51,1.73414814523062e-293,0.216371189837791,0.29720470467969,0.300952386958428,0.377525995579583
mzn,4,0.158878014209351,0.230050911473493,0.68155661679262,3.03227810926569e-24,1.17077502825803e-49,0,0.128667038582286,0.200632975416243,0.188794364258945,0.259054341908851
mzn,5,0.177187013488675,0.17972581177611,0.562013708789014,2.06500226886121e-34,2.26588229857406e-35,0,0.149335389757611,0.151898211778491,0.204757697372505,0.207268712894679
mzn,6,0.20419627104464,0.201759886619815,0.431070303486668,3.24836352775754e-36,2.22541516215131e-35,9.04418983748249e-168,0.173154016653575,0.170688045762805,0.234833228387987,0.232430853358476
mzn,7,0.171451194853337,0.173377292587745,0.266883104329582,2.07758070357739e-17,8.98904104697331e-18,1.03924940458313e-40,0.132494692359596,0.134444437813268,0.209878823897168,0.2117756979052
nap,3,0.319180152355705,0.276579380747138,0.437582281628971,1.81752221307117e-14,4.25930289720091e-11,4.38622635304627e-27,0.241960312605027,0.197467178923818,0.392382250680078,0.352112340576833
nap,4,0.311028726048534,0.259124004177844,0.623259508894457,1.26142462236278e-34,3.51877393873708e-24,2.36082854269985e-160,0.264310547950932,0.211004376471732,0.356290653546029,0.305990748474958
nap,5,0.284444359780643,0.214096660736238,0.579934262139982,1.16963039566026e-49,2.23342053375765e-28,6.24675498619144e-234,0.248750451262586,0.177141685776421,0.319366714450171,0.250448770757234
nap,6,0.279094963536185,0.168374101890195,0.376791713248249,5.12386335869214e-67,7.08432987536314e-25,7.6752926223658e-125,0.249074942164147,0.136854739494348,0.308579186001615,0.19955287436112
nap,7,0.256741281650881,0.12414389261465,0.333298735457594,6.05910079700428e-52,4.57201681987102e-13,2.3137564107604e-88,0.224950315985208,0.0907845879641221,0.287986209089651,0.15722490796615
nds,3,0.228711516508413,0.274222608733997,0.571601412562213,1.65195382035943e-09,3.53461472355842e-13,3.72004358311054e-60,0.156157987831751,0.203173875742286,0.298810224323295,0.342398754056045
nds,4,0.251664184439739,0.284635439312539,0.595827668980835,4.78484061070441e-28,9.99757568452343e-36,9.9143515166352e-178,0.208422508337763,0.242145408884435,0.293923895349211,0.326035780628873
nds,5,0.253225059623028,0.293080834626,0.569167660164805,2.43305489715547e-38,2.45902534073161e-51,2.3251970015209e-217,0.216405559210421,0.257061471389067,0.289325267642771,0.328287035667048
nds,6,0.195898593265462,0.268946994578337,0.609926198410734,1.03672408662169e-27,1.35709109648239e-51,1.15064321490229e-309,0.1614956695029,0.235671924234373,0.229825961038684,0.301592206675997
nds,7,0.202541919407029,0.221988082387756,0.434031141072233,1.03319248676848e-26,6.98175557976477e-32,4.71716794456552e-126,0.166324141228599,0.186055700138561,0.238213956630478,0.257327469059716
ne,3,0.406813037112662,0.420125473732787,0.436606572739968,2.21154502814306e-192,2.38190327034333e-206,1.53846447645924e-224,0.383031819304321,0.396649065817801,0.430055352230656,0.443052680968245
ne,4,0.249801020715724,0.285426627949111,0.497341400056298,8.61582917954893e-47,3.86681164004748e-61,6.56556944286038e-200,0.217055369877399,0.25330695610719,0.281985104479069,0.316917679175404
ne,5,0.144135313751662,0.224580480259177,0.425671254504592,2.76234836083569e-10,3.78003397901199e-23,1.7394138986665e-84,0.0998124249659744,0.181443090237,0.187887323675056,0.266855262864383
ne,6,0.10600491628767,0.225445193183847,0.363606144315374,1.44412066622595e-05,1.18569753650218e-20,2.87918813203751e-53,0.0582909494745658,0.179376087352496,0.153235674939488,0.270527695349541
ne,7,0.0268623318264162,0.21138942811638,0.337610820349901,0.273452409709299,2.90202834824037e-18,1.21975461187144e-45,-0.0212189597648897,0.165011730269193,0.0748196529500004,0.256834383489548
new,3,0.254811322742883,0.287516523023493,0.380849154699874,3.42618974200135e-64,5.68680825729613e-82,2.76432543248398e-147,0.226530652258369,0.259744825381383,0.282662713256384,0.314813022688906
new,4,0.191360131842241,0.216759034866025,0.451564693411354,2.34268126512386e-22,2.28669260571762e-28,9.20453495057838e-128,0.153595640055729,0.179363648852572,0.228566431929017,0.25352893472842
new,5,0.125982826680914,0.195186054976305,0.434043463908929,9.0549804628054e-08,8.23287701154405e-17,4.81728359790671e-83,0.0800933469422698,0.150187754701055,0.171339409666528,0.239377342245694
new,6,0.0697141969394666,0.22433501175985,0.353638617800719,0.00280863881114208,2.30163406354804e-22,3.49190131646325e-55,0.0240312871020739,0.180427614916295,0.115106568268883,0.267350108002876
new,7,0.0455854103570839,0.199708338999372,0.31515116875638,0.0457480301934216,9.87453087345542e-19,1.47942769570013e-45,0.000863856906652432,0.156381766717127,0.0901249844110567,0.242267809877197
nl,3,0.227020536278495,0.27653367757599,0.618765870740785,1.41657216230753e-10,3.70136611064965e-15,1.31850725596798e-83,0.159362517662941,0.210420698817988,0.292555942837176,0.340128760877153
nl,4,0.176574272932325,0.292351304270745,0.57631953676046,3.03099012345632e-12,1.04845342267521e-31,6.54569553048082e-137,0.1277334216825,0.24597672509996,0.224560812586773,0.337390495948063
nl,5,0.196558570526078,0.292094849157036,0.549467954788201,3.347979649695e-20,1.24095593527683e-43,3.47037484188639e-170,0.155615724564025,0.252981055578594,0.236827231599924,0.330255345398421
nl,6,0.131047562458595,0.255945771223036,0.53912105256069,1.15141057877713e-11,4.56237906878408e-41,1.4974754543719e-200,0.0935151637180764,0.220088163706247,0.168208024107086,0.291112634270548
nl,7,0.150978397154783,0.242308043218982,0.42743770997498,9.0092007284361e-15,3.57622129398679e-36,2.23574521929875e-116,0.113259672248062,0.205847197299415,0.188262571390713,0.278097069833919
nn,3,0.181437752638605,0.297440677124162,0.542095535440548,2.10997453772809e-07,5.99458463855336e-18,7.76651576914358e-63,0.113850612148385,0.233215207772984,0.247353238225748,0.359082445656162
nn,4,0.141053518666966,0.24556424532914,0.558216503249947,1.01835474636128e-09,6.41341586229129e-27,1.07963848250929e-152,0.0961951630872002,0.202348501566406,0.185340057475118,0.287825456709622
nn,5,0.188765970807092,0.27654377518253,0.53708012490285,6.3975789486224e-24,1.9608890228762e-50,1.71895670080055e-209,0.152830371489514,0.242017224014437,0.224203037216106,0.310370864958231
nn,6,0.119166707162206,0.229426441239109,0.435919448652523,1.04920101494113e-10,3.49844472186455e-36,9.74560662118696e-136,0.0832530905881204,0.194773882627252,0.15477118022499,0.263506996230552
nn,7,0.073484541011646,0.222339726276474,0.279523022503663,0.000126909805616392,9.27900710477153e-32,6.44644425016614e-50,0.0359657414922519,0.186279551427193,0.110796481594327,0.257801688177707
no,3,0.185527700510205,0.331829347416969,0.562596068625531,1.16758519823722e-07,4.05759195582809e-22,2.65983848510441e-68,0.117898635489347,0.268856332399642,0.251443696226522,0.391977572763274
no,4,0.145705609973031,0.261535063094426,0.561348479854524,2.84248317206647e-09,3.66237121215311e-27,2.19286801968994e-137,0.0980946464616132,0.215961868061476,0.192651106396765,0.30597121578066
no,5,0.189005131799849,0.314950850360338,0.583185949242742,3.67658984421661e-21,1.28229292299065e-57,1.60990848508007e-223,0.150554737859091,0.278850055785858,0.22688456529118,0.350162755362636
no,6,0.161058633902657,0.247311200225209,0.547842455577783,1.04811343451905e-18,1.28220650339677e-42,3.22686045612078e-232,0.12581470240788,0.213235378058816,0.195896529429549,0.280786058205654
no,7,0.144386278403912,0.223345386057559,0.432771610131598,1.0163882906366e-14,1.75545495530344e-33,3.59502451302207e-130,0.108205485597762,0.188134765983016,0.180185081102271,0.257982620445466
oc,3,0.300690141013156,0.329985602297078,0.598606180148184,8.00890019036058e-16,6.48345229365741e-19,5.12965578088918e-68,0.231086615009958,0.26164268853777,0.367231501901746,0.395035931752352
oc,4,0.215941466307718,0.223729598486582,0.607518795048814,1.33466527400617e-17,8.25091301180038e-19,5.08868220850805e-155,0.167641009989838,0.175583625986201,0.263207716117811,0.270807904193967
oc,5,0.165632509507497,0.186772012885104,0.518414883072286,6.03584687455019e-18,1.80559570856275e-22,2.43145434897853e-184,0.128582704685118,0.149976370222795,0.202220590690278,0.223050985183605
oc,6,0.152478823220188,0.177677065607746,0.441072398194887,5.90267294833859e-19,2.88021764197242e-25,3.17719337207621e-160,0.119303837628722,0.144756468738113,0.185313712196405,0.210204734109484
oc,7,0.125550187382858,0.166975656652244,0.288555791405735,1.33378189398164e-12,3.09386634593981e-21,8.73457686833299e-62,0.0911185880975928,0.132918627400547,0.159681964525158,0.200638840647278
pl,3,0.00243053432820348,0.190544038070108,0.287667285234094,0.953868208295696,4.71263181326102e-06,2.64801097838095e-12,-0.079782961122728,0.110070433086055,0.0846111864617493,0.268535719448168
pl,4,0.0933704583499036,0.25826443713768,0.398334665528893,0.00177612229052001,1.70766304201754e-18,8.06897424318018e-44,0.0349327118745586,0.202704772456412,0.151171886669241,0.312166654154626
pl,5,0.198569181807938,0.22520807437325,0.405054412482997,3.00241937038714e-19,1.94873902662971e-24,6.50354465640259e-80,0.156118244818767,0.183206588707708,0.240287916470085,0.266388871408444
pl,6,0.138326566872024,0.182688867048044,0.316748063751223,1.63964555350268e-12,7.8967514403116e-21,2.6036762352093e-61,0.100301415076012,0.145151237565927,0.175948226668961,0.219701327682314
pl,7,0.18957594018567,0.165149622816051,0.234769263765377,3.98005042382423e-25,2.2455275077629e-19,5.30164980614491e-38,0.154436591008608,0.129725992034356,0.224236289525572,0.20015222591554
pms,3,0.182598198950349,0.286473965670945,0.56308195883069,2.24891218537973e-07,1.91155615905087e-16,1.58104693637997e-67,0.114433340968187,0.221267384561114,0.249051732715702,0.349130421112025
pms,4,0.0879183960676822,0.165667477680324,0.590583510097927,0.000104706435631529,2.03044198012069e-13,6.25802781210877e-183,0.0436081409318914,0.122086341844916,0.131883434782369,0.2086110114329
pms,5,0.166395605497586,0.151088924169179,0.572781066986915,1.32825101834876e-21,4.78000563596449e-18,1.09626640102061e-282,0.132767641033103,0.117310768381564,0.199640924068811,0.184517899006847
pms,6,0.153212740076057,0.124380514005162,0.420587856715909,2.2421346536605e-19,3.05182555637494e-13,2.09267266107413e-146,0.120279849981338,0.091209958594306,0.18580878073519,0.15727537094345
pms,7,0.144453120241549,0.0861012513554348,0.350257335248177,5.32933582127252e-17,6.44293647467367e-07,8.98101114112454e-97,0.111041193255926,0.0522975547946924,0.177538867046336,0.119707860023584
pnb,3,0.24983799650564,0.325129483508289,0.65734939681773,4.71378061191492e-33,5.13230065088712e-56,8.08466202609156e-276,0.210494639441637,0.287483755989297,0.288373355139012,0.361772188250282
pnb,4,0.139487073090076,0.182548860346535,0.684632275224745,7.37881876608816e-23,3.17399977292027e-38,0,0.112016197018031,0.15543378206247,0.166744909217032,0.209389070117888
pnb,5,0.218259711493117,0.198584138239174,0.624637239367234,1.82150763030314e-54,3.28343789174321e-45,0,0.191568286111115,0.171677686511735,0.244628537327496,0.225194546110239
pnb,6,0.169946059954808,0.165015609650079,0.552985744101741,2.09975692879711e-23,3.85378284143176e-22,4.34583127336514e-271,0.13708004009547,0.132099189440547,0.202438317132732,0.197568494215695
pnb,7,0.190495444240818,0.171335251315526,0.333697580601099,3.86978999638304e-18,6.42297519858566e-15,2.66297028516843e-54,0.148343511252538,0.128915635620664,0.231956461620029,0.213128982053145
pt,3,0.176004544274709,0.270885750965015,0.498528183257736,4.36146656242728e-06,8.7798088224339e-13,1.43577838813774e-43,0.101782792078785,0.199392147395725,0.248277672171577,0.339510794893507
pt,4,0.126460631209235,0.223858172620216,0.511333852138801,2.21269951144001e-06,2.86300621514921e-17,1.37966959447053e-93,0.0744142434581025,0.173356314562972,0.177819955684193,0.273185866205385
pt,5,0.210657109848283,0.261426499133278,0.552522271324447,8.135726431602e-26,2.53548850365107e-39,1.27709652488417e-194,0.172368997890844,0.22402258284504,0.248309631482206,0.298061398301999
pt,6,0.144017071815024,0.198754228015914,0.423485342041316,1.76358396269498e-14,2.12050082493612e-26,1.46047566095796e-122,0.107593830138593,0.162955962489671,0.180054235045832,0.234029871884233
pt,7,0.138649525165219,0.216562494267005,0.351566448956624,2.09966129535609e-14,2.61529368884503e-33,2.26313958817379e-88,0.103452523247115,0.182262780288073,0.173499718941613,0.250335781089146
qu,3,0.343715110985121,0.32620819419749,0.583014346944984,8.75095080058967e-15,2.17865201147362e-13,3.88828905687626e-45,0.262370641188647,0.243914777369855,0.420209104523663,0.403837405305973
qu,4,0.251733443008495,0.317050941638306,0.642390958980018,1.4139769048051e-21,6.71402035446177e-34,6.04642607706465e-163,0.201880661163354,0.269008554855147,0.300285166518503,0.363519519103263
qu,5,0.215939069248451,0.257752966286613,0.63873032753705,4.28988826268832e-30,1.41836363636281e-42,4.42784031793993e-312,0.179834851559203,0.222342766110044,0.251462295232842,0.29248406180261
qu,6,0.184571512488176,0.216191708444878,0.541486516123923,3.13517179788653e-24,7.84544649647039e-33,1.50456011213118e-226,0.149645126336769,0.181684072756873,0.219037857798311,0.250167551177849
qu,7,0.189806903864798,0.178925903901106,0.424493822352295,9.07935068229327e-27,6.36110868079215e-24,4.09544775527913e-137,0.155802205505715,0.144792775024458,0.223362259462112,0.212633688431977
ro,3,0.166888085170343,0.283231849531281,0.471971454623139,3.9870811263888e-05,1.56600773005797e-12,1.29862022402826e-34,0.088019514824856,0.207900818320447,0.243677308283879,0.355222924142602
ro,4,0.103663156843474,0.236276723628758,0.501760755217965,0.000141426865980693,1.7044908345913e-18,1.51227059765346e-86,0.0504518847001848,0.185125435445144,0.156287564946892,0.286151179220764
ro,5,0.17656273992755,0.201426417142419,0.461929171336502,6.0990416019328e-17,1.13118178311798e-21,2.74031291243503e-117,0.135876199296645,0.161092445364409,0.216654725901462,0.241088677460601
ro,6,0.173039626362775,0.21587056939005,0.376141747646356,2.4258186491216e-20,5.26947233421331e-31,3.30173488257117e-95,0.136951990166773,0.180346009928107,0.208668551366727,0.250832690654567
ro,7,0.171800590481498,0.199232310452698,0.28696105808495,1.04584964083165e-22,4.02762988567908e-30,5.88640543333687e-62,0.138040875351707,0.165794746425622,0.205161553159456,0.232212296617731
ru,3,0.0662371804327518,0.148646860060002,0.34052185476165,0.0943406019383678,0.000162480348867514,8.21458401926472e-19,-0.0113828305270194,0.0719144496021131,0.143063728804271,0.223630098590932
ru,4,0.158017897983676,0.167049613394021,0.437145383419773,2.36894660135194e-08,3.50185573520659e-09,8.56505216001898e-59,0.103145382127813,0.112314503345368,0.211931517834751,0.220774063639136
ru,5,0.200564504281672,0.15787346260387,0.332146612253322,1.02977963439463e-20,2.52548875834495e-13,7.11104487507344e-56,0.159392197240645,0.116121190977244,0.241040319611448,0.199068768445123
ru,6,0.258853541584637,0.152193285790191,0.325713151614768,1.63391958619884e-41,4.31037152983184e-15,5.0460871302282e-66,0.222829926319678,0.114631572658057,0.294171190590268,0.189320448229185
ru,7,0.307078503534724,0.184151524927802,0.280190529743335,2.15221175147828e-64,1.52499235078415e-23,1.79052506420103e-53,0.273745577695351,0.14875634364251,0.339674656732942,0.21907545146654
scn,3,0.335219677906524,0.276099905534373,0.405861733123903,2.50392453156858e-17,4.97892906854911e-12,2.34898998390534e-25,0.262460054098998,0.200742953536767,0.404188989735685,0.348208646903514
