lang,length,cor.mp.f,cor.prob.f,cor.prob.mp,cor.mp.f.p,cor.prob.f.p,cor.prob.mp.p,cor.mp.f.lower,cor.prob.f.lower,cor.mp.f.upper,cor.prob.f.upper,mu.mp.f,mu.prob.f,mu.prob.mp,var.mp.f,var.prob.f,var.prob.mp,z.mp.f,z.prob.f,z.prob.mp,p.mp.f,p.prob.f,p.prob.mp,sig.mp.f,sig.prob.f,sig.prob.mp
am,3,0.17110794489849,0.401890119851165,0.464851970616446,1.03581124383177e-32,6.339417875484e-185,9.0959760867379e-255,0.143445036253742,0.377837436760043,0.198503684497869,0.425400715270138,0.000452898642046427,0.00166353350812925,0.746256171943688,0.0625237497144386,0.0609990961165263,0.0292046921745562,2.72944356401955,6.56118880152724,-9.63558183203206,0.00634413069960348,5.33804816563671e-11,5.65706028040403e-22,*,*,*
am,4,0.246863676976041,0.343444501843937,0.456391152009126,2.91696876008108e-85,3.11779029641957e-168,3.0133982682631e-311,0.223134807584469,0.32110174113024,0.27030015535327,0.36540516204748,0.000418449384586211,-0.000685096342190744,0.266160333465705,0.0747064215868381,0.0755867941964728,0.0738774464055669,3.29884931384364,4.55277409029455,2.57495119009808,0.000970820092584482,5.29431162126969e-06,0.0100254233277261,*,*,n.s
am,5,0.225768236812346,0.294249295422362,0.438301475521885,1.06805075144073e-50,2.04462902734465e-86,7.16545547199311e-201,0.197171523078818,0.266668731859801,0.253981087253698,0.321348318353269,0.00587326881552394,0.000726589324059711,0.174141136086262,0.0808033745809334,0.0777629962554997,0.0822274396740497,2.72135871969769,3.77458071617892,3.21255703063061,0.00650141688425609,0.000160277007931709,0.00131559025977349,*,*,*
am,6,0.348150266434238,0.316040937662892,0.452277566874378,6.60018582382546e-60,4.00830793733822e-49,1.16895120008232e-104,0.309665264405637,0.276677323605754,0.385496464821866,0.354345732216232,6.38471763458042e-05,-8.07523166226747e-05,0.620733677400752,0.0265957236245092,0.0264591340459761,0.0190127655646935,13.0880597261552,11.9475448225257,-8.86015818967416,3.85325510613091e-39,6.68716733715878e-33,7.99009796012929e-19,*,*,*
am,7,0.311326686735435,0.201220170381706,0.352577488820711,6.14382812380998e-18,3.91085798859076e-08,7.03731859464212e-23,0.244422545963879,0.130710239719588,0.375280685681486,0.269704774568525,-0.00542418152947936,-0.00468743763100781,0.185243303433077,0.103178755092702,0.101021014056936,0.116184166671087,3.06992333819426,2.03826510686839,1.44024947789445,0.00214113722388935,0.0415234274442568,0.149796829477598,*,n.s,n.s
an,3,0.250633177320576,0.291078631031906,0.563175650091969,4.44756967949488e-09,7.21951672747573e-12,6.27103615692176e-46,0.169306799708074,0.211373784409231,0.328569434531291,0.366937720009609,-0.0010938626666178,0.000404508489801248,0.553534582415609,0.0434418585769287,0.0426292152794536,0.0297541338578797,5.79457344214278,6.818659940996,0.324024477486407,6.849504554982e-09,9.18936315247765e-12,0.745919502759289,*,*,n.s
an,4,0.128264032927136,0.239088534502058,0.553216555480099,2.04524038436775e-06,3.70015748626565e-19,4.95737781832117e-110,0.0756630229586637,0.188364176620134,0.18015315827431,0.288540696116547,-5.37785900609264e-05,-0.00154409248120546,0.553395904876275,0.028049501911134,0.0279028292854811,0.0184962001278953,4.57469126987465,8.62395080159395,-0.00969655361294627,4.76922732488471e-06,6.46829169856278e-18,0.992263390816153,*,*,n.s
an,5,0.179033002428172,0.236249603911624,0.563276587242871,1.30708223335496e-19,2.49777520441436e-33,3.93914195191082e-211,0.14098687670202,0.199053778480251,0.216551093288764,0.272765721519487,-7.01586311291553e-05,-6.69161813367768e-05,0.519284747509735,0.0207470245815573,0.0200273393482149,0.0147081061450672,8.63271551808504,11.7996962044798,2.9909928103075,5.99123134084052e-18,3.91723080084851e-32,0.00278072040248141,*,*,*
an,6,0.179398205753065,0.186291571940529,0.424899860800945,5.98297582174364e-24,9.93762168300228e-26,7.7471089439775e-137,0.145198898646677,0.152173031579344,0.213169340988204,0.219966644667252,0.000121329052507833,0.000282817683257698,0.399919553899201,0.0177364183890934,0.0186152157527965,0.0155802565449183,10.1078398562587,9.99229644863655,1.60333090984256,5.09962584524397e-24,1.6472067208051e-23,0.108861615726391,*,*,n.s
an,7,0.176656986297867,0.211752666090297,0.311765849249394,1.9826414734043e-24,1.320575825481e-34,5.97236049761551e-75,0.143319079097843,0.178844099769864,0.209594434174655,0.244187962147952,-0.000786725735050971,3.21771888674938e-05,0.30133607335569,0.0175907800339009,0.0178735277213493,0.018879783615405,10.0873134500545,11.8454785312771,0.552430902078446,6.28665347690358e-24,2.27118221094495e-32,0.580653163464796,*,*,n.s
ar,3,0.0874147720745366,0.266017469782497,0.439018227275615,0.000491791231950304,4.25494119232626e-27,1.03344631737826e-75,0.038358124403251,0.219672127946608,0.136051075997263,0.311164821858724,-0.00200305841524118,-0.00258867510008567,0.254777414018974,0.1152233590758,0.116280019377564,0.103812017562353,0.776039087967867,2.30999398108468,1.77475419111261,0.437725906934013,0.020888487352236,0.0759384831514298,n.s,n.s,n.s
ar,4,0.120696481801245,0.210641759315704,0.426279405704173,3.47655951825433e-14,1.57370892464084e-40,9.7049117966279e-173,0.0897174965250811,0.180514479648427,0.151442148728968,0.240374150534897,-0.00257620000246357,-0.00216010019117628,0.616343078490085,0.0522083469021068,0.0524991228447266,0.038299679811223,2.36116807212553,4.05343647619163,-4.96253947089703,0.0182174721150451,5.04707092510282e-05,6.9577421034502e-07,n.s,*,*
ar,5,0.193742579210746,0.245499089591967,0.564345381433025,1.18078466654701e-40,6.12623213357596e-65,0,0.165955953473403,0.218328190854378,0.221221799976036,0.272289656556941,-0.00212503643765169,-0.000350608350085528,0.0172217352811558,0.158681222322291,0.162433140368051,0.200317676357046,1.23434652684096,1.51354395651645,2.73127991549121,0.217073805558731,0.13014154451023,0.00630888625469531,n.s,n.s,*
ar,6,0.217809380092881,0.266162386927618,0.507896019207041,1.05161065737598e-43,3.74546601768203e-65,1.476247080979e-258,0.187925389832457,0.236968269855892,0.247290470796753,0.294876246429889,-0.00183702129663061,-0.00143179790687197,0.55623802560831,0.0263880295318779,0.0261142546800239,0.0229285665445505,8.32371364160287,10.2470542664649,-2.1083745600642,8.52494124324531e-17,1.22005163240311e-24,0.0349986031796402,*,*,n.s
ar,7,0.229472451221602,0.253296875910137,0.464302538059172,1.44114268593072e-37,1.17091538536794e-45,3.36154680386411e-162,0.195494645271748,0.219702889152183,0.262900015295115,0.286290858603371,0.0166739822225096,0.00219073277288637,0.0811602299230898,0.207439412929235,0.195251650205112,0.25032272971671,1.02583431949687,1.28606412736314,1.53059336069754,0.304969686161469,0.198420682286375,0.125869923634411,n.s,n.s,n.s
arz,3,0.173797895529565,0.32240280804493,0.500234877969694,8.28516573377955e-12,3.18475185018995e-38,2.32293433110606e-97,0.124688942981122,0.276683790362091,0.222057396968899,0.36666559855092,0.00372245884754697,0.00570198408055751,0.227881949983657,0.110726330094919,0.106528514851898,0.108903040316265,1.53599813645248,2.97292067203478,2.50087534007406,0.124538837399074,0.00294980678914093,0.0123886777596281,n.s,*,n.s
arz,4,0.187223683889499,0.207655171085458,0.488064093910671,2.90827278185139e-31,3.21705856179966e-38,2.79356756308279e-226,0.156329203174702,0.176998946572659,0.217752171102807,0.237908852422013,0.00115289559127001,0.000204121914780281,0.668290745103849,0.0532432695575757,0.0527690373318578,0.0364572518778822,3.494728814447,3.93130251488282,-4.94350621371209,0.000474543651451433,8.44868811838233e-05,7.67299033740451e-07,*,*,*
